brand,cell,cascade_order,model,probe_text,response_text,recognized,timestamp,latency_s
Jaguar,A,2,gpt-4o-mini,Is the brand Jaguar commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:42.533899+00:00,0.963
Cadillac,A,3,claude-opus-4-5,Is the brand Cadillac commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:43.384468+00:00,0.913
Cadillac,A,3,claude-sonnet-4-5,Is the brand Cadillac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:43.506312+00:00,0.997
Cadillac,A,3,gemini-2.5-flash,Is the brand Cadillac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:44.066355+00:00,1.381
Cadillac,A,3,gemini-2.5-flash-lite,Is the brand Cadillac commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:43.561730+00:00,0.365
Cadillac,A,3,gpt-4o,Is the brand Cadillac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:43.196232+00:00,0.662
Cadillac,A,3,gpt-4o-mini,Is the brand Cadillac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:44.714481+00:00,2.079
Rolls-Royce,A,4,claude-opus-4-5,Is the brand Rolls-Royce commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:44.358214+00:00,0.974
Rolls-Royce,A,4,claude-sonnet-4-5,Is the brand Rolls-Royce commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:44.589310+00:00,1.083
Rolls-Royce,A,4,gemini-2.5-flash,Is the brand Rolls-Royce commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:46.160290+00:00,2.094
Rolls-Royce,A,4,gemini-2.5-flash-lite,Is the brand Rolls-Royce commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:45.243764+00:00,0.886
Rolls-Royce,A,4,gpt-4o,Is the brand Rolls-Royce commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:44.756193+00:00,1.195
Rolls-Royce,A,4,gpt-4o-mini,Is the brand Rolls-Royce commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:44.552331+00:00,0.720
Bentley,A,5,claude-opus-4-5,Is the brand Bentley commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:48.792354+00:00,4.240
Bentley,A,5,claude-sonnet-4-5,Is the brand Bentley commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:46.501658+00:00,1.912
Bentley,A,5,gemini-2.5-flash,Is the brand Bentley commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:47.728326+00:00,2.607
Bentley,A,5,gemini-2.5-flash-lite,Is the brand Bentley commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:45.933495+00:00,0.689
Bentley,A,5,gpt-4o,Is the brand Bentley commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:45.935268+00:00,1.221
Bentley,A,5,gpt-4o-mini,Is the brand Bentley commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:45.120243+00:00,0.364
Porsche,A,6,claude-opus-4-5,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:47.502421+00:00,1.570
Porsche,A,6,claude-sonnet-4-5,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:46.866389+00:00,0.931
Porsche,A,6,gemini-2.5-flash,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:48.277408+00:00,1.425
Porsche,A,6,gemini-2.5-flash-lite,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:47.873435+00:00,1.006
Porsche,A,6,gpt-4o,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:46.853287+00:00,0.693
Porsche,A,6,gpt-4o-mini,Is the brand Porsche commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:47.268989+00:00,0.766
BMW,A,7,claude-opus-4-5,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:49.397324+00:00,2.129
BMW,A,7,claude-sonnet-4-5,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:50.429986+00:00,2.928
BMW,A,7,gemini-2.5-flash,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:49.496419+00:00,1.250
BMW,A,7,gemini-2.5-flash-lite,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:49.683062+00:00,1.405
BMW,A,7,gpt-4o,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:48.243754+00:00,0.516
BMW,A,7,gpt-4o-mini,Is the brand BMW commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:48.380504+00:00,0.508
Tesla,B,1,claude-opus-4-5,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:49.800985+00:00,1.420
Tesla,B,1,claude-sonnet-4-5,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:52.226264+00:00,3.433
Tesla,B,1,gemini-2.5-flash,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:52.052770+00:00,2.370
Tesla,B,1,gemini-2.5-flash-lite,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:50.187244+00:00,0.386
Tesla,B,1,gpt-4o,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:50.326757+00:00,0.929
Tesla,B,1,gpt-4o-mini,Is the brand Tesla commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:50.328834+00:00,0.834
Rivian,B,2,claude-opus-4-5,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:50.984421+00:00,0.797
Rivian,B,2,claude-sonnet-4-5,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:51.900753+00:00,1.574
Rivian,B,2,gemini-2.5-flash,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:53.899791+00:00,3.037
Rivian,B,2,gemini-2.5-flash-lite,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:51.587984+00:00,0.603
Rivian,B,2,gpt-4o,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:51.066109+00:00,0.736
Rivian,B,2,gpt-4o-mini,Is the brand Rivian commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:50.862611+00:00,0.432
Lucid,B,3,claude-opus-4-5,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:51.953617+00:00,0.889
Lucid,B,3,claude-sonnet-4-5,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:53.122304+00:00,1.534
Lucid,B,3,gemini-2.5-flash,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:54.847751+00:00,2.794
Lucid,B,3,gemini-2.5-flash-lite,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:53.503601+00:00,1.277
Lucid,B,3,gpt-4o,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:52.481514+00:00,0.582
Lucid,B,3,gpt-4o-mini,Is the brand Lucid commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:52.566507+00:00,0.613
Polestar,B,4,claude-opus-4-5,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:54.222034+00:00,1.740
Polestar,B,4,claude-sonnet-4-5,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:55.043538+00:00,2.477
Polestar,B,4,gemini-2.5-flash,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:56.614982+00:00,2.816
Polestar,B,4,gemini-2.5-flash-lite,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:55.568933+00:00,1.668
Polestar,B,4,gpt-4o,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:53.799008+00:00,0.677
Polestar,B,4,gpt-4o-mini,Is the brand Polestar commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:54.063550+00:00,0.561
Fisker,B,5,claude-opus-4-5,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:54.747121+00:00,0.683
Fisker,B,5,claude-sonnet-4-5,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,No.,no,2026-05-25T17:53:56.974944+00:00,2.752
Fisker,B,5,gemini-2.5-flash,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:57.992316+00:00,2.948
Fisker,B,5,gemini-2.5-flash-lite,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:55.966508+00:00,0.597
Fisker,B,5,gpt-4o,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:55.369636+00:00,0.623
Fisker,B,5,gpt-4o-mini,Is the brand Fisker commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:56.094478+00:00,1.247
Toyota,C,1,claude-opus-4-5,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:56.313101+00:00,0.745
Toyota,C,1,claude-sonnet-4-5,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:57.994886+00:00,2.029
Toyota,C,1,gemini-2.5-flash,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:57.848856+00:00,1.234
Toyota,C,1,gemini-2.5-flash-lite,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:57.242110+00:00,0.588
Toyota,C,1,gpt-4o,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:56.653810+00:00,0.560
Toyota,C,1,gpt-4o-mini,Is the brand Toyota commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:56.757120+00:00,0.444
Honda,C,2,claude-opus-4-5,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:57.559848+00:00,0.802
Honda,C,2,claude-sonnet-4-5,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:58.515676+00:00,1.542
Honda,C,2,gemini-2.5-flash,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:59.567255+00:00,1.719
Honda,C,2,gemini-2.5-flash-lite,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:02.185241+00:00,4.192
Honda,C,2,gpt-4o,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:58.009985+00:00,0.768
Honda,C,2,gpt-4o-mini,Is the brand Honda commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:58.018210+00:00,0.459
Ford,C,3,claude-opus-4-5,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:59.570394+00:00,1.576
Ford,C,3,claude-sonnet-4-5,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:59.572876+00:00,1.563
Ford,C,3,gemini-2.5-flash,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:00.137971+00:00,1.518
Ford,C,3,gemini-2.5-flash-lite,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:53:59.585849+00:00,0.534
Ford,C,3,gpt-4o,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:58.620354+00:00,0.602
Ford,C,3,gpt-4o-mini,Is the brand Ford commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:53:59.052255+00:00,0.537
Chevrolet,C,4,claude-opus-4-5,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:00.837249+00:00,1.270
Chevrolet,C,4,claude-sonnet-4-5,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:00.702333+00:00,1.131
Chevrolet,C,4,gemini-2.5-flash,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:01.730832+00:00,1.642
Chevrolet,C,4,gemini-2.5-flash-lite,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:00.611744+00:00,0.474
Chevrolet,C,4,gpt-4o,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:00.286517+00:00,0.714
Chevrolet,C,4,gpt-4o-mini,Is the brand Chevrolet commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:00.088856+00:00,0.503
Hyundai,C,5,claude-opus-4-5,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:01.758279+00:00,1.471
Hyundai,C,5,claude-sonnet-4-5,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:03.144050+00:00,2.532
Hyundai,C,5,gemini-2.5-flash,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:02.944367+00:00,1.608
Hyundai,C,5,gemini-2.5-flash-lite,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:04.480693+00:00,3.092
Hyundai,C,5,gpt-4o,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:01.336015+00:00,0.634
Hyundai,C,5,gpt-4o-mini,Is the brand Hyundai commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:01.387336+00:00,0.550
Volkswagen,C,6,claude-opus-4-5,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:03.261528+00:00,1.531
Volkswagen,C,6,claude-sonnet-4-5,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:02.947526+00:00,1.190
Volkswagen,C,6,gemini-2.5-flash,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:04.480768+00:00,1.532
Volkswagen,C,6,gemini-2.5-flash-lite,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:03.464730+00:00,0.513
Volkswagen,C,6,gpt-4o,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:02.948959+00:00,0.764
Volkswagen,C,6,gpt-4o-mini,Is the brand Volkswagen commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:03.434712+00:00,0.490
Nissan,C,7,claude-opus-4-5,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:04.095949+00:00,0.951
Nissan,C,7,claude-sonnet-4-5,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:05.338605+00:00,2.077
Nissan,C,7,gemini-2.5-flash,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:05.184862+00:00,1.228
Nissan,C,7,gemini-2.5-flash-lite,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:04.811255+00:00,0.713
Nissan,C,7,gpt-4o,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:03.956288+00:00,0.522
Nissan,C,7,gpt-4o-mini,Is the brand Nissan commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:04.116443+00:00,0.654
Pontiac,D,1,claude-opus-4-5,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:05.709885+00:00,1.593
Pontiac,D,1,claude-sonnet-4-5,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:05.536944+00:00,1.056
Pontiac,D,1,gemini-2.5-flash,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:07.265468+00:00,2.207
Pontiac,D,1,gemini-2.5-flash-lite,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:05.872306+00:00,0.687
Pontiac,D,1,gpt-4o,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:05.058883+00:00,0.579
Pontiac,D,1,gpt-4o-mini,Is the brand Pontiac commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:05.538308+00:00,0.727
Oldsmobile,D,2,claude-opus-4-5,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:06.158307+00:00,0.820
Oldsmobile,D,2,claude-sonnet-4-5,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:06.461838+00:00,0.927
Oldsmobile,D,2,gemini-2.5-flash,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:08.152890+00:00,2.281
Oldsmobile,D,2,gemini-2.5-flash-lite,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:07.827295+00:00,1.667
Oldsmobile,D,2,gpt-4o,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:06.290976+00:00,0.754
Oldsmobile,D,2,gpt-4o-mini,Is the brand Oldsmobile commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:06.582846+00:00,0.873
Plymouth,D,3,claude-opus-4-5,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:07.739360+00:00,1.449
Plymouth,D,3,claude-sonnet-4-5,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:08.319115+00:00,1.857
Plymouth,D,3,gemini-2.5-flash,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:09.394743+00:00,2.129
Plymouth,D,3,gemini-2.5-flash-lite,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:08.278577+00:00,0.537
Plymouth,D,3,gpt-4o,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:07.244759+00:00,0.662
Plymouth,D,3,gpt-4o-mini,Is the brand Plymouth commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:07.978880+00:00,0.734
Mercury,D,4,claude-opus-4-5,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:08.901077+00:00,1.075
Mercury,D,4,claude-sonnet-4-5,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:09.005246+00:00,1.026
Mercury,D,4,gemini-2.5-flash,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:10.297136+00:00,1.978
Mercury,D,4,gemini-2.5-flash-lite,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:11.102574+00:00,2.323
Mercury,D,4,gpt-4o,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:08.840316+00:00,0.687
Mercury,D,4,gpt-4o-mini,Is the brand Mercury commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:08.781083+00:00,0.504
Saturn,D,5,claude-opus-4-5,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:09.576758+00:00,0.737
Saturn,D,5,claude-sonnet-4-5,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:09.908199+00:00,1.007
Saturn,D,5,gemini-2.5-flash,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:12.007246+00:00,2.431
Saturn,D,5,gemini-2.5-flash-lite,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes,yes,2026-05-25T17:54:12.148291+00:00,2.570
Saturn,D,5,gpt-4o,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:09.578252+00:00,0.573
Saturn,D,5,gpt-4o-mini,Is the brand Saturn commonly recognized as a car brand? Answer yes or no.,Yes.,yes,2026-05-25T17:54:10.099381+00:00,0.706
