brand,category,region,bundle_id,date,wave,raw_value,pivot_raw_value,rescaled_value
Mac,kitchen_knives,worldwide,1,2026-05-11,t2,98,0,
Wüsthof,kitchen_knives,worldwide,1,2026-05-12,t2,0,0,100.0
Shun,kitchen_knives,worldwide,1,2026-05-12,t2,1,0,
Global,kitchen_knives,worldwide,1,2026-05-12,t2,74,0,
Miyabi,kitchen_knives,worldwide,1,2026-05-12,t2,1,0,
Mac,kitchen_knives,worldwide,1,2026-05-12,t2,100,0,
Wüsthof,kitchen_knives,worldwide,1,2026-05-13,t2,0,0,100.0
Shun,kitchen_knives,worldwide,1,2026-05-13,t2,1,0,
Global,kitchen_knives,worldwide,1,2026-05-13,t2,68,0,
Miyabi,kitchen_knives,worldwide,1,2026-05-13,t2,1,0,
Mac,kitchen_knives,worldwide,1,2026-05-13,t2,92,0,
Wüsthof,kitchen_knives,worldwide,1,2026-05-14,t2,0,0,100.0
Shun,kitchen_knives,worldwide,1,2026-05-14,t2,1,0,
Global,kitchen_knives,worldwide,1,2026-05-14,t2,71,0,
Miyabi,kitchen_knives,worldwide,1,2026-05-14,t2,1,0,
Mac,kitchen_knives,worldwide,1,2026-05-14,t2,93,0,
Wüsthof,kitchen_knives,worldwide,1,2026-05-15,t2,0,0,100.0
Shun,kitchen_knives,worldwide,1,2026-05-15,t2,1,0,
Global,kitchen_knives,worldwide,1,2026-05-15,t2,66,0,
Miyabi,kitchen_knives,worldwide,1,2026-05-15,t2,0,0,
Mac,kitchen_knives,worldwide,1,2026-05-15,t2,88,0,
Wüsthof,kitchen_knives,worldwide,1,2026-05-16,t2,0,0,100.0
Shun,kitchen_knives,worldwide,1,2026-05-16,t2,1,0,
Global,kitchen_knives,worldwide,1,2026-05-16,t2,50,0,
Miyabi,kitchen_knives,worldwide,1,2026-05-16,t2,1,0,
Mac,kitchen_knives,worldwide,1,2026-05-16,t2,81,0,
Tojiro,kitchen_knives,worldwide,2,2026-05-03,t1,47,39,120.51
Yoshihiro,kitchen_knives,worldwide,2,2026-05-03,t1,53,39,135.9
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-03,t1,11,39,28.21
Messermeister,kitchen_knives,worldwide,2,2026-05-03,t1,16,39,41.03
Tojiro,kitchen_knives,worldwide,2,2026-05-04,t1,42,38,110.53
Yoshihiro,kitchen_knives,worldwide,2,2026-05-04,t1,55,38,144.74
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-04,t1,10,38,26.32
Messermeister,kitchen_knives,worldwide,2,2026-05-04,t1,10,38,26.32
Tojiro,kitchen_knives,worldwide,2,2026-05-05,t1,43,33,130.3
Yoshihiro,kitchen_knives,worldwide,2,2026-05-05,t1,50,33,151.52
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-05,t1,11,33,33.33
Messermeister,kitchen_knives,worldwide,2,2026-05-05,t1,11,33,33.33
Tojiro,kitchen_knives,worldwide,2,2026-05-06,t1,44,34,129.41
Yoshihiro,kitchen_knives,worldwide,2,2026-05-06,t1,53,34,155.88
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-06,t1,10,34,29.41
Messermeister,kitchen_knives,worldwide,2,2026-05-06,t1,17,34,50.0
Tojiro,kitchen_knives,worldwide,2,2026-05-07,t1,44,38,115.79
Yoshihiro,kitchen_knives,worldwide,2,2026-05-07,t1,56,38,147.37
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-07,t1,14,38,36.84
Messermeister,kitchen_knives,worldwide,2,2026-05-07,t1,13,38,34.21
Tojiro,kitchen_knives,worldwide,2,2026-05-08,t1,43,42,102.38
Yoshihiro,kitchen_knives,worldwide,2,2026-05-08,t1,56,42,133.33
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-08,t1,13,42,30.95
Messermeister,kitchen_knives,worldwide,2,2026-05-08,t1,15,42,35.71
Tojiro,kitchen_knives,worldwide,2,2026-05-09,t1,51,41,124.39
Yoshihiro,kitchen_knives,worldwide,2,2026-05-09,t1,64,41,156.1
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-09,t1,14,41,34.15
Messermeister,kitchen_knives,worldwide,2,2026-05-09,t1,18,41,43.9
Tojiro,kitchen_knives,worldwide,2,2026-05-10,t2,49,44,111.36
Yoshihiro,kitchen_knives,worldwide,2,2026-05-10,t2,66,44,150.0
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-10,t2,13,44,29.55
Messermeister,kitchen_knives,worldwide,2,2026-05-10,t2,15,44,34.09
Tojiro,kitchen_knives,worldwide,2,2026-05-11,t2,47,32,146.88
Yoshihiro,kitchen_knives,worldwide,2,2026-05-11,t2,53,32,165.62
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-11,t2,13,32,40.62
Messermeister,kitchen_knives,worldwide,2,2026-05-11,t2,14,32,43.75
Tojiro,kitchen_knives,worldwide,2,2026-05-12,t2,43,32,134.38
Yoshihiro,kitchen_knives,worldwide,2,2026-05-12,t2,53,32,165.62
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-12,t2,11,32,34.38
Messermeister,kitchen_knives,worldwide,2,2026-05-12,t2,11,32,34.38
Tojiro,kitchen_knives,worldwide,2,2026-05-13,t2,56,78,71.79
Yoshihiro,kitchen_knives,worldwide,2,2026-05-13,t2,61,78,78.21
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-13,t2,15,78,19.23
Messermeister,kitchen_knives,worldwide,2,2026-05-13,t2,19,78,24.36
Tojiro,kitchen_knives,worldwide,2,2026-05-14,t2,64,100,64.0
Yoshihiro,kitchen_knives,worldwide,2,2026-05-14,t2,58,100,58.0
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-14,t2,12,100,12.0
Messermeister,kitchen_knives,worldwide,2,2026-05-14,t2,19,100,19.0
Tojiro,kitchen_knives,worldwide,2,2026-05-15,t2,42,32,131.25
Yoshihiro,kitchen_knives,worldwide,2,2026-05-15,t2,63,32,196.88
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-15,t2,12,32,37.5
Messermeister,kitchen_knives,worldwide,2,2026-05-15,t2,10,32,31.25
Tojiro,kitchen_knives,worldwide,2,2026-05-16,t2,41,33,124.24
Yoshihiro,kitchen_knives,worldwide,2,2026-05-16,t2,56,33,169.7
Zwilling J.A. Henckels,kitchen_knives,worldwide,2,2026-05-16,t2,11,33,33.33
Messermeister,kitchen_knives,worldwide,2,2026-05-16,t2,8,33,24.24
Güde,kitchen_knives,worldwide,3,2026-05-03,t1,60,19,315.79
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-03,t1,0,19,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-03,t1,56,19,294.74
Opinel,kitchen_knives,worldwide,3,2026-05-03,t1,100,19,526.32
Güde,kitchen_knives,worldwide,3,2026-05-04,t1,57,18,316.67
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-04,t1,0,18,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-04,t1,66,18,366.67
Opinel,kitchen_knives,worldwide,3,2026-05-04,t1,84,18,466.67
Güde,kitchen_knives,worldwide,3,2026-05-05,t1,55,15,366.67
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-05,t1,0,15,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-05,t1,62,15,413.33
Opinel,kitchen_knives,worldwide,3,2026-05-05,t1,87,15,580.0
Güde,kitchen_knives,worldwide,3,2026-05-06,t1,51,16,318.75
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-06,t1,0,16,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-06,t1,61,16,381.25
Opinel,kitchen_knives,worldwide,3,2026-05-06,t1,80,16,500.0
Güde,kitchen_knives,worldwide,3,2026-05-07,t1,50,18,277.78
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-07,t1,0,18,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-07,t1,56,18,311.11
Opinel,kitchen_knives,worldwide,3,2026-05-07,t1,79,18,438.89
Güde,kitchen_knives,worldwide,3,2026-05-08,t1,51,20,255.0
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-08,t1,0,20,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-08,t1,48,20,240.0
Opinel,kitchen_knives,worldwide,3,2026-05-08,t1,79,20,395.0
Güde,kitchen_knives,worldwide,3,2026-05-09,t1,55,19,289.47
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-09,t1,0,19,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-09,t1,51,19,268.42
Opinel,kitchen_knives,worldwide,3,2026-05-09,t1,100,19,526.32
Güde,kitchen_knives,worldwide,3,2026-05-10,t2,55,21,261.9
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-10,t2,0,21,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-10,t2,63,21,300.0
Opinel,kitchen_knives,worldwide,3,2026-05-10,t2,96,21,457.14
Güde,kitchen_knives,worldwide,3,2026-05-11,t2,51,16,318.75
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-11,t2,0,16,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-11,t2,61,16,381.25
Opinel,kitchen_knives,worldwide,3,2026-05-11,t2,82,16,512.5
Güde,kitchen_knives,worldwide,3,2026-05-12,t2,50,15,333.33
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-12,t2,0,15,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-12,t2,59,15,393.33
Opinel,kitchen_knives,worldwide,3,2026-05-12,t2,75,15,500.0
Güde,kitchen_knives,worldwide,3,2026-05-13,t2,56,37,151.35
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-13,t2,0,37,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-13,t2,66,37,178.38
Opinel,kitchen_knives,worldwide,3,2026-05-13,t2,83,37,224.32
Güde,kitchen_knives,worldwide,3,2026-05-14,t2,68,47,144.68
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-14,t2,0,47,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-14,t2,62,47,131.91
Opinel,kitchen_knives,worldwide,3,2026-05-14,t2,95,47,202.13
Güde,kitchen_knives,worldwide,3,2026-05-15,t2,55,16,343.75
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-15,t2,0,16,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-15,t2,57,16,356.25
Opinel,kitchen_knives,worldwide,3,2026-05-15,t2,87,16,543.75
Güde,kitchen_knives,worldwide,3,2026-05-16,t2,53,16,331.25
Friedr. Dick,kitchen_knives,worldwide,3,2026-05-16,t2,0,16,0.0
Sabatier,kitchen_knives,worldwide,3,2026-05-16,t2,46,16,287.5
Opinel,kitchen_knives,worldwide,3,2026-05-16,t2,86,16,537.5
Laguiole,kitchen_knives,worldwide,4,2026-05-03,t1,90,21,428.57
Au Nain,kitchen_knives,worldwide,4,2026-05-03,t1,5,21,23.81
Cutco,kitchen_knives,worldwide,4,2026-05-03,t1,58,21,276.19
Dalstrong,kitchen_knives,worldwide,4,2026-05-03,t1,18,21,85.71
Laguiole,kitchen_knives,worldwide,4,2026-05-04,t1,75,19,394.74
Au Nain,kitchen_knives,worldwide,4,2026-05-04,t1,4,19,21.05
Cutco,kitchen_knives,worldwide,4,2026-05-04,t1,53,19,278.95
Dalstrong,kitchen_knives,worldwide,4,2026-05-04,t1,15,19,78.95
Laguiole,kitchen_knives,worldwide,4,2026-05-05,t1,73,17,429.41
Au Nain,kitchen_knives,worldwide,4,2026-05-05,t1,4,17,23.53
Cutco,kitchen_knives,worldwide,4,2026-05-05,t1,50,17,294.12
Dalstrong,kitchen_knives,worldwide,4,2026-05-05,t1,16,17,94.12
Laguiole,kitchen_knives,worldwide,4,2026-05-06,t1,70,18,388.89
Au Nain,kitchen_knives,worldwide,4,2026-05-06,t1,4,18,22.22
Cutco,kitchen_knives,worldwide,4,2026-05-06,t1,51,18,283.33
Dalstrong,kitchen_knives,worldwide,4,2026-05-06,t1,17,18,94.44
Laguiole,kitchen_knives,worldwide,4,2026-05-07,t1,73,19,384.21
Au Nain,kitchen_knives,worldwide,4,2026-05-07,t1,5,19,26.32
Cutco,kitchen_knives,worldwide,4,2026-05-07,t1,51,19,268.42
Dalstrong,kitchen_knives,worldwide,4,2026-05-07,t1,17,19,89.47
Laguiole,kitchen_knives,worldwide,4,2026-05-08,t1,73,22,331.82
Au Nain,kitchen_knives,worldwide,4,2026-05-08,t1,5,22,22.73
Cutco,kitchen_knives,worldwide,4,2026-05-08,t1,55,22,250.0
Dalstrong,kitchen_knives,worldwide,4,2026-05-08,t1,19,22,86.36
Laguiole,kitchen_knives,worldwide,4,2026-05-09,t1,92,21,438.1
Au Nain,kitchen_knives,worldwide,4,2026-05-09,t1,5,21,23.81
Cutco,kitchen_knives,worldwide,4,2026-05-09,t1,61,21,290.48
Dalstrong,kitchen_knives,worldwide,4,2026-05-09,t1,19,21,90.48
Laguiole,kitchen_knives,worldwide,4,2026-05-10,t2,89,23,386.96
Au Nain,kitchen_knives,worldwide,4,2026-05-10,t2,6,23,26.09
Cutco,kitchen_knives,worldwide,4,2026-05-10,t2,57,23,247.83
Dalstrong,kitchen_knives,worldwide,4,2026-05-10,t2,17,23,73.91
Laguiole,kitchen_knives,worldwide,4,2026-05-11,t2,73,17,429.41
Au Nain,kitchen_knives,worldwide,4,2026-05-11,t2,4,17,23.53
Cutco,kitchen_knives,worldwide,4,2026-05-11,t2,58,17,341.18
Dalstrong,kitchen_knives,worldwide,4,2026-05-11,t2,16,17,94.12
Laguiole,kitchen_knives,worldwide,4,2026-05-12,t2,67,16,418.75
Au Nain,kitchen_knives,worldwide,4,2026-05-12,t2,4,16,25.0
Cutco,kitchen_knives,worldwide,4,2026-05-12,t2,59,16,368.75
Dalstrong,kitchen_knives,worldwide,4,2026-05-12,t2,18,16,112.5
Laguiole,kitchen_knives,worldwide,4,2026-05-13,t2,76,40,190.0
Au Nain,kitchen_knives,worldwide,4,2026-05-13,t2,4,40,10.0
Cutco,kitchen_knives,worldwide,4,2026-05-13,t2,55,40,137.5
Dalstrong,kitchen_knives,worldwide,4,2026-05-13,t2,17,40,42.5
Laguiole,kitchen_knives,worldwide,4,2026-05-14,t2,100,51,196.08
Au Nain,kitchen_knives,worldwide,4,2026-05-14,t2,6,51,11.76
Cutco,kitchen_knives,worldwide,4,2026-05-14,t2,60,51,117.65
Dalstrong,kitchen_knives,worldwide,4,2026-05-14,t2,17,51,33.33
Laguiole,kitchen_knives,worldwide,4,2026-05-15,t2,88,17,517.65
Au Nain,kitchen_knives,worldwide,4,2026-05-15,t2,5,17,29.41
Cutco,kitchen_knives,worldwide,4,2026-05-15,t2,58,17,341.18
Dalstrong,kitchen_knives,worldwide,4,2026-05-15,t2,12,17,70.59
Laguiole,kitchen_knives,worldwide,4,2026-05-16,t2,77,18,427.78
Au Nain,kitchen_knives,worldwide,4,2026-05-16,t2,5,18,27.78
Cutco,kitchen_knives,worldwide,4,2026-05-16,t2,57,18,316.67
Dalstrong,kitchen_knives,worldwide,4,2026-05-16,t2,11,18,61.11
Misen,kitchen_knives,worldwide,5,2026-05-03,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-03,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-03,t1,93,0,
Misen,kitchen_knives,worldwide,5,2026-05-04,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-04,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-04,t1,95,0,
Misen,kitchen_knives,worldwide,5,2026-05-05,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-05,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-05,t1,94,0,
Misen,kitchen_knives,worldwide,5,2026-05-06,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-06,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-06,t1,97,0,
Misen,kitchen_knives,worldwide,5,2026-05-07,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-07,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-07,t1,100,0,
Misen,kitchen_knives,worldwide,5,2026-05-08,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-08,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-08,t1,91,0,
Misen,kitchen_knives,worldwide,5,2026-05-09,t1,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-09,t1,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-09,t1,92,0,
Misen,kitchen_knives,worldwide,5,2026-05-10,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-10,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-10,t2,93,0,
Misen,kitchen_knives,worldwide,5,2026-05-11,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-11,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-11,t2,99,0,
Misen,kitchen_knives,worldwide,5,2026-05-12,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-12,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-12,t2,100,0,
Misen,kitchen_knives,worldwide,5,2026-05-13,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-13,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-13,t2,84,0,
Misen,kitchen_knives,worldwide,5,2026-05-14,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-14,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-14,t2,89,0,
Misen,kitchen_knives,worldwide,5,2026-05-15,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-15,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-15,t2,82,0,
Misen,kitchen_knives,worldwide,5,2026-05-16,t2,0,0,
New West KnifeWorks,kitchen_knives,worldwide,5,2026-05-16,t2,0,0,
Made In,kitchen_knives,worldwide,5,2026-05-16,t2,75,0,
Sunlong,kitchen_knives,worldwide,6,2026-05-03,t1,1,12,8.33
ZHEN,kitchen_knives,worldwide,6,2026-05-03,t1,90,12,750.0
Hengtai,kitchen_knives,worldwide,6,2026-05-03,t1,1,12,8.33
Sunlong,kitchen_knives,worldwide,6,2026-05-04,t1,2,11,18.18
ZHEN,kitchen_knives,worldwide,6,2026-05-04,t1,88,11,800.0
Hengtai,kitchen_knives,worldwide,6,2026-05-04,t1,1,11,9.09
Sunlong,kitchen_knives,worldwide,6,2026-05-05,t1,2,10,20.0
ZHEN,kitchen_knives,worldwide,6,2026-05-05,t1,94,10,940.0
Hengtai,kitchen_knives,worldwide,6,2026-05-05,t1,2,10,20.0
Sunlong,kitchen_knives,worldwide,6,2026-05-06,t1,2,10,20.0
ZHEN,kitchen_knives,worldwide,6,2026-05-06,t1,91,10,910.0
Hengtai,kitchen_knives,worldwide,6,2026-05-06,t1,2,10,20.0
Sunlong,kitchen_knives,worldwide,6,2026-05-07,t1,2,11,18.18
ZHEN,kitchen_knives,worldwide,6,2026-05-07,t1,96,11,872.73
Hengtai,kitchen_knives,worldwide,6,2026-05-07,t1,2,11,18.18
Sunlong,kitchen_knives,worldwide,6,2026-05-08,t1,2,12,16.67
ZHEN,kitchen_knives,worldwide,6,2026-05-08,t1,97,12,808.33
Hengtai,kitchen_knives,worldwide,6,2026-05-08,t1,2,12,16.67
Sunlong,kitchen_knives,worldwide,6,2026-05-09,t1,2,12,16.67
ZHEN,kitchen_knives,worldwide,6,2026-05-09,t1,98,12,816.67
Hengtai,kitchen_knives,worldwide,6,2026-05-09,t1,1,12,8.33
Sunlong,kitchen_knives,worldwide,6,2026-05-10,t2,2,13,15.38
ZHEN,kitchen_knives,worldwide,6,2026-05-10,t2,93,13,715.38
Hengtai,kitchen_knives,worldwide,6,2026-05-10,t2,2,13,15.38
Sunlong,kitchen_knives,worldwide,6,2026-05-11,t2,2,10,20.0
ZHEN,kitchen_knives,worldwide,6,2026-05-11,t2,96,10,960.0
Hengtai,kitchen_knives,worldwide,6,2026-05-11,t2,2,10,20.0
Sunlong,kitchen_knives,worldwide,6,2026-05-12,t2,2,9,22.22
ZHEN,kitchen_knives,worldwide,6,2026-05-12,t2,100,9,1111.11
Hengtai,kitchen_knives,worldwide,6,2026-05-12,t2,1,9,11.11
Sunlong,kitchen_knives,worldwide,6,2026-05-13,t2,1,23,4.35
ZHEN,kitchen_knives,worldwide,6,2026-05-13,t2,89,23,386.96
Hengtai,kitchen_knives,worldwide,6,2026-05-13,t2,1,23,4.35
Sunlong,kitchen_knives,worldwide,6,2026-05-14,t2,2,29,6.9
ZHEN,kitchen_knives,worldwide,6,2026-05-14,t2,92,29,317.24
Hengtai,kitchen_knives,worldwide,6,2026-05-14,t2,1,29,3.45
Sunlong,kitchen_knives,worldwide,6,2026-05-15,t2,2,10,20.0
ZHEN,kitchen_knives,worldwide,6,2026-05-15,t2,85,10,850.0
Hengtai,kitchen_knives,worldwide,6,2026-05-15,t2,1,10,10.0
Sunlong,kitchen_knives,worldwide,6,2026-05-16,t2,1,10,10.0
ZHEN,kitchen_knives,worldwide,6,2026-05-16,t2,71,10,710.0
Hengtai,kitchen_knives,worldwide,6,2026-05-16,t2,1,10,10.0
Wüsthof,kitchen_knives,US,1,2026-05-03,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-03,t1,1,0,
Global,kitchen_knives,US,1,2026-05-03,t1,31,0,
Miyabi,kitchen_knives,US,1,2026-05-03,t1,1,0,
Mac,kitchen_knives,US,1,2026-05-03,t1,96,0,
Wüsthof,kitchen_knives,US,1,2026-05-04,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-04,t1,1,0,
Global,kitchen_knives,US,1,2026-05-04,t1,45,0,
Miyabi,kitchen_knives,US,1,2026-05-04,t1,0,0,
Mac,kitchen_knives,US,1,2026-05-04,t1,92,0,
Wüsthof,kitchen_knives,US,1,2026-05-05,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-05,t1,0,0,
Global,kitchen_knives,US,1,2026-05-05,t1,46,0,
Miyabi,kitchen_knives,US,1,2026-05-05,t1,0,0,
Mac,kitchen_knives,US,1,2026-05-05,t1,93,0,
Wüsthof,kitchen_knives,US,1,2026-05-06,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-06,t1,1,0,
Global,kitchen_knives,US,1,2026-05-06,t1,50,0,
Miyabi,kitchen_knives,US,1,2026-05-06,t1,1,0,
Mac,kitchen_knives,US,1,2026-05-06,t1,94,0,
Wüsthof,kitchen_knives,US,1,2026-05-07,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-07,t1,1,0,
Global,kitchen_knives,US,1,2026-05-07,t1,46,0,
Miyabi,kitchen_knives,US,1,2026-05-07,t1,1,0,
Mac,kitchen_knives,US,1,2026-05-07,t1,95,0,
Wüsthof,kitchen_knives,US,1,2026-05-08,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-08,t1,1,0,
Global,kitchen_knives,US,1,2026-05-08,t1,39,0,
Miyabi,kitchen_knives,US,1,2026-05-08,t1,1,0,
Mac,kitchen_knives,US,1,2026-05-08,t1,93,0,
Wüsthof,kitchen_knives,US,1,2026-05-09,t1,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-09,t1,1,0,
Global,kitchen_knives,US,1,2026-05-09,t1,31,0,
Miyabi,kitchen_knives,US,1,2026-05-09,t1,1,0,
Mac,kitchen_knives,US,1,2026-05-09,t1,90,0,
Wüsthof,kitchen_knives,US,1,2026-05-10,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-10,t2,1,0,
Global,kitchen_knives,US,1,2026-05-10,t2,30,0,
Miyabi,kitchen_knives,US,1,2026-05-10,t2,1,0,
Mac,kitchen_knives,US,1,2026-05-10,t2,89,0,
Wüsthof,kitchen_knives,US,1,2026-05-11,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-11,t2,1,0,
Global,kitchen_knives,US,1,2026-05-11,t2,45,0,
Miyabi,kitchen_knives,US,1,2026-05-11,t2,0,0,
Mac,kitchen_knives,US,1,2026-05-11,t2,91,0,
Wüsthof,kitchen_knives,US,1,2026-05-12,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-12,t2,1,0,
Global,kitchen_knives,US,1,2026-05-12,t2,48,0,
Miyabi,kitchen_knives,US,1,2026-05-12,t2,0,0,
