brand,cell,cascade_order,model,probe_text,response_text,recognized,timestamp,latency_s
Dior Beauty,A,5,claude-opus-4-5,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,"No

Dior Beauty is more commonly recognized as a cosmetics/makeup and fragrance brand rather than primarily a skincare brand, though they do offer skincare products.",no,2026-06-10T14:07:38.250931+00:00,6.126
Dior Beauty,A,5,claude-sonnet-4-5,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,"No.

Dior Beauty is primarily recognized as a luxury makeup and fragrance brand, though they do offer skincare products as well.",no,2026-06-10T14:07:35.205034+00:00,2.463
Dior Beauty,A,5,gemini-2.5-flash,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:37.299886+00:00,3.511
Dior Beauty,A,5,gemini-2.5-flash-lite,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,No,no,2026-06-10T14:07:35.991167+00:00,0.795
Dior Beauty,A,5,gpt-4o,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:33.789091+00:00,0.821
Dior Beauty,A,5,gpt-4o-mini,Is the brand Dior Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:35.195981+00:00,1.535
Chanel Beauty,A,6,claude-opus-4-5,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,"No

Chanel Beauty is more commonly recognized as a cosmetics/makeup and fragrance brand rather than primarily a skincare brand, though they do offer skincare products as part of their beauty line.",no,2026-06-10T14:07:42.670430+00:00,7.465
Chanel Beauty,A,6,claude-sonnet-4-5,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,"No.

Chanel Beauty is primarily recognized as a luxury cosmetics and fragrance brand, though they do offer skincare products as part of their range.",no,2026-06-10T14:07:43.111629+00:00,7.120
Chanel Beauty,A,6,gemini-2.5-flash,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:39.694643+00:00,2.652
Chanel Beauty,A,6,gemini-2.5-flash-lite,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:37.797454+00:00,0.497
Chanel Beauty,A,6,gpt-4o,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,"No. Chanel Beauty is commonly recognized as a luxury brand offering a wide range of beauty products, including makeup, skincare, and fragrances. While it does have a skincare line, it is primarily known for its makeup and fragrances.",no,2026-06-10T14:07:37.042461+00:00,1.049
Chanel Beauty,A,6,gpt-4o-mini,Is the brand Chanel Beauty commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:14.828196+00:00,38.723
La Prairie,A,7,claude-opus-4-5,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:39.214637+00:00,1.417
La Prairie,A,7,claude-sonnet-4-5,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:42.665048+00:00,4.412
La Prairie,A,7,gemini-2.5-flash,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:43.342623+00:00,2.163
La Prairie,A,7,gemini-2.5-flash-lite,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:41.724114+00:00,0.411
La Prairie,A,7,gpt-4o,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:41.179346+00:00,1.965
La Prairie,A,7,gpt-4o-mini,Is the brand La Prairie commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:41.313019+00:00,1.619
Clé de Peau Beauté,A,8,claude-opus-4-5,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:43.347656+00:00,1.624
Clé de Peau Beauté,A,8,claude-sonnet-4-5,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:44.416388+00:00,1.753
Clé de Peau Beauté,A,8,gemini-2.5-flash,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:45.703658+00:00,2.433
Clé de Peau Beauté,A,8,gemini-2.5-flash-lite,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:43.934434+00:00,0.592
Clé de Peau Beauté,A,8,gpt-4o,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:43.271237+00:00,0.601
Clé de Peau Beauté,A,8,gpt-4o-mini,Is the brand Clé de Peau Beauté commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:43.801766+00:00,0.690
Rare Beauty,B,1,claude-opus-4-5,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No,no,2026-06-10T14:07:50.796134+00:00,7.448
Rare Beauty,B,1,claude-sonnet-4-5,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,"No.

Rare Beauty is commonly recognized as a **makeup/cosmetics brand**, not a skincare brand. It was founded by Selena Gomez and is primarily known for its cosmetic products like blushes, foundations, and lip products.",no,2026-06-10T14:07:46.662989+00:00,2.861
Rare Beauty,B,1,gemini-2.5-flash,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:47.216982+00:00,2.429
Rare Beauty,B,1,gemini-2.5-flash-lite,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No,no,2026-06-10T14:07:45.888412+00:00,0.422
Rare Beauty,B,1,gpt-4o,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:44.787983+00:00,0.853
Rare Beauty,B,1,gpt-4o-mini,Is the brand Rare Beauty commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:45.466528+00:00,1.050
Rhode,B,2,claude-opus-4-5,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:47.164768+00:00,1.461
Rhode,B,2,claude-sonnet-4-5,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:47.531810+00:00,1.644
Rhode,B,2,gemini-2.5-flash,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:48.910588+00:00,1.693
Rhode,B,2,gemini-2.5-flash-lite,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:48.099372+00:00,0.780
Rhode,B,2,gpt-4o,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:47.319434+00:00,0.656
Rhode,B,2,gpt-4o-mini,Is the brand Rhode commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:48.101741+00:00,0.936
Fenty Skin,B,3,claude-opus-4-5,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:48.969580+00:00,1.437
Fenty Skin,B,3,claude-sonnet-4-5,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:49.755985+00:00,1.655
Fenty Skin,B,3,gemini-2.5-flash,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:51.100324+00:00,2.188
Fenty Skin,B,3,gemini-2.5-flash-lite,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:49.468639+00:00,0.499
Fenty Skin,B,3,gpt-4o,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:48.804656+00:00,0.703
Fenty Skin,B,3,gpt-4o-mini,Is the brand Fenty Skin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:49.518115+00:00,0.712
Goop,B,4,claude-opus-4-5,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:53.625414+00:00,4.154
Goop,B,4,claude-sonnet-4-5,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,"No.

Goop is primarily recognized as a wellness and lifestyle brand, not specifically as a skincare brand, though it does sell skincare products among many other things.",no,2026-06-10T14:07:59.783097+00:00,10.265
Goop,B,4,gemini-2.5-flash,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:53.726045+00:00,2.967
Goop,B,4,gemini-2.5-flash-lite,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:51.321436+00:00,0.526
Goop,B,4,gpt-4o,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:50.258027+00:00,0.503
Goop,B,4,gpt-4o-mini,Is the brand Goop commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:07:50.758807+00:00,0.501
Drunk Elephant,B,5,claude-opus-4-5,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:58.534998+00:00,7.435
Drunk Elephant,B,5,claude-sonnet-4-5,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:58.378830+00:00,7.057
Drunk Elephant,B,5,gemini-2.5-flash,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:56.094807+00:00,1.948
Drunk Elephant,B,5,gemini-2.5-flash-lite,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:54.817046+00:00,0.357
Drunk Elephant,B,5,gpt-4o,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:54.147802+00:00,0.524
Drunk Elephant,B,5,gpt-4o-mini,Is the brand Drunk Elephant commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:54.459107+00:00,0.733
Glossier,B,6,claude-opus-4-5,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:01.632564+00:00,6.816
Glossier,B,6,claude-sonnet-4-5,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:01.790539+00:00,5.696
Glossier,B,6,gemini-2.5-flash,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:02.847955+00:00,3.978
Glossier,B,6,gemini-2.5-flash-lite,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:07:59.779366+00:00,0.543
Glossier,B,6,gpt-4o,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:58.869650+00:00,0.491
Glossier,B,6,gpt-4o-mini,Is the brand Glossier commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:07:59.236222+00:00,0.702
Augustinus Bader,B,7,claude-opus-4-5,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:01.631167+00:00,1.851
Augustinus Bader,B,7,claude-sonnet-4-5,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:01.628304+00:00,1.841
Augustinus Bader,B,7,gemini-2.5-flash,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:03.816123+00:00,2.183
Augustinus Bader,B,7,gemini-2.5-flash-lite,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:02.234218+00:00,0.443
Augustinus Bader,B,7,gpt-4o,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:02.234887+00:00,0.612
Augustinus Bader,B,7,gpt-4o-mini,Is the brand Augustinus Bader commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:02.236346+00:00,0.607
Tower 28,B,8,claude-opus-4-5,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,"No

Tower 28 is commonly recognized as a **beauty/makeup brand**, not a skincare brand. While they do have some skincare-adjacent products (like their SOS line), they are primarily known for their clean color cosmetics like lip glosses, blushes, and bronzers.",no,2026-06-10T14:08:12.675551+00:00,10.442
Tower 28,B,8,claude-sonnet-4-5,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,"No.

Tower 28 is primarily recognized as a makeup/cosmetics brand, though they do have some skincare-adjacent products. They're best known for their clean beauty makeup products like their BeachPlease blushes and lip glosses.",no,2026-06-10T14:08:11.755663+00:00,9.520
Tower 28,B,8,gemini-2.5-flash,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:09.427318+00:00,6.575
Tower 28,B,8,gemini-2.5-flash-lite,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:04.687106+00:00,0.918
Tower 28,B,8,gpt-4o,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,No.,no,2026-06-10T14:08:02.851062+00:00,0.614
Tower 28,B,8,gpt-4o-mini,Is the brand Tower 28 commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:03.769330+00:00,0.921
SkinCeuticals,C,1,claude-opus-4-5,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:08.069991+00:00,4.254
SkinCeuticals,C,1,claude-sonnet-4-5,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:06.533085+00:00,1.845
SkinCeuticals,C,1,gemini-2.5-flash,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:10.528298+00:00,2.458
SkinCeuticals,C,1,gemini-2.5-flash-lite,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:09.414151+00:00,0.513
SkinCeuticals,C,1,gpt-4o,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:07.456353+00:00,0.923
SkinCeuticals,C,1,gpt-4o-mini,Is the brand SkinCeuticals commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:08.901329+00:00,1.446
La Roche-Posay,C,2,claude-opus-4-5,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:14.903334+00:00,5.489
La Roche-Posay,C,2,claude-sonnet-4-5,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:14.419037+00:00,4.993
La Roche-Posay,C,2,gemini-2.5-flash,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:14.114886+00:00,2.359
La Roche-Posay,C,2,gemini-2.5-flash-lite,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:12.748692+00:00,0.591
La Roche-Posay,C,2,gpt-4o,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:10.999363+00:00,0.471
La Roche-Posay,C,2,gpt-4o-mini,Is the brand La Roche-Posay commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:12.157649+00:00,1.158
Paula's Choice,C,3,claude-opus-4-5,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:13.601020+00:00,0.925
Paula's Choice,C,3,claude-sonnet-4-5,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:19.130799+00:00,6.381
Paula's Choice,C,3,gemini-2.5-flash,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:16.216615+00:00,2.081
Paula's Choice,C,3,gemini-2.5-flash-lite,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:14.826277+00:00,0.407
Paula's Choice,C,3,gpt-4o,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:14.135722+00:00,0.535
Paula's Choice,C,3,gpt-4o-mini,Is the brand Paula's Choice commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:14.829377+00:00,0.714
CeraVe,C,4,claude-opus-4-5,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:21.657015+00:00,6.831
CeraVe,C,4,claude-sonnet-4-5,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:22.260085+00:00,7.432
CeraVe,C,4,gemini-2.5-flash,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:17.124225+00:00,1.684
CeraVe,C,4,gemini-2.5-flash-lite,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:16.148217+00:00,0.655
CeraVe,C,4,gpt-4o,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:15.492482+00:00,0.663
CeraVe,C,4,gpt-4o-mini,Is the brand CeraVe commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:15.439822+00:00,0.536
The Ordinary,C,5,claude-opus-4-5,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:17.165226+00:00,1.017
The Ordinary,C,5,claude-sonnet-4-5,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:23.470288+00:00,7.253
The Ordinary,C,5,gemini-2.5-flash,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:19.357646+00:00,1.587
The Ordinary,C,5,gemini-2.5-flash-lite,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:18.510465+00:00,0.740
The Ordinary,C,5,gpt-4o,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:17.769982+00:00,0.646
The Ordinary,C,5,gpt-4o-mini,Is the brand The Ordinary commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:17.770557+00:00,0.606
Cetaphil,C,6,claude-opus-4-5,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:27.493683+00:00,8.983
Cetaphil,C,6,claude-sonnet-4-5,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:20.156207+00:00,1.026
Cetaphil,C,6,gemini-2.5-flash,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:21.854060+00:00,1.699
Cetaphil,C,6,gemini-2.5-flash-lite,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:20.878996+00:00,0.370
Cetaphil,C,6,gpt-4o,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:19.905989+00:00,0.549
Cetaphil,C,6,gpt-4o-mini,Is the brand Cetaphil commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:20.509087+00:00,0.603
Eucerin,C,7,claude-opus-4-5,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:24.737715+00:00,3.859
Eucerin,C,7,claude-sonnet-4-5,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:23.206385+00:00,1.549
Eucerin,C,7,gemini-2.5-flash,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:24.571311+00:00,1.759
Eucerin,C,7,gemini-2.5-flash-lite,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:23.415220+00:00,0.463
Eucerin,C,7,gpt-4o,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:22.952399+00:00,1.098
Eucerin,C,7,gpt-4o-mini,Is the brand Eucerin commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:22.812412+00:00,0.552
Bioderma,C,8,claude-opus-4-5,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:24.341088+00:00,1.135
Bioderma,C,8,claude-sonnet-4-5,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:24.645598+00:00,1.231
Bioderma,C,8,gemini-2.5-flash,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:26.724495+00:00,2.384
Bioderma,C,8,gemini-2.5-flash-lite,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes,yes,2026-06-10T14:08:24.856179+00:00,0.351
Bioderma,C,8,gpt-4o,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:24.043122+00:00,0.573
Bioderma,C,8,gpt-4o-mini,Is the brand Bioderma commonly recognized as a skincare brand? Answer yes or no.,Yes.,yes,2026-06-10T14:08:24.505638+00:00,0.463
