analysis,row_label,col_label,count,denominator,percent
C_valence_x_cep,IDENTITY_HOW_FEELING,status_correction,5,48,10.42
C_valence_x_cep,IDENTITY_HOW_FEELING,historical_reference,16,48,33.33
C_valence_x_cep,IDENTITY_HOW_FEELING,ambiguous,0,48,0.0
C_valence_x_cep,IDENTITY_HOW_FEELING,ERROR,0,48,0.0
D_valence_x_entity,live_recommendation,legacy_brand,5,5,100.0
D_valence_x_entity,live_recommendation,both,0,5,0.0
D_valence_x_entity,live_recommendation,corporate_parent,0,5,0.0
D_valence_x_entity,live_recommendation,unclear,0,5,0.0
D_valence_x_entity,live_recommendation,ERROR,0,5,0.0
D_valence_x_entity,live_with_caveat,legacy_brand,47,72,65.28
D_valence_x_entity,live_with_caveat,both,25,72,34.72
D_valence_x_entity,live_with_caveat,corporate_parent,0,72,0.0
D_valence_x_entity,live_with_caveat,unclear,0,72,0.0
D_valence_x_entity,live_with_caveat,ERROR,0,72,0.0
D_valence_x_entity,status_correction,legacy_brand,6,7,85.71
D_valence_x_entity,status_correction,both,1,7,14.29
D_valence_x_entity,status_correction,corporate_parent,0,7,0.0
D_valence_x_entity,status_correction,unclear,0,7,0.0
D_valence_x_entity,status_correction,ERROR,0,7,0.0
D_valence_x_entity,historical_reference,legacy_brand,25,25,100.0
D_valence_x_entity,historical_reference,both,0,25,0.0
D_valence_x_entity,historical_reference,corporate_parent,0,25,0.0
D_valence_x_entity,historical_reference,unclear,0,25,0.0
D_valence_x_entity,historical_reference,ERROR,0,25,0.0
D_valence_x_entity,ambiguous,legacy_brand,0,1,0.0
D_valence_x_entity,ambiguous,both,0,1,0.0
D_valence_x_entity,ambiguous,corporate_parent,0,1,0.0
D_valence_x_entity,ambiguous,unclear,1,1,100.0
D_valence_x_entity,ambiguous,ERROR,0,1,0.0
D_valence_x_entity,ERROR,legacy_brand,0,0,0
D_valence_x_entity,ERROR,both,0,0,0
D_valence_x_entity,ERROR,corporate_parent,0,0,0
D_valence_x_entity,ERROR,unclear,0,0,0
D_valence_x_entity,ERROR,ERROR,0,0,0
E_adj_presence_slot,anthropic_opus,naive,1,48,2.08
E_adj_presence_slot,anthropic_opus,caveated,18,48,37.5
E_adj_presence_slot,anthropic_opus,aware,8,48,16.67
E_adj_presence_slot,anthropic_opus,raw_total,27,48,56.25
E_adj_presence_slot,anthropic_sonnet,naive,2,48,4.17
E_adj_presence_slot,anthropic_sonnet,caveated,15,48,31.25
E_adj_presence_slot,anthropic_sonnet,aware,3,48,6.25
E_adj_presence_slot,anthropic_sonnet,raw_total,20,48,41.67
E_adj_presence_slot,google_flash,naive,0,48,0.0
E_adj_presence_slot,google_flash,caveated,7,48,14.58
E_adj_presence_slot,google_flash,aware,1,48,2.08
E_adj_presence_slot,google_flash,raw_total,8,48,16.67
E_adj_presence_slot,openai_flagship,naive,2,48,4.17
E_adj_presence_slot,openai_flagship,caveated,3,48,6.25
E_adj_presence_slot,openai_flagship,aware,2,48,4.17
E_adj_presence_slot,openai_flagship,raw_total,7,48,14.58
E_adj_presence_slot,openai_mini,naive,0,48,0.0
E_adj_presence_slot,openai_mini,caveated,6,48,12.5
E_adj_presence_slot,openai_mini,aware,17,48,35.42
E_adj_presence_slot,openai_mini,raw_total,24,48,50.0
E_adj_presence_slot,xai_grok,naive,0,48,0.0
E_adj_presence_slot,xai_grok,caveated,23,48,47.92
E_adj_presence_slot,xai_grok,aware,1,48,2.08
E_adj_presence_slot,xai_grok,raw_total,24,48,50.0
