brand,cell,cascade_order,model,probe_text,response_text,recognized,timestamp,latency_s
Bobbi Brown,A,3,gpt-4o,Is the brand Bobbi Brown commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:10:57.213526+00:00,0.473
Bobbi Brown,A,3,gpt-4o-mini,Is the brand Bobbi Brown commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:10:58.250432+00:00,1.037
Tom Ford Beauty,A,4,claude-opus-4-5,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:06.858586+00:00,8.182
Tom Ford Beauty,A,4,claude-sonnet-4-5,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:04.750985+00:00,6.016
Tom Ford Beauty,A,4,gemini-2.5-flash,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:03.397060+00:00,2.985
Tom Ford Beauty,A,4,gemini-2.5-flash-lite,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:01.023565+00:00,0.610
Tom Ford Beauty,A,4,gpt-4o,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:00.415686+00:00,0.614
Tom Ford Beauty,A,4,gpt-4o-mini,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:01.026027+00:00,1.197
Giorgio Armani Beauty,A,5,claude-opus-4-5,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:07.690130+00:00,6.666
Giorgio Armani Beauty,A,5,claude-sonnet-4-5,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:06.949627+00:00,5.924
Giorgio Armani Beauty,A,5,gemini-2.5-flash,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:05.630224+00:00,2.233
Giorgio Armani Beauty,A,5,gemini-2.5-flash-lite,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:05.105084+00:00,0.398
Giorgio Armani Beauty,A,5,gpt-4o,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:03.349151+00:00,0.596
Giorgio Armani Beauty,A,5,gpt-4o-mini,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:04.707219+00:00,1.358
Hourglass,A,6,claude-opus-4-5,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:05.632587+00:00,0.882
Hourglass,A,6,claude-sonnet-4-5,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:09.932719+00:00,4.827
Hourglass,A,6,gemini-2.5-flash,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:08.402473+00:00,2.298
Hourglass,A,6,gemini-2.5-flash-lite,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:06.857395+00:00,0.729
Hourglass,A,6,gpt-4o,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:06.104577+00:00,0.473
Hourglass,A,6,gpt-4o-mini,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:06.128450+00:00,0.495
Chantecaille,A,7,claude-opus-4-5,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:10.763779+00:00,3.907
Chantecaille,A,7,claude-sonnet-4-5,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:07.807052+00:00,0.948
Chantecaille,A,7,gemini-2.5-flash,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:10.673451+00:00,2.983
Chantecaille,A,7,gemini-2.5-flash-lite,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:08.399222+00:00,0.592
Chantecaille,A,7,gpt-4o,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:07.643010+00:00,0.693
Chantecaille,A,7,gpt-4o-mini,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:08.405325+00:00,0.761
Laura Mercier,A,8,claude-opus-4-5,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:12.871507+00:00,4.471
Laura Mercier,A,8,claude-sonnet-4-5,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:14.675696+00:00,6.272
Laura Mercier,A,8,gemini-2.5-flash,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:12.089914+00:00,2.155
Laura Mercier,A,8,gemini-2.5-flash-lite,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:10.330316+00:00,0.396
Laura Mercier,A,8,gpt-4o,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:09.012243+00:00,0.608
Laura Mercier,A,8,gpt-4o-mini,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:09.934221+00:00,0.922
Rare Beauty,B,1,claude-opus-4-5,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:12.551994+00:00,2.221
Rare Beauty,B,1,claude-sonnet-4-5,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:12.090885+00:00,1.417
Rare Beauty,B,1,gemini-2.5-flash,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:13.837988+00:00,1.750
Rare Beauty,B,1,gemini-2.5-flash-lite,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:12.549737+00:00,0.458
Rare Beauty,B,1,gpt-4o,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:11.316476+00:00,0.552
Rare Beauty,B,1,gpt-4o-mini,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:12.093814+00:00,0.776
Fenty Beauty,B,2,claude-opus-4-5,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:20.995871+00:00,8.902
Fenty Beauty,B,2,claude-sonnet-4-5,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:15.230453+00:00,2.681
Fenty Beauty,B,2,gemini-2.5-flash,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:14.926023+00:00,1.889
Fenty Beauty,B,2,gemini-2.5-flash-lite,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:13.783593+00:00,0.359
Fenty Beauty,B,2,gpt-4o,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:13.037341+00:00,0.486
Fenty Beauty,B,2,gpt-4o-mini,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:13.424492+00:00,0.554
Haus Labs,B,3,claude-opus-4-5,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:23.379543+00:00,9.596
Haus Labs,B,3,claude-sonnet-4-5,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:15.330682+00:00,1.492
Haus Labs,B,3,gemini-2.5-flash,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:16.917489+00:00,1.687
Haus Labs,B,3,gemini-2.5-flash-lite,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:15.677338+00:00,0.347
Haus Labs,B,3,gpt-4o,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:15.402852+00:00,0.729
Haus Labs,B,3,gpt-4o-mini,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:15.562987+00:00,0.638
Pat McGrath Labs,B,4,claude-opus-4-5,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:23.238095+00:00,7.835
Pat McGrath Labs,B,4,claude-sonnet-4-5,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:24.561127+00:00,8.998
Pat McGrath Labs,B,4,gemini-2.5-flash,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:18.133614+00:00,1.441
Pat McGrath Labs,B,4,gemini-2.5-flash-lite,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:17.271665+00:00,0.354
Pat McGrath Labs,B,4,gpt-4o,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:16.123930+00:00,0.446
Pat McGrath Labs,B,4,gpt-4o-mini,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:16.693147+00:00,0.569
Charlotte Tilbury,B,5,claude-opus-4-5,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:19.180294+00:00,1.909
Charlotte Tilbury,B,5,claude-sonnet-4-5,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:24.383112+00:00,6.250
Charlotte Tilbury,B,5,gemini-2.5-flash,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:23.082541+00:00,2.087
Charlotte Tilbury,B,5,gemini-2.5-flash-lite,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:21.602347+00:00,0.605
Charlotte Tilbury,B,5,gpt-4o,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:20.068096+00:00,0.888
Charlotte Tilbury,B,5,gpt-4o-mini,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:20.996906+00:00,0.929
Huda Beauty,B,6,claude-opus-4-5,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:28.977353+00:00,7.375
Huda Beauty,B,6,claude-sonnet-4-5,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:32.375704+00:00,9.293
Huda Beauty,B,6,gemini-2.5-flash,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:26.050890+00:00,1.677
Huda Beauty,B,6,gemini-2.5-flash-lite,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:24.744768+00:00,0.365
Huda Beauty,B,6,gpt-4o,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:24.374816+00:00,1.136
Huda Beauty,B,6,gpt-4o-mini,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:24.381725+00:00,1.000
Kylie Cosmetics,B,7,claude-opus-4-5,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:34.227521+00:00,9.844
Kylie Cosmetics,B,7,claude-sonnet-4-5,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:26.333581+00:00,1.772
Kylie Cosmetics,B,7,gemini-2.5-flash,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:28.976181+00:00,2.924
Kylie Cosmetics,B,7,gemini-2.5-flash-lite,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:27.440962+00:00,1.108
Kylie Cosmetics,B,7,gpt-4o,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:25.598523+00:00,0.854
Kylie Cosmetics,B,7,gpt-4o-mini,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:26.337798+00:00,0.740
Anastasia Beverly Hills,B,8,claude-opus-4-5,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:32.178140+00:00,5.840
Anastasia Beverly Hills,B,8,claude-sonnet-4-5,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:29.011395+00:00,1.571
Anastasia Beverly Hills,B,8,gemini-2.5-flash,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:31.335411+00:00,2.323
Anastasia Beverly Hills,B,8,gemini-2.5-flash-lite,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:30.205031+00:00,0.608
Anastasia Beverly Hills,B,8,gpt-4o,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:29.602214+00:00,0.625
Anastasia Beverly Hills,B,8,gpt-4o-mini,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:29.599803+00:00,0.620
Maybelline,C,1,claude-opus-4-5,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:35.427755+00:00,5.827
Maybelline,C,1,claude-sonnet-4-5,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:37.707960+00:00,7.503
Maybelline,C,1,gemini-2.5-flash,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:33.847505+00:00,1.669
Maybelline,C,1,gemini-2.5-flash-lite,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:32.826305+00:00,0.451
Maybelline,C,1,gpt-4o,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:32.049815+00:00,0.714
Maybelline,C,1,gpt-4o-mini,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:32.666811+00:00,0.617
L'Oréal Paris,C,2,claude-opus-4-5,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:36.689801+00:00,4.023
L'Oréal Paris,C,2,claude-sonnet-4-5,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:37.681582+00:00,4.855
L'Oréal Paris,C,2,gemini-2.5-flash,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:35.873009+00:00,1.457
L'Oréal Paris,C,2,gemini-2.5-flash-lite,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:35.776210+00:00,0.349
L'Oréal Paris,C,2,gpt-4o,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:34.416549+00:00,0.569
L'Oréal Paris,C,2,gpt-4o-mini,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:35.734140+00:00,1.507
CoverGirl,C,3,claude-opus-4-5,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:36.689179+00:00,0.955
CoverGirl,C,3,claude-sonnet-4-5,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:42.944492+00:00,7.168
CoverGirl,C,3,gemini-2.5-flash,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:38.275024+00:00,1.586
CoverGirl,C,3,gemini-2.5-flash-lite,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:37.180283+00:00,0.490
CoverGirl,C,3,gpt-4o,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:36.356634+00:00,0.484
CoverGirl,C,3,gpt-4o-mini,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:37.201328+00:00,0.844
Revlon,C,4,claude-opus-4-5,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:38.739921+00:00,1.559
Revlon,C,4,claude-sonnet-4-5,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:46.750568+00:00,9.545
Revlon,C,4,gemini-2.5-flash,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:40.346304+00:00,2.090
Revlon,C,4,gemini-2.5-flash-lite,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:38.737540+00:00,0.460
Revlon,C,4,gpt-4o,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:38.276644+00:00,0.595
Revlon,C,4,gpt-4o-mini,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:38.255957+00:00,0.547
NYX Professional Makeup,C,5,claude-opus-4-5,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:44.957968+00:00,6.681
NYX Professional Makeup,C,5,claude-sonnet-4-5,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:40.961450+00:00,2.226
NYX Professional Makeup,C,5,gemini-2.5-flash,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:42.551818+00:00,2.204
NYX Professional Makeup,C,5,gemini-2.5-flash-lite,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:41.567508+00:00,0.608
NYX Professional Makeup,C,5,gpt-4o,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:39.731857+00:00,0.992
NYX Professional Makeup,C,5,gpt-4o-mini,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:40.960562+00:00,1.229
e.l.f. Cosmetics,C,6,claude-opus-4-5,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:48.336748+00:00,7.376
e.l.f. Cosmetics,C,6,claude-sonnet-4-5,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:50.062487+00:00,8.495
e.l.f. Cosmetics,C,6,gemini-2.5-flash,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:44.956796+00:00,1.851
e.l.f. Cosmetics,C,6,gemini-2.5-flash-lite,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:43.841377+00:00,0.413
e.l.f. Cosmetics,C,6,gpt-4o,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:43.104130+00:00,0.554
e.l.f. Cosmetics,C,6,gpt-4o-mini,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:43.428401+00:00,0.484
Wet n Wild,C,7,claude-opus-4-5,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:44.960497+00:00,1.118
Wet n Wild,C,7,claude-sonnet-4-5,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:46.728460+00:00,1.771
Wet n Wild,C,7,gemini-2.5-flash,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:47.713504+00:00,1.839
Wet n Wild,C,7,gemini-2.5-flash-lite,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:46.539345+00:00,0.650
Wet n Wild,C,7,gpt-4o,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:45.875785+00:00,0.918
Wet n Wild,C,7,gpt-4o-mini,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:45.874354+00:00,0.914
Milani Cosmetics,C,8,claude-opus-4-5,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:55.213338+00:00,8.687
Milani Cosmetics,C,8,claude-sonnet-4-5,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:52.707036+00:00,5.981
Milani Cosmetics,C,8,gemini-2.5-flash,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:49.861609+00:00,2.149
Milani Cosmetics,C,8,gemini-2.5-flash-lite,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-06-10T14:11:48.336413+00:00,0.534
Milani Cosmetics,C,8,gpt-4o,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:47.377233+00:00,0.631
Milani Cosmetics,C,8,gpt-4o-mini,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-06-10T14:11:47.803284+00:00,0.426
