substrate,brand,amazon_status,asin,product_title,bsr_rank,bsr_category,listing_url,acquisition_timestamp,notes
skincare,Goop,listed,B093BF31RQ,goop Beauty Microderm Exfoliator | Microdermabrasion Scrub to Smooth Textured Skin | Physical & Chemical Exfoliant | Micro-Exfoliating Minerals & Glycolic Acid | 0.5 fl oz,14370,Beauty &amp; Personal Care,https://www.amazon.com/dp/B093BF31RQ,2026-05-28T19:08:06.431704+00:00,
skincare,Drunk Elephant,listed,B07934S6WK,"Drunk Elephant Protini Polypeptide Cream - Firming Moisturizer - Clean Clinical Skincare - Cruelty-Free - Dermatologist-Tested - Free of Essential Oils, Silicones, and Fragrance",10338,Beauty &amp; Personal Care,https://www.amazon.com/dp/B07934S6WK,2026-05-28T19:08:54.905347+00:00,
skincare,Glossier,listed,B084C3Z9DB,"Glossier Futuredew Serum, (30 ml)",63539,Beauty &amp; Personal Care,https://www.amazon.com/dp/B084C3Z9DB,2026-05-28T19:09:42.986112+00:00,
skincare,Augustinus Bader,listed,B09LTYP4N7,Augustinus Bader The Rich Cream – Luxury Face Cream – Hydrating and Nourishing Face Moisturizer – Facial Moisturizer for Wrinkle Reduction and Cellular Renewal – For Men and Women,22527,Beauty &amp; Personal Care,https://www.amazon.com/dp/B09LTYP4N7,2026-05-28T19:10:43.879867+00:00,
skincare,Tower 28,listed,B0B3S7HJ9L,"Tower 28 SOS Daily Rescue Facial Spray - Hypochlorous Acid Spray to Help Reduce Redness, Calm Irritation + Alleviate Flare-Ups - Soothing + Purifying Face Toner - Everyday Skin Care Essential (4 oz)",215,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0B3S7HJ9L,2026-05-28T19:11:57.600944+00:00,
skincare,SkinCeuticals,listed,B075VX4QVM,"La Roche-Posay Hyalu B5 Pure Hyaluronic Acid Serum for Face, Vitamin B5 + Hyaluronic Acid + Madecassoside, Hydrating Serum Visibly Plumps Skin, Sensitive Skin Safe, Anti Aging, Oil-Free",412,Beauty &amp; Personal Care,https://www.amazon.com/dp/B075VX4QVM,2026-05-28T19:13:17.746461+00:00,
skincare,La Roche-Posay,listed,B01N9SPQHQ,"La Roche-Posay Toleriane Double Repair Face Moisturizer, Daily Moisturizer Face Cream with Ceramide & Niacinamide for All Skin Types, Immediate Comfort & Long Lasting Hydration, Fragrance Free",22,Beauty &amp; Personal Care,https://www.amazon.com/dp/B01N9SPQHQ,2026-05-28T19:14:30.336930+00:00,
skincare,Paula's Choice,listed,B07D8DBS7S,"Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant with Salicylic Acid, Facial Polish for Pores, Wrinkles & Fine Lines, Suitable for Blackhead-Prone Skin, Fragrance-Free",18,Beauty &amp; Personal Care,https://www.amazon.com/dp/B07D8DBS7S,2026-05-28T19:15:18.579558+00:00,
skincare,CeraVe,listed,B09LKXR62L,"CeraVe Hydrating Toner for Face Non-Alcoholic with Hyaluronic Acid, Niacinamide, and Ceramides for Sensitive Dry Skin, Fragrance-Free Non Comedogenic, Full Size, 6.8 Fl Oz",703,Beauty &amp; Personal Care,https://www.amazon.com/dp/B09LKXR62L,2026-05-28T19:16:19.269283+00:00,
skincare,The Ordinary,listed,B0CG516MWS,"The Ordinary The Acne Set, 3-Step Skin Regimen with Glucoside Foaming Cleanser, Salicylic Acid 2% Solution, and Natural Moisturizing Factors + Beta Glucan | Skin Care Set",1591,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0CG516MWS,2026-05-28T19:17:20.421876+00:00,
skincare,Cetaphil,listed,B07GRBQXTV,"Neutrogena Hydro Boost City Shield Water Gel Face Moisturizer with Broad Spectrum SPF 25, Hydrating Facial Sunscreen with Hyaluronic Acid, Oil-Free and Non-Comedogenic Face Lotion, 1.7 oz",957,Beauty &amp; Personal Care,https://www.amazon.com/dp/B07GRBQXTV,2026-05-28T19:18:22.579143+00:00,
skincare,Eucerin,listed,B0DJTSD8ZT,"Eucerin Radiant Tone Night Cream, Dark Spot Corrector with Thiamidol, Night Moisturizer for Face, All Skin Types, 1.7 Oz Bottle",3422,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0DJTSD8ZT,2026-05-28T19:19:10.633357+00:00,
skincare,Bioderma,listed,B0161ZC5GY,"Bioderma Atoderm Intensive Balm, Hydrating Balm for Dry to Atopic Sensitive Skin, Face & Body Moisturizer with Ultra Soothing Anti-Itching Formula, Fragrance-Free, Non-Greasy & Non-Sticky for Family",5632,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0161ZC5GY,2026-05-28T19:19:58.273888+00:00,
cosmetics,MAC Cosmetics,listed,B006ZUGF3U,MAC Studio Fix Powder Plus Foundation - NC43 15g/0.52oz,19859,Beauty &amp; Personal Care,https://www.amazon.com/dp/B006ZUGF3U,2026-05-28T19:21:05.871720+00:00,
cosmetics,NARS,listed,B00BM1WKT0,"NARS Radiant Creamy Concealer, Vanilla, 0.22 Ounce",2665,Beauty &amp; Personal Care,https://www.amazon.com/dp/B00BM1WKT0,2026-05-28T19:21:54.034269+00:00,
cosmetics,Bobbi Brown,listed,B0DWS6VGNF,"Bobbi Brown Weightless Skin Foundation SPF 15 | Oil-Controlling, 24-Hour Hydrating Foundation, Medium Coverage| Natural Matte Finish, 1 Fl Oz",17375,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0DWS6VGNF,2026-05-28T19:22:48.318205+00:00,
cosmetics,Tom Ford Beauty,listed,B00G40FJH4,"Lancôme La Base Pro Perfecting Oil-Free Makeup Primer | Smoothing Face Primer for All Skin Types | Creates a Flawless, Matte Canvas for Long-Lasting Makeup Application | 0.8 Fl Oz",6963,Beauty &amp; Personal Care,https://www.amazon.com/dp/B00G40FJH4,2026-05-28T19:23:38.128998+00:00,
cosmetics,Giorgio Armani Beauty,listed,B003TG1X94,"GIORGIO ARMANI Luminous Silk Foundation, 4 Light Golden, 1 Fl Oz",20698,Beauty &amp; Personal Care,https://www.amazon.com/dp/B003TG1X94,2026-05-28T19:24:25.691890+00:00,
cosmetics,Hourglass,listed,B0CFWRX3P6,"Hourglass Veil Hydrating Skin Tint, Dewy Tinted Moisturizer, Makeup and Skincare Benefits, Lightweight, Buildable Coverage, Vegan, Cruelty-Free Hourglass Skin Tint for Radiant, Natural Glow",15265,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0CFWRX3P6,2026-05-28T19:25:13.487195+00:00,
cosmetics,Chantecaille,listed,B07GV2W5B4,"IT Cosmetics CC+ Cream Illumination (Fair Light) - Radiant Full Coverage Foundation With SPF 50+, Color Corrector & Hydrating Anti-Aging Serum, Hydrolyzed Collagen + Peptides - 1.08 fl oz",2179,Beauty &amp; Personal Care,https://www.amazon.com/dp/B07GV2W5B4,2026-05-28T19:26:03.052896+00:00,
cosmetics,Laura Mercier,listed,B00062ADKO,"Laura Mercier Translucent Loose Setting Powder, 24HR Shine Control, Soft Matte Finish, Long-Lasting Wear, Normal to Oily Skin, 4 Shades for Virtually All Skin Tones, Artistry Icons Set",2455,Beauty &amp; Personal Care,https://www.amazon.com/dp/B00062ADKO,2026-05-28T19:26:50.581614+00:00,
cosmetics,Rare Beauty,listed,B08KFQ6S52,Rare Beauty by Selena Gomez Soft Pinch Liquid Blush Bliss,17435,Beauty &amp; Personal Care,https://www.amazon.com/dp/B08KFQ6S52,2026-05-28T19:27:56.170304+00:00,
cosmetics,Fenty Beauty,listed,B0173H85KO,BS-MALL Makeup Brush Set 11Pcs Bamboo Synthetic Kabuki Brush Set Foundation Powder Blending Concealer Eye shadows Blush Cosmetics Brushes with Travel Organizer Bag & Makeup Sponge (Bamboo 11),7108,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0173H85KO,2026-05-28T19:28:44.268001+00:00,
cosmetics,Haus Labs,listed,B0973MNRBX,Eyeliner Stencils Pencil Liquid Waterproof Tool For Liner Makeup Brush Pen Stamp Thin Sharpener Cat Eyes Small Angled Wing Tip | Real Beginners Techniques Eye Shadow Lines Gel Eyebrow Pomade Black,9796,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0973MNRBX,2026-05-28T19:29:31.510208+00:00,
cosmetics,Pat McGrath Labs,listed,B0FBX3M65V,"Champagne Shimmer Cream Eyeshadow, Light Gold Sheer Metallic Glow Glitter Eye Shadow for Mature Skin, Lightweight Blendable, Subtle Shimmer, Crease-Proof, Vegan & Cruelty-Free Sombras para Ojos",1780,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0FBX3M65V,2026-05-28T19:30:21.147537+00:00,
cosmetics,Charlotte Tilbury,listed,B08FF44TTY,"Charlotte Tilbury Airbrush Flawless Setting Spray - Ultra-Fine Hydrating Mist to Prime & Set Makeup Up to 16Hr – Soothes and Blurs Skin, Waterproof, Wedding Makeup",693,Beauty &amp; Personal Care,https://www.amazon.com/dp/B08FF44TTY,2026-05-28T19:31:22.482360+00:00,
cosmetics,Huda Beauty,listed,B0DNWJ6NJK,"Huda Easy Bake Fragrance Free Loose Baking & Setting Powder - Pound Cake (Fair, Light, Medium, and Tan Skin Tones) - 0.71 oz / 20 g",13844,Grocery &amp; Gourmet Food,https://www.amazon.com/dp/B0DNWJ6NJK,2026-05-28T19:32:11.638576+00:00,
cosmetics,Kylie Cosmetics,listed,B01AKTZFZU,"IT Cosmetics Superhero Mascara Black – Volumizing & Lengthening, Buildable Volume, Hydrolyzed Collagen, Biotin, Peptides, Lifting & Curling Formula, Super Black Pigment, Suitable for Sensitive Eyes",3848,Beauty &amp; Personal Care,https://www.amazon.com/dp/B01AKTZFZU,2026-05-28T19:33:15.560001+00:00,
cosmetics,Anastasia Beverly Hills,listed,B079Z9K7G2,Anastasia Beverly Hills Essential Eyeshadow Palette - Professional 12-Shade Artistry Collection featuring High-Pigment Mattes and Multidimensional Metallics,29364,Beauty &amp; Personal Care,https://www.amazon.com/dp/B079Z9K7G2,2026-05-28T19:34:03.507753+00:00,
cosmetics,Maybelline,listed,B08H3JPH74,"Maybelline Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",12,Beauty &amp; Personal Care,https://www.amazon.com/dp/B08H3JPH74,2026-05-28T19:35:13.435753+00:00,
cosmetics,L'Oréal Paris,listed,B004BD107O,"L’Oreal Paris Makeup Original Telescopic Mascara, Separating Mascara Volume and Length Formula, Washable, Blackest Black, 0.27 Fl Oz., 1 Count",116,Beauty &amp; Personal Care,https://www.amazon.com/dp/B004BD107O,2026-05-28T19:36:13.932137+00:00,
cosmetics,CoverGirl,listed,B01ACPW2QC,"COVERGIRL & Olay Simply Ageless 3-in-1 Liquid Foundation, Matte Finish, Hyaluronic & Vitamin C Formula, 220 Creamy Natural, 1 Count",191,Beauty &amp; Personal Care,https://www.amazon.com/dp/B01ACPW2QC,2026-05-28T19:37:02.396308+00:00,
cosmetics,Revlon,listed,B01J1A3TFW,"Revlon ColorStay Pencil Waterproof Eyeliner, Smudge-Proof, Eye Makeup with Built-In Sharpener, Long-Lasting, Matte Finish, 201 Black, 2 pack",35,Beauty &amp; Personal Care,https://www.amazon.com/dp/B01J1A3TFW,2026-05-28T19:38:03.813991+00:00,
cosmetics,NYX Professional Makeup,listed,B074Y8LM6T,"NYX PROFESSIONAL MAKEUP Epic Ink Liner, Waterproof Liquid Eyeliner - Black, Vegan Formula",195,Beauty &amp; Personal Care,https://www.amazon.com/dp/B074Y8LM6T,2026-05-28T19:38:51.438813+00:00,
cosmetics,e.l.f. Cosmetics,listed,B07ZR14WBZ,"e.l.f. Hydrating Camo Concealer, Covers Blemishes & Under-Eye Circles, Full-Coverage & Delivers A Satin Finish, Vegan & Cruelty-Free, Light Sand",162,Beauty &amp; Personal Care,https://www.amazon.com/dp/B07ZR14WBZ,2026-05-28T19:39:39.889637+00:00,
cosmetics,Wet n Wild,listed,B0011291MO,"wet n wild Silk Finish Lipstick, Hydrating Rich Buildable Lip Color, Formulated with Vitamins A,E, & Macadamia for Ultimate Hydration, Cruelty-Free & Vegan - Dark Pink Frost",156,Beauty &amp; Personal Care,https://www.amazon.com/dp/B0011291MO,2026-05-28T19:40:28.789219+00:00,
cosmetics,Milani Cosmetics,listed,B01N9KIKZA,"Milani Setting Spray + Primer, Make It Last Original - Natural Finish with Niacinamide for Hydration, Setting Spray for Makeup and Face Primer, 3-in-1 Prime + Hydrate + Set, 2.03 Fl. Oz",269,Beauty &amp; Personal Care,https://www.amazon.com/dp/B01N9KIKZA,2026-05-28T19:41:18.259790+00:00,
