brand,cell,cascade_order,model,probe_text,response_text,recognized,timestamp,latency_s
Tom Ford Beauty,A,4,claude-opus-4-5,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:22.415038+00:00,1.884
Tom Ford Beauty,A,4,claude-sonnet-4-5,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:21.660953+00:00,0.919
Tom Ford Beauty,A,4,gemini-2.5-flash,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:23.533906+00:00,2.266
Tom Ford Beauty,A,4,gemini-2.5-flash-lite,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:21.858986+00:00,0.531
Tom Ford Beauty,A,4,gpt-4o,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:21.325589+00:00,0.526
Tom Ford Beauty,A,4,gpt-4o-mini,Is the brand Tom Ford Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:21.887399+00:00,0.833
Giorgio Armani Beauty,A,5,claude-opus-4-5,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:22.976690+00:00,1.515
Giorgio Armani Beauty,A,5,claude-sonnet-4-5,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:23.165380+00:00,1.503
Giorgio Armani Beauty,A,5,gemini-2.5-flash,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:25.460727+00:00,3.046
Giorgio Armani Beauty,A,5,gemini-2.5-flash-lite,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:22.987298+00:00,0.381
Giorgio Armani Beauty,A,5,gpt-4o,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:22.605961+00:00,0.749
Giorgio Armani Beauty,A,5,gpt-4o-mini,Is the brand Giorgio Armani Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:22.667952+00:00,0.781
Hourglass,A,6,claude-opus-4-5,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:24.412051+00:00,1.744
Hourglass,A,6,claude-sonnet-4-5,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:24.720502+00:00,1.744
Hourglass,A,6,gemini-2.5-flash,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:26.508377+00:00,3.004
Hourglass,A,6,gemini-2.5-flash-lite,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:24.090307+00:00,0.554
Hourglass,A,6,gpt-4o,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:23.503966+00:00,0.517
Hourglass,A,6,gpt-4o-mini,Is the brand Hourglass commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:23.748321+00:00,0.582
Chantecaille,A,7,claude-opus-4-5,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:25.262717+00:00,1.516
Chantecaille,A,7,claude-sonnet-4-5,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:25.465132+00:00,1.376
Chantecaille,A,7,gemini-2.5-flash,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:27.842737+00:00,2.864
Chantecaille,A,7,gemini-2.5-flash-lite,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:25.534782+00:00,0.389
Chantecaille,A,7,gpt-4o,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:24.977327+00:00,0.565
Chantecaille,A,7,gpt-4o-mini,Is the brand Chantecaille commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:25.145637+00:00,0.424
Laura Mercier,A,8,claude-opus-4-5,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:26.810628+00:00,1.547
Laura Mercier,A,8,claude-sonnet-4-5,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:27.130268+00:00,1.668
Laura Mercier,A,8,gemini-2.5-flash,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:27.612536+00:00,1.431
Laura Mercier,A,8,gemini-2.5-flash-lite,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:27.402389+00:00,0.893
Laura Mercier,A,8,gpt-4o,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:26.181763+00:00,0.717
Laura Mercier,A,8,gpt-4o-mini,Is the brand Laura Mercier commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:27.035179+00:00,1.501
Rare Beauty,B,1,claude-opus-4-5,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:29.033655+00:00,2.224
Rare Beauty,B,1,claude-sonnet-4-5,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:28.456258+00:00,1.420
Rare Beauty,B,1,gemini-2.5-flash,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:29.362886+00:00,1.799
Rare Beauty,B,1,gemini-2.5-flash-lite,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:28.141099+00:00,0.528
Rare Beauty,B,1,gpt-4o,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:27.564344+00:00,0.435
Rare Beauty,B,1,gpt-4o-mini,Is the brand Rare Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:29.014253+00:00,1.613
Fenty Beauty,B,2,claude-opus-4-5,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:29.389152+00:00,1.549
Fenty Beauty,B,2,claude-sonnet-4-5,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:29.486549+00:00,1.346
Fenty Beauty,B,2,gemini-2.5-flash,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:30.699789+00:00,1.667
Fenty Beauty,B,2,gemini-2.5-flash-lite,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:29.744443+00:00,0.515
Fenty Beauty,B,2,gpt-4o,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:29.229235+00:00,0.774
Fenty Beauty,B,2,gpt-4o-mini,Is the brand Fenty Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:29.655818+00:00,0.641
Haus Labs,B,3,claude-opus-4-5,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:30.996231+00:00,1.633
Haus Labs,B,3,claude-sonnet-4-5,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:30.740852+00:00,1.352
Haus Labs,B,3,gemini-2.5-flash,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:31.900583+00:00,2.155
Haus Labs,B,3,gemini-2.5-flash-lite,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:35.185311+00:00,4.813
Haus Labs,B,3,gpt-4o,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:30.372456+00:00,0.885
Haus Labs,B,3,gpt-4o-mini,Is the brand Haus Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:30.816737+00:00,1.160
Pat McGrath Labs,B,4,claude-opus-4-5,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:31.638295+00:00,0.938
Pat McGrath Labs,B,4,claude-sonnet-4-5,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:32.075926+00:00,1.335
Pat McGrath Labs,B,4,gemini-2.5-flash,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:33.575450+00:00,1.939
Pat McGrath Labs,B,4,gemini-2.5-flash-lite,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:32.145382+00:00,0.507
Pat McGrath Labs,B,4,gpt-4o,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:32.912597+00:00,2.096
Pat McGrath Labs,B,4,gpt-4o-mini,Is the brand Pat McGrath Labs commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:31.637600+00:00,0.640
Charlotte Tilbury,B,5,claude-opus-4-5,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:33.422540+00:00,1.523
Charlotte Tilbury,B,5,claude-sonnet-4-5,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:33.499299+00:00,1.423
Charlotte Tilbury,B,5,gemini-2.5-flash,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:35.086146+00:00,1.663
Charlotte Tilbury,B,5,gemini-2.5-flash-lite,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:34.005436+00:00,0.505
Charlotte Tilbury,B,5,gpt-4o,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:39.430628+00:00,7.285
Charlotte Tilbury,B,5,gpt-4o-mini,Is the brand Charlotte Tilbury commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:33.647664+00:00,0.735
Huda Beauty,B,6,claude-opus-4-5,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:35.461879+00:00,1.887
Huda Beauty,B,6,claude-sonnet-4-5,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:36.119032+00:00,2.471
Huda Beauty,B,6,gemini-2.5-flash,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:37.061718+00:00,1.976
Huda Beauty,B,6,gemini-2.5-flash-lite,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:36.341531+00:00,1.156
Huda Beauty,B,6,gpt-4o,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:34.705007+00:00,0.700
Huda Beauty,B,6,gpt-4o-mini,Is the brand Huda Beauty commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:35.262043+00:00,0.557
Kylie Cosmetics,B,7,claude-opus-4-5,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:36.036940+00:00,0.773
Kylie Cosmetics,B,7,claude-sonnet-4-5,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:37.070041+00:00,1.607
Kylie Cosmetics,B,7,gemini-2.5-flash,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:38.233252+00:00,1.892
Kylie Cosmetics,B,7,gemini-2.5-flash-lite,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:37.064175+00:00,0.500
Kylie Cosmetics,B,7,gpt-4o,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:36.564138+00:00,0.529
Kylie Cosmetics,B,7,gpt-4o-mini,Is the brand Kylie Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:37.067256+00:00,0.949
Anastasia Beverly Hills,B,8,claude-opus-4-5,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:38.683160+00:00,1.621
Anastasia Beverly Hills,B,8,claude-sonnet-4-5,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:39.091829+00:00,2.027
Anastasia Beverly Hills,B,8,gemini-2.5-flash,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:39.723097+00:00,2.089
Anastasia Beverly Hills,B,8,gemini-2.5-flash-lite,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:38.434356+00:00,0.387
Anastasia Beverly Hills,B,8,gpt-4o,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:38.044633+00:00,0.977
Anastasia Beverly Hills,B,8,gpt-4o-mini,Is the brand Anastasia Beverly Hills commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:37.634019+00:00,0.564
Maybelline,C,1,claude-opus-4-5,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:39.829748+00:00,1.596
Maybelline,C,1,claude-sonnet-4-5,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:40.368024+00:00,1.936
Maybelline,C,1,gemini-2.5-flash,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:40.924081+00:00,1.490
Maybelline,C,1,gemini-2.5-flash-lite,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:40.140323+00:00,0.522
Maybelline,C,1,gpt-4o,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:39.714357+00:00,1.031
Maybelline,C,1,gpt-4o-mini,Is the brand Maybelline commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:39.617520+00:00,0.526
L'Oréal Paris,C,2,claude-opus-4-5,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:41.464973+00:00,1.750
L'Oréal Paris,C,2,claude-sonnet-4-5,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:40.715279+00:00,0.993
L'Oréal Paris,C,2,gemini-2.5-flash,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:41.847283+00:00,1.478
L'Oréal Paris,C,2,gemini-2.5-flash-lite,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:41.188560+00:00,0.670
L'Oréal Paris,C,2,gpt-4o,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:40.518320+00:00,0.689
L'Oréal Paris,C,2,gpt-4o-mini,Is the brand L'Oréal Paris commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:40.720675+00:00,0.582
CoverGirl,C,3,claude-opus-4-5,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:41.562155+00:00,0.847
CoverGirl,C,3,claude-sonnet-4-5,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:42.240388+00:00,1.519
CoverGirl,C,3,gemini-2.5-flash,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:43.051706+00:00,1.583
CoverGirl,C,3,gemini-2.5-flash-lite,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:41.764239+00:00,0.296
CoverGirl,C,3,gpt-4o,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:41.466281+00:00,0.546
CoverGirl,C,3,gpt-4o-mini,Is the brand CoverGirl commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:41.813437+00:00,0.624
Revlon,C,4,claude-opus-4-5,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:43.290364+00:00,1.728
Revlon,C,4,claude-sonnet-4-5,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:43.293524+00:00,1.531
Revlon,C,4,gemini-2.5-flash,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:43.669410+00:00,1.429
Revlon,C,4,gemini-2.5-flash-lite,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:43.051826+00:00,0.457
Revlon,C,4,gpt-4o,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:42.840772+00:00,1.027
Revlon,C,4,gpt-4o-mini,Is the brand Revlon commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:42.592269+00:00,0.745
NYX Professional Makeup,C,5,claude-opus-4-5,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:44.556829+00:00,1.717
NYX Professional Makeup,C,5,claude-sonnet-4-5,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:44.497926+00:00,1.450
NYX Professional Makeup,C,5,gemini-2.5-flash,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:45.511218+00:00,2.217
NYX Professional Makeup,C,5,gemini-2.5-flash-lite,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:44.332842+00:00,0.685
NYX Professional Makeup,C,5,gpt-4o,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:43.646804+00:00,0.598
NYX Professional Makeup,C,5,gpt-4o-mini,Is the brand NYX Professional Makeup commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:43.812777+00:00,0.523
e.l.f. Cosmetics,C,6,claude-opus-4-5,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:45.128523+00:00,1.459
e.l.f. Cosmetics,C,6,claude-sonnet-4-5,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:46.226202+00:00,2.413
e.l.f. Cosmetics,C,6,gemini-2.5-flash,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:46.956415+00:00,2.399
e.l.f. Cosmetics,C,6,gemini-2.5-flash-lite,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:45.499242+00:00,0.370
e.l.f. Cosmetics,C,6,gpt-4o,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:47.568304+00:00,3.236
e.l.f. Cosmetics,C,6,gpt-4o-mini,Is the brand e.l.f. Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:45.277011+00:00,0.779
Wet n Wild,C,7,claude-opus-4-5,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:46.959616+00:00,1.683
Wet n Wild,C,7,claude-sonnet-4-5,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:46.961788+00:00,1.463
Wet n Wild,C,7,gemini-2.5-flash,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:47.591162+00:00,1.366
Wet n Wild,C,7,gemini-2.5-flash-lite,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:47.051793+00:00,0.469
Wet n Wild,C,7,gpt-4o,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:46.073826+00:00,0.562
Wet n Wild,C,7,gpt-4o-mini,Is the brand Wet n Wild commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:46.582626+00:00,0.510
Milani Cosmetics,C,8,claude-opus-4-5,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:48.685551+00:00,1.731
Milani Cosmetics,C,8,claude-sonnet-4-5,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:48.530734+00:00,1.571
Milani Cosmetics,C,8,gemini-2.5-flash,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:49.392034+00:00,1.879
Milani Cosmetics,C,8,gemini-2.5-flash-lite,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes,yes,2026-05-22T20:09:48.316383+00:00,0.749
Milani Cosmetics,C,8,gpt-4o,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:47.513514+00:00,0.552
Milani Cosmetics,C,8,gpt-4o-mini,Is the brand Milani Cosmetics commonly recognized as a cosmetics brand? Answer yes or no.,Yes.,yes,2026-05-22T20:09:47.657540+00:00,0.607
