==============================================================================
AIAS Measurement Run v0.4
Category: oliveoil
Started:  2026-05-07T12:21:22
Plan:     6 prompts x 6 models x 8 runs = 288 calls
Methodology: prompts=oliveoil_v1.0, registry=oliveoil_v1.0, temp=0.7
Registry: 20 brands
Output:   data/oliveoil/
Models:
  - anthropic_sonnet   -> Anthropic claude-sonnet-4-6
  - anthropic_opus     -> Anthropic claude-opus-4-7 (no temp)
  - openai_mini        -> OpenAI gpt-5.4-mini
  - openai_flagship    -> OpenAI gpt-5.5 (no temp)
  - google_flash       -> Google gemini-2.5-flash
  - xai_grok           -> xAI grok-4-1-fast
==============================================================================
  [  1/288] p1_functional      | anthropic_sonnet   | run 1 -> OK (1 attempt, 7.7s)
  [142/288] p3_constraint      | xai_grok           | run 6 -> OK (1 attempt, 16.9s)
  [143/288] p3_constraint      | xai_grok           | run 7 -> OK (1 attempt, 16.6s)
  [144/288] p3_constraint      | xai_grok           | run 8 -> OK (1 attempt, 16.3s)
  [145/288] p4_identity        | anthropic_sonnet   | run 1 -> OK (1 attempt, 9.2s)
  [146/288] p4_identity        | anthropic_sonnet   | run 2 -> OK (1 attempt, 9.2s)
  [147/288] p4_identity        | anthropic_sonnet   | run 3 -> OK (1 attempt, 9.3s)
  [148/288] p4_identity        | anthropic_sonnet   | run 4 -> OK (1 attempt, 10.1s)
  [149/288] p4_identity        | anthropic_sonnet   | run 5 -> OK (1 attempt, 9.0s)
  [150/288] p4_identity        | anthropic_sonnet   | run 6 -> OK (1 attempt, 9.4s)
  [151/288] p4_identity        | anthropic_sonnet   | run 7 -> OK (1 attempt, 10.1s)
  [152/288] p4_identity        | anthropic_sonnet   | run 8 -> OK (1 attempt, 10.1s)
  [153/288] p4_identity        | anthropic_opus     | run 1 -> OK (1 attempt, 13.3s)
  [154/288] p4_identity        | anthropic_opus     | run 2 -> OK (1 attempt, 14.3s)
  [155/288] p4_identity        | anthropic_opus     | run 3 -> OK (1 attempt, 13.5s)
  [156/288] p4_identity        | anthropic_opus     | run 4 -> OK (1 attempt, 14.4s)
  [157/288] p4_identity        | anthropic_opus     | run 5 -> OK (1 attempt, 13.8s)
  [158/288] p4_identity        | anthropic_opus     | run 6 -> OK (1 attempt, 14.2s)
  [159/288] p4_identity        | anthropic_opus     | run 7 -> OK (1 attempt, 13.2s)
  [160/288] p4_identity        | anthropic_opus     | run 8 -> OK (1 attempt, 14.0s)
  [161/288] p4_identity        | openai_mini        | run 1 -> OK (1 attempt, 7.5s)
  [162/288] p4_identity        | openai_mini        | run 2 -> OK (1 attempt, 7.4s)
  [163/288] p4_identity        | openai_mini        | run 3 -> OK (1 attempt, 5.6s)
  [164/288] p4_identity        | openai_mini        | run 4 -> OK (1 attempt, 5.8s)
  [165/288] p4_identity        | openai_mini        | run 5 -> OK (1 attempt, 4.9s)
  [166/288] p4_identity        | openai_mini        | run 6 -> OK (1 attempt, 8.0s)
  [167/288] p4_identity        | openai_mini        | run 7 -> OK (1 attempt, 5.8s)
  [168/288] p4_identity        | openai_mini        | run 8 -> OK (1 attempt, 5.8s)
  [169/288] p4_identity        | openai_flagship    | run 1 -> OK (1 attempt, 28.4s)
  [170/288] p4_identity        | openai_flagship    | run 2 -> OK (1 attempt, 25.4s)
  [171/288] p4_identity        | openai_flagship    | run 3 -> OK (1 attempt, 23.0s)
  [172/288] p4_identity        | openai_flagship    | run 4 -> OK (1 attempt, 23.7s)
  [173/288] p4_identity        | openai_flagship    | run 5 -> OK (1 attempt, 26.1s)
  [174/288] p4_identity        | openai_flagship    | run 6 -> OK (1 attempt, 24.6s)
  [175/288] p4_identity        | openai_flagship    | run 7 -> OK (1 attempt, 19.5s)
  [176/288] p4_identity        | openai_flagship    | run 8 -> OK (1 attempt, 27.8s)
  [177/288] p4_identity        | google_flash       | run 1 -> OK (1 attempt, 18.1s)
  [178/288] p4_identity        | google_flash       | run 2 -> OK (1 attempt, 16.2s)
  [179/288] p4_identity        | google_flash       | run 3 -> OK (1 attempt, 16.8s)
  [180/288] p4_identity        | google_flash       | run 4 -> OK (1 attempt, 15.3s)
  [181/288] p4_identity        | google_flash       | run 5 -> OK (1 attempt, 16.4s)
  [182/288] p4_identity        | google_flash       | run 6 -> OK (1 attempt, 15.9s)
  [183/288] p4_identity        | google_flash       | run 7 -> OK (1 attempt, 16.6s)
  [184/288] p4_identity        | google_flash       | run 8 -> OK (1 attempt, 17.5s)
  [185/288] p4_identity        | xai_grok           | run 1 -> OK (1 attempt, 23.0s)
  [186/288] p4_identity        | xai_grok           | run 2 -> OK (1 attempt, 22.1s)
  [187/288] p4_identity        | xai_grok           | run 3 -> OK (1 attempt, 19.9s)
  [188/288] p4_identity        | xai_grok           | run 4 -> OK (1 attempt, 35.0s)
  [189/288] p4_identity        | xai_grok           | run 5 -> OK (1 attempt, 25.9s)
  [190/288] p4_identity        | xai_grok           | run 6 -> OK (1 attempt, 20.6s)
  [191/288] p4_identity        | xai_grok           | run 7 -> OK (1 attempt, 19.0s)
  [192/288] p4_identity        | xai_grok           | run 8 -> OK (1 attempt, 24.0s)
  [193/288] p5_discovery       | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.0s)
  [194/288] p5_discovery       | anthropic_sonnet   | run 2 -> OK (1 attempt, 5.5s)
  [195/288] p5_discovery       | anthropic_sonnet   | run 3 -> OK (1 attempt, 7.7s)
  [196/288] p5_discovery       | anthropic_sonnet   | run 4 -> OK (1 attempt, 7.1s)
  [197/288] p5_discovery       | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.4s)
  [198/288] p5_discovery       | anthropic_sonnet   | run 6 -> OK (1 attempt, 7.9s)
  [199/288] p5_discovery       | anthropic_sonnet   | run 7 -> OK (1 attempt, 7.7s)
  [200/288] p5_discovery       | anthropic_sonnet   | run 8 -> OK (1 attempt, 7.4s)
  [201/288] p5_discovery       | anthropic_opus     | run 1 -> OK (1 attempt, 12.0s)
  [202/288] p5_discovery       | anthropic_opus     | run 2 -> OK (1 attempt, 13.5s)
  [203/288] p5_discovery       | anthropic_opus     | run 3 -> OK (1 attempt, 12.6s)
  [204/288] p5_discovery       | anthropic_opus     | run 4 -> OK (1 attempt, 10.9s)
  [205/288] p5_discovery       | anthropic_opus     | run 5 -> OK (1 attempt, 11.8s)
  [206/288] p5_discovery       | anthropic_opus     | run 6 -> OK (1 attempt, 12.3s)
  [207/288] p5_discovery       | anthropic_opus     | run 7 -> OK (1 attempt, 12.3s)
  [208/288] p5_discovery       | anthropic_opus     | run 8 -> OK (1 attempt, 15.4s)
  [209/288] p5_discovery       | openai_mini        | run 1 -> OK (1 attempt, 8.3s)
  [210/288] p5_discovery       | openai_mini        | run 2 -> OK (1 attempt, 9.2s)
  [211/288] p5_discovery       | openai_mini        | run 3 -> OK (1 attempt, 7.7s)
  [212/288] p5_discovery       | openai_mini        | run 4 -> OK (1 attempt, 5.8s)
  [213/288] p5_discovery       | openai_mini        | run 5 -> OK (1 attempt, 5.2s)
  [214/288] p5_discovery       | openai_mini        | run 6 -> OK (1 attempt, 6.9s)
  [215/288] p5_discovery       | openai_mini        | run 7 -> OK (1 attempt, 6.9s)
  [216/288] p5_discovery       | openai_mini        | run 8 -> OK (1 attempt, 8.3s)
  [217/288] p5_discovery       | openai_flagship    | run 1 -> OK (1 attempt, 38.8s)
  [218/288] p5_discovery       | openai_flagship    | run 2 -> OK (1 attempt, 39.0s)
  [219/288] p5_discovery       | openai_flagship    | run 3 -> OK (1 attempt, 32.3s)
  [220/288] p5_discovery       | openai_flagship    | run 4 -> OK (1 attempt, 31.5s)
  [221/288] p5_discovery       | openai_flagship    | run 5 -> OK (1 attempt, 21.5s)
  [222/288] p5_discovery       | openai_flagship    | run 6 -> OK (1 attempt, 27.7s)
  [223/288] p5_discovery       | openai_flagship    | run 7 -> OK (1 attempt, 19.9s)
  [224/288] p5_discovery       | openai_flagship    | run 8 -> OK (1 attempt, 32.6s)
  [225/288] p5_discovery       | google_flash       | run 1 -> OK (1 attempt, 19.9s)
  [226/288] p5_discovery       | google_flash       | run 2 -> OK (1 attempt, 17.5s)
  [227/288] p5_discovery       | google_flash       | run 3 -> OK (1 attempt, 14.0s)
  [228/288] p5_discovery       | google_flash       | run 4 -> OK (1 attempt, 20.1s)
  [229/288] p5_discovery       | google_flash       | run 5 -> OK (1 attempt, 18.6s)
  [230/288] p5_discovery       | google_flash       | run 6 -> OK (1 attempt, 17.8s)
  [231/288] p5_discovery       | google_flash       | run 7 -> OK (1 attempt, 16.6s)
  [232/288] p5_discovery       | google_flash       | run 8 -> OK (1 attempt, 17.6s)
  [233/288] p5_discovery       | xai_grok           | run 1 -> OK (1 attempt, 24.5s)
  [234/288] p5_discovery       | xai_grok           | run 2 -> OK (1 attempt, 30.8s)
  [235/288] p5_discovery       | xai_grok           | run 3 -> OK (1 attempt, 23.6s)
  [236/288] p5_discovery       | xai_grok           | run 4 -> OK (1 attempt, 22.2s)
  [237/288] p5_discovery       | xai_grok           | run 5 -> OK (1 attempt, 34.0s)
  [238/288] p5_discovery       | xai_grok           | run 6 -> OK (1 attempt, 24.3s)
  [239/288] p5_discovery       | xai_grok           | run 7 -> OK (1 attempt, 24.8s)
  [240/288] p5_discovery       | xai_grok           | run 8 -> OK (1 attempt, 26.0s)
  [241/288] p6_comparison      | anthropic_sonnet   | run 1 -> OK (1 attempt, 16.3s)
  [242/288] p6_comparison      | anthropic_sonnet   | run 2 -> OK (1 attempt, 17.8s)
  [243/288] p6_comparison      | anthropic_sonnet   | run 3 -> OK (1 attempt, 10.8s)
  [244/288] p6_comparison      | anthropic_sonnet   | run 4 -> OK (1 attempt, 13.2s)
  [245/288] p6_comparison      | anthropic_sonnet   | run 5 -> OK (1 attempt, 10.8s)
  [246/288] p6_comparison      | anthropic_sonnet   | run 6 -> OK (1 attempt, 12.8s)
  [247/288] p6_comparison      | anthropic_sonnet   | run 7 -> OK (1 attempt, 9.3s)
  [248/288] p6_comparison      | anthropic_sonnet   | run 8 -> OK (1 attempt, 13.1s)
  [249/288] p6_comparison      | anthropic_opus     | run 1 -> OK (1 attempt, 13.5s)
  [250/288] p6_comparison      | anthropic_opus     | run 2 -> OK (1 attempt, 15.1s)
  [251/288] p6_comparison      | anthropic_opus     | run 3 -> OK (1 attempt, 17.5s)
  [252/288] p6_comparison      | anthropic_opus     | run 4 -> OK (1 attempt, 16.0s)
  [253/288] p6_comparison      | anthropic_opus     | run 5 -> OK (1 attempt, 15.4s)
  [254/288] p6_comparison      | anthropic_opus     | run 6 -> FAILED [transient_final] after 4 attempts (627.8s)
  [255/288] p6_comparison      | anthropic_opus     | run 7 -> OK (4 attempts, 40.6s)
  [256/288] p6_comparison      | anthropic_opus     | run 8 -> OK (1 attempt, 16.6s)
  [257/288] p6_comparison      | openai_mini        | run 1 -> OK (1 attempt, 7.2s)
  [258/288] p6_comparison      | openai_mini        | run 2 -> OK (1 attempt, 7.3s)
  [259/288] p6_comparison      | openai_mini        | run 3 -> OK (1 attempt, 8.1s)
  [260/288] p6_comparison      | openai_mini        | run 4 -> OK (1 attempt, 7.4s)
  [261/288] p6_comparison      | openai_mini        | run 5 -> OK (1 attempt, 5.7s)
  [262/288] p6_comparison      | openai_mini        | run 6 -> OK (1 attempt, 7.0s)
  [263/288] p6_comparison      | openai_mini        | run 7 -> OK (1 attempt, 10.4s)
  [264/288] p6_comparison      | openai_mini        | run 8 -> OK (1 attempt, 6.2s)
  [265/288] p6_comparison      | openai_flagship    | run 1 -> OK (1 attempt, 21.9s)
  [266/288] p6_comparison      | openai_flagship    | run 2 -> OK (1 attempt, 26.6s)
  [267/288] p6_comparison      | openai_flagship    | run 3 -> OK (1 attempt, 20.6s)
  [268/288] p6_comparison      | openai_flagship    | run 4 -> OK (1 attempt, 19.5s)
  [269/288] p6_comparison      | openai_flagship    | run 5 -> OK (1 attempt, 22.3s)
  [270/288] p6_comparison      | openai_flagship    | run 6 -> OK (1 attempt, 19.7s)
  [271/288] p6_comparison      | openai_flagship    | run 7 -> OK (1 attempt, 24.7s)
  [272/288] p6_comparison      | openai_flagship    | run 8 -> OK (1 attempt, 16.1s)
  [273/288] p6_comparison      | google_flash       | run 1 -> OK (1 attempt, 18.3s)
  [274/288] p6_comparison      | google_flash       | run 2 -> OK (1 attempt, 20.5s)
  [275/288] p6_comparison      | google_flash       | run 3 -> OK (1 attempt, 19.5s)
  [276/288] p6_comparison      | google_flash       | run 4 -> OK (1 attempt, 19.9s)
  [277/288] p6_comparison      | google_flash       | run 5 -> OK (1 attempt, 21.6s)
  [278/288] p6_comparison      | google_flash       | run 6 -> OK (1 attempt, 18.6s)
  [279/288] p6_comparison      | google_flash       | run 7 -> OK (1 attempt, 19.6s)
  [280/288] p6_comparison      | google_flash       | run 8 -> OK (1 attempt, 19.5s)
  [281/288] p6_comparison      | xai_grok           | run 1 -> OK (1 attempt, 18.3s)
  [282/288] p6_comparison      | xai_grok           | run 2 -> OK (1 attempt, 23.2s)
  [283/288] p6_comparison      | xai_grok           | run 3 -> OK (1 attempt, 20.4s)
  [284/288] p6_comparison      | xai_grok           | run 4 -> OK (1 attempt, 26.9s)
  [285/288] p6_comparison      | xai_grok           | run 5 -> OK (1 attempt, 20.5s)
  [286/288] p6_comparison      | xai_grok           | run 6 -> OK (1 attempt, 24.0s)
  [287/288] p6_comparison      | xai_grok           | run 7 -> OK (1 attempt, 26.4s)
  [288/288] p6_comparison      | xai_grok           | run 8 -> OK (1 attempt, 21.4s)

==============================================================================
Run complete. Saved 288 rows to data/oliveoil/results_v2_oliveoil_20260507_133755.csv
  ok:                 287
  rate_limit_final:   0
  transient_final:    1
  hard_error:         0
==============================================================================
