==============================================================================
AIAS Measurement Run v0.4
Category: pm
Started:  2026-05-07T00:33:31
Plan:     6 prompts x 6 models x 8 runs = 288 calls
Methodology: prompts=pm_v1.0, registry=pm_v1.0, temp=0.7
Registry: 19 brands
Output:   data/pm/
Models:
  - anthropic_sonnet   -> Anthropic claude-sonnet-4-6
  - anthropic_opus     -> Anthropic claude-opus-4-7 (no temp)
  - openai_mini        -> OpenAI gpt-5.4-mini
  - openai_flagship    -> OpenAI gpt-5.5 (no temp)
  - google_flash       -> Google gemini-2.5-flash
  - xai_grok           -> xAI grok-4-1-fast
==============================================================================
  [  1/288] p1_functional      | anthropic_sonnet   | run 1 -> OK (1 attempt, 7.9s)
  [ 18/288] p1_functional      | openai_mini        | run 2 -> OK (1 attempt, 3.9s)
  [ 19/288] p1_functional      | openai_mini        | run 3 -> OK (1 attempt, 3.3s)
  [ 20/288] p1_functional      | openai_mini        | run 4 -> OK (1 attempt, 3.0s)
  [ 21/288] p1_functional      | openai_mini        | run 5 -> OK (1 attempt, 3.2s)
  [ 22/288] p1_functional      | openai_mini        | run 6 -> OK (1 attempt, 3.1s)
  [ 23/288] p1_functional      | openai_mini        | run 7 -> OK (1 attempt, 3.1s)
  [ 24/288] p1_functional      | openai_mini        | run 8 -> OK (1 attempt, 3.7s)
  [ 25/288] p1_functional      | openai_flagship    | run 1 -> OK (1 attempt, 9.4s)
  [ 26/288] p1_functional      | openai_flagship    | run 2 -> OK (1 attempt, 11.7s)
  [ 27/288] p1_functional      | openai_flagship    | run 3 -> OK (1 attempt, 11.4s)
  [ 28/288] p1_functional      | openai_flagship    | run 4 -> OK (1 attempt, 13.0s)
  [ 29/288] p1_functional      | openai_flagship    | run 5 -> OK (1 attempt, 11.4s)
  [ 30/288] p1_functional      | openai_flagship    | run 6 -> OK (1 attempt, 10.0s)
  [ 31/288] p1_functional      | openai_flagship    | run 7 -> OK (1 attempt, 11.7s)
  [ 32/288] p1_functional      | openai_flagship    | run 8 -> OK (1 attempt, 10.9s)
  [ 33/288] p1_functional      | google_flash       | run 1 -> OK (1 attempt, 17.5s)
  [ 34/288] p1_functional      | google_flash       | run 2 -> OK (1 attempt, 15.2s)
  [ 35/288] p1_functional      | google_flash       | run 3 -> OK (1 attempt, 17.1s)
  [ 36/288] p1_functional      | google_flash       | run 4 -> OK (1 attempt, 18.3s)
  [ 37/288] p1_functional      | google_flash       | run 5 -> OK (1 attempt, 16.5s)
  [ 38/288] p1_functional      | google_flash       | run 6 -> OK (1 attempt, 14.7s)
  [ 39/288] p1_functional      | google_flash       | run 7 -> OK (1 attempt, 16.7s)
  [ 40/288] p1_functional      | google_flash       | run 8 -> OK (1 attempt, 16.0s)
  [ 41/288] p1_functional      | xai_grok           | run 1 -> OK (1 attempt, 15.4s)
  [ 42/288] p1_functional      | xai_grok           | run 2 -> OK (1 attempt, 16.8s)
  [ 43/288] p1_functional      | xai_grok           | run 3 -> OK (1 attempt, 17.0s)
  [ 44/288] p1_functional      | xai_grok           | run 4 -> OK (1 attempt, 21.4s)
  [ 45/288] p1_functional      | xai_grok           | run 5 -> OK (1 attempt, 15.6s)
  [ 46/288] p1_functional      | xai_grok           | run 6 -> OK (1 attempt, 18.5s)
  [ 47/288] p1_functional      | xai_grok           | run 7 -> OK (1 attempt, 19.6s)
  [ 48/288] p1_functional      | xai_grok           | run 8 -> OK (1 attempt, 17.0s)
  [ 49/288] p2_contextual      | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.6s)
  [ 50/288] p2_contextual      | anthropic_sonnet   | run 2 -> OK (1 attempt, 11.7s)
  [ 51/288] p2_contextual      | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.6s)
  [ 52/288] p2_contextual      | anthropic_sonnet   | run 4 -> OK (1 attempt, 8.6s)
  [ 53/288] p2_contextual      | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.9s)
  [ 54/288] p2_contextual      | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.9s)
  [ 55/288] p2_contextual      | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.3s)
  [ 56/288] p2_contextual      | anthropic_sonnet   | run 8 -> OK (1 attempt, 9.3s)
  [ 57/288] p2_contextual      | anthropic_opus     | run 1 -> OK (1 attempt, 12.4s)
  [ 58/288] p2_contextual      | anthropic_opus     | run 2 -> OK (1 attempt, 9.5s)
  [ 59/288] p2_contextual      | anthropic_opus     | run 3 -> OK (1 attempt, 12.3s)
  [ 60/288] p2_contextual      | anthropic_opus     | run 4 -> OK (1 attempt, 11.7s)
  [ 61/288] p2_contextual      | anthropic_opus     | run 5 -> OK (1 attempt, 13.0s)
  [ 62/288] p2_contextual      | anthropic_opus     | run 6 -> OK (1 attempt, 10.4s)
  [ 63/288] p2_contextual      | anthropic_opus     | run 7 -> OK (1 attempt, 11.6s)
  [ 64/288] p2_contextual      | anthropic_opus     | run 8 -> OK (1 attempt, 10.4s)
  [ 65/288] p2_contextual      | openai_mini        | run 1 -> OK (1 attempt, 5.6s)
  [ 66/288] p2_contextual      | openai_mini        | run 2 -> OK (1 attempt, 4.8s)
  [ 67/288] p2_contextual      | openai_mini        | run 3 -> OK (1 attempt, 4.3s)
  [ 68/288] p2_contextual      | openai_mini        | run 4 -> OK (1 attempt, 4.3s)
  [ 69/288] p2_contextual      | openai_mini        | run 5 -> OK (1 attempt, 4.9s)
  [ 70/288] p2_contextual      | openai_mini        | run 6 -> OK (1 attempt, 6.1s)
  [ 71/288] p2_contextual      | openai_mini        | run 7 -> OK (1 attempt, 4.2s)
  [ 72/288] p2_contextual      | openai_mini        | run 8 -> OK (1 attempt, 4.6s)
  [ 73/288] p2_contextual      | openai_flagship    | run 1 -> OK (1 attempt, 18.2s)
  [ 74/288] p2_contextual      | openai_flagship    | run 2 -> OK (1 attempt, 17.5s)
  [ 75/288] p2_contextual      | openai_flagship    | run 3 -> OK (1 attempt, 16.9s)
  [ 76/288] p2_contextual      | openai_flagship    | run 4 -> OK (1 attempt, 16.5s)
  [ 77/288] p2_contextual      | openai_flagship    | run 5 -> OK (1 attempt, 19.2s)
  [ 78/288] p2_contextual      | openai_flagship    | run 6 -> OK (1 attempt, 18.7s)
  [ 79/288] p2_contextual      | openai_flagship    | run 7 -> OK (1 attempt, 16.2s)
  [ 80/288] p2_contextual      | openai_flagship    | run 8 -> OK (1 attempt, 17.3s)
  [ 81/288] p2_contextual      | google_flash       | run 1 -> OK (1 attempt, 17.4s)
  [ 82/288] p2_contextual      | google_flash       | run 2 -> OK (1 attempt, 17.3s)
  [ 83/288] p2_contextual      | google_flash       | run 3 -> OK (1 attempt, 17.8s)
  [ 84/288] p2_contextual      | google_flash       | run 4 -> OK (1 attempt, 16.1s)
  [ 85/288] p2_contextual      | google_flash       | run 5 -> OK (1 attempt, 14.7s)
  [ 86/288] p2_contextual      | google_flash       | run 6 -> OK (1 attempt, 20.9s)
  [ 87/288] p2_contextual      | google_flash       | run 7 -> OK (1 attempt, 20.6s)
  [ 88/288] p2_contextual      | google_flash       | run 8 -> OK (1 attempt, 21.5s)
  [ 89/288] p2_contextual      | xai_grok           | run 1 -> OK (1 attempt, 18.4s)
  [ 90/288] p2_contextual      | xai_grok           | run 2 -> OK (1 attempt, 15.7s)
  [ 91/288] p2_contextual      | xai_grok           | run 3 -> OK (1 attempt, 15.4s)
  [ 92/288] p2_contextual      | xai_grok           | run 4 -> OK (1 attempt, 16.8s)
  [ 93/288] p2_contextual      | xai_grok           | run 5 -> OK (1 attempt, 19.7s)
  [ 94/288] p2_contextual      | xai_grok           | run 6 -> OK (1 attempt, 16.3s)
  [ 95/288] p2_contextual      | xai_grok           | run 7 -> OK (1 attempt, 22.0s)
  [ 96/288] p2_contextual      | xai_grok           | run 8 -> OK (1 attempt, 19.0s)
  [ 97/288] p3_constraint      | anthropic_sonnet   | run 1 -> OK (1 attempt, 7.5s)
  [ 98/288] p3_constraint      | anthropic_sonnet   | run 2 -> OK (1 attempt, 8.7s)
  [ 99/288] p3_constraint      | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.2s)
  [100/288] p3_constraint      | anthropic_sonnet   | run 4 -> OK (1 attempt, 8.7s)
  [101/288] p3_constraint      | anthropic_sonnet   | run 5 -> OK (1 attempt, 7.7s)
  [102/288] p3_constraint      | anthropic_sonnet   | run 6 -> OK (1 attempt, 7.4s)
  [103/288] p3_constraint      | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.1s)
  [104/288] p3_constraint      | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.0s)
  [105/288] p3_constraint      | anthropic_opus     | run 1 -> OK (1 attempt, 13.4s)
  [106/288] p3_constraint      | anthropic_opus     | run 2 -> OK (1 attempt, 12.4s)
  [107/288] p3_constraint      | anthropic_opus     | run 3 -> OK (1 attempt, 11.5s)
  [108/288] p3_constraint      | anthropic_opus     | run 4 -> OK (1 attempt, 11.4s)
  [109/288] p3_constraint      | anthropic_opus     | run 5 -> OK (1 attempt, 12.2s)
  [110/288] p3_constraint      | anthropic_opus     | run 6 -> OK (1 attempt, 11.5s)
  [111/288] p3_constraint      | anthropic_opus     | run 7 -> OK (1 attempt, 10.6s)
  [112/288] p3_constraint      | anthropic_opus     | run 8 -> OK (1 attempt, 11.1s)
  [113/288] p3_constraint      | openai_mini        | run 1 -> OK (1 attempt, 3.3s)
  [114/288] p3_constraint      | openai_mini        | run 2 -> OK (1 attempt, 4.4s)
  [115/288] p3_constraint      | openai_mini        | run 3 -> OK (1 attempt, 4.6s)
  [116/288] p3_constraint      | openai_mini        | run 4 -> OK (1 attempt, 4.3s)
  [117/288] p3_constraint      | openai_mini        | run 5 -> OK (1 attempt, 4.3s)
  [118/288] p3_constraint      | openai_mini        | run 6 -> OK (1 attempt, 4.1s)
  [119/288] p3_constraint      | openai_mini        | run 7 -> OK (1 attempt, 3.5s)
  [120/288] p3_constraint      | openai_mini        | run 8 -> OK (1 attempt, 4.3s)
  [121/288] p3_constraint      | openai_flagship    | run 1 -> OK (1 attempt, 18.1s)
  [122/288] p3_constraint      | openai_flagship    | run 2 -> OK (1 attempt, 15.2s)
  [123/288] p3_constraint      | openai_flagship    | run 3 -> OK (1 attempt, 15.1s)
  [124/288] p3_constraint      | openai_flagship    | run 4 -> OK (2 attempts, 23.8s)
  [125/288] p3_constraint      | openai_flagship    | run 5 -> OK (2 attempts, 19.6s)
  [126/288] p3_constraint      | openai_flagship    | run 6 -> OK (4 attempts, 49.0s)
  [127/288] p3_constraint      | openai_flagship    | run 7 -> OK (1 attempt, 15.8s)
  [128/288] p3_constraint      | openai_flagship    | run 8 -> OK (2 attempts, 22.4s)
  [129/288] p3_constraint      | google_flash       | run 1 -> OK (1 attempt, 18.6s)
  [130/288] p3_constraint      | google_flash       | run 2 -> OK (1 attempt, 16.8s)
  [131/288] p3_constraint      | google_flash       | run 3 -> OK (1 attempt, 19.2s)
  [132/288] p3_constraint      | google_flash       | run 4 -> OK (1 attempt, 15.4s)
  [133/288] p3_constraint      | google_flash       | run 5 -> OK (1 attempt, 20.5s)
  [134/288] p3_constraint      | google_flash       | run 6 -> OK (1 attempt, 17.9s)
  [135/288] p3_constraint      | google_flash       | run 7 -> OK (1 attempt, 17.5s)
  [136/288] p3_constraint      | google_flash       | run 8 -> OK (1 attempt, 20.6s)
  [137/288] p3_constraint      | xai_grok           | run 1 -> OK (1 attempt, 22.1s)
  [138/288] p3_constraint      | xai_grok           | run 2 -> OK (1 attempt, 16.9s)
  [139/288] p3_constraint      | xai_grok           | run 3 -> OK (1 attempt, 17.8s)
  [140/288] p3_constraint      | xai_grok           | run 4 -> OK (1 attempt, 20.0s)
  [141/288] p3_constraint      | xai_grok           | run 5 -> OK (1 attempt, 17.6s)
  [142/288] p3_constraint      | xai_grok           | run 6 -> OK (1 attempt, 25.6s)
  [143/288] p3_constraint      | xai_grok           | run 7 -> OK (1 attempt, 15.2s)
  [144/288] p3_constraint      | xai_grok           | run 8 -> OK (1 attempt, 24.6s)
  [145/288] p4_identity        | anthropic_sonnet   | run 1 -> OK (1 attempt, 9.5s)
  [146/288] p4_identity        | anthropic_sonnet   | run 2 -> OK (1 attempt, 8.8s)
  [147/288] p4_identity        | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.4s)
  [148/288] p4_identity        | anthropic_sonnet   | run 4 -> OK (1 attempt, 8.2s)
  [149/288] p4_identity        | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.8s)
  [150/288] p4_identity        | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.8s)
  [151/288] p4_identity        | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.8s)
  [152/288] p4_identity        | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.9s)
  [153/288] p4_identity        | anthropic_opus     | run 1 -> OK (1 attempt, 14.8s)
  [154/288] p4_identity        | anthropic_opus     | run 2 -> OK (1 attempt, 13.7s)
  [155/288] p4_identity        | anthropic_opus     | run 3 -> OK (1 attempt, 12.2s)
  [156/288] p4_identity        | anthropic_opus     | run 4 -> OK (1 attempt, 11.8s)
  [157/288] p4_identity        | anthropic_opus     | run 5 -> OK (1 attempt, 11.7s)
  [158/288] p4_identity        | anthropic_opus     | run 6 -> OK (1 attempt, 12.3s)
  [159/288] p4_identity        | anthropic_opus     | run 7 -> OK (1 attempt, 12.3s)
  [160/288] p4_identity        | anthropic_opus     | run 8 -> OK (1 attempt, 12.3s)
  [161/288] p4_identity        | openai_mini        | run 1 -> OK (2 attempts, 11.1s)
  [162/288] p4_identity        | openai_mini        | run 2 -> OK (2 attempts, 12.4s)
  [163/288] p4_identity        | openai_mini        | run 3 -> OK (2 attempts, 10.1s)
  [164/288] p4_identity        | openai_mini        | run 4 -> OK (3 attempts, 19.5s)
  [165/288] p4_identity        | openai_mini        | run 5 -> OK (1 attempt, 6.5s)
  [166/288] p4_identity        | openai_mini        | run 6 -> OK (1 attempt, 6.7s)
  [167/288] p4_identity        | openai_mini        | run 7 -> OK (3 attempts, 17.4s)
  [168/288] p4_identity        | openai_mini        | run 8 -> OK (3 attempts, 19.9s)
  [169/288] p4_identity        | openai_flagship    | run 1 -> OK (1 attempt, 28.5s)
  [170/288] p4_identity        | openai_flagship    | run 2 -> OK (1 attempt, 35.1s)
  [171/288] p4_identity        | openai_flagship    | run 3 -> OK (1 attempt, 23.3s)
  [172/288] p4_identity        | openai_flagship    | run 4 -> OK (2 attempts, 28.8s)
  [173/288] p4_identity        | openai_flagship    | run 5 -> OK (2 attempts, 43.2s)
  [174/288] p4_identity        | openai_flagship    | run 6 -> OK (2 attempts, 41.3s)
  [175/288] p4_identity        | openai_flagship    | run 7 -> OK (2 attempts, 29.9s)
  [176/288] p4_identity        | openai_flagship    | run 8 -> FAILED [rate_limit_final] after 4 attempts (32.0s)
  [177/288] p4_identity        | google_flash       | run 1 -> OK (1 attempt, 15.2s)
  [178/288] p4_identity        | google_flash       | run 2 -> OK (1 attempt, 13.4s)
  [179/288] p4_identity        | google_flash       | run 3 -> OK (1 attempt, 15.0s)
  [180/288] p4_identity        | google_flash       | run 4 -> OK (1 attempt, 15.5s)
  [181/288] p4_identity        | google_flash       | run 5 -> OK (1 attempt, 15.2s)
  [182/288] p4_identity        | google_flash       | run 6 -> OK (1 attempt, 15.8s)
  [183/288] p4_identity        | google_flash       | run 7 -> OK (1 attempt, 16.3s)
  [184/288] p4_identity        | google_flash       | run 8 -> OK (1 attempt, 16.9s)
  [185/288] p4_identity        | xai_grok           | run 1 -> OK (1 attempt, 27.3s)
  [186/288] p4_identity        | xai_grok           | run 2 -> OK (1 attempt, 23.7s)
  [187/288] p4_identity        | xai_grok           | run 3 -> OK (1 attempt, 19.5s)
  [188/288] p4_identity        | xai_grok           | run 4 -> OK (1 attempt, 16.1s)
  [189/288] p4_identity        | xai_grok           | run 5 -> OK (1 attempt, 19.4s)
  [190/288] p4_identity        | xai_grok           | run 6 -> OK (1 attempt, 22.0s)
  [191/288] p4_identity        | xai_grok           | run 7 -> OK (1 attempt, 15.2s)
  [192/288] p4_identity        | xai_grok           | run 8 -> OK (1 attempt, 20.9s)
  [193/288] p5_discovery       | anthropic_sonnet   | run 1 -> OK (1 attempt, 9.6s)
  [194/288] p5_discovery       | anthropic_sonnet   | run 2 -> OK (1 attempt, 8.3s)
  [195/288] p5_discovery       | anthropic_sonnet   | run 3 -> OK (1 attempt, 9.1s)
  [196/288] p5_discovery       | anthropic_sonnet   | run 4 -> OK (1 attempt, 8.4s)
  [197/288] p5_discovery       | anthropic_sonnet   | run 5 -> OK (1 attempt, 7.3s)
  [198/288] p5_discovery       | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.6s)
  [199/288] p5_discovery       | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.5s)
  [200/288] p5_discovery       | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.1s)
  [201/288] p5_discovery       | anthropic_opus     | run 1 -> OK (1 attempt, 12.3s)
  [202/288] p5_discovery       | anthropic_opus     | run 2 -> OK (1 attempt, 12.4s)
  [203/288] p5_discovery       | anthropic_opus     | run 3 -> OK (1 attempt, 11.5s)
  [204/288] p5_discovery       | anthropic_opus     | run 4 -> OK (1 attempt, 12.6s)
  [205/288] p5_discovery       | anthropic_opus     | run 5 -> OK (1 attempt, 14.8s)
  [206/288] p5_discovery       | anthropic_opus     | run 6 -> OK (1 attempt, 14.5s)
  [207/288] p5_discovery       | anthropic_opus     | run 7 -> OK (1 attempt, 12.4s)
  [208/288] p5_discovery       | anthropic_opus     | run 8 -> OK (1 attempt, 12.6s)
  [209/288] p5_discovery       | openai_mini        | run 1 -> FAILED [rate_limit_final] after 4 attempts (32.6s)
  [210/288] p5_discovery       | openai_mini        | run 2 -> FAILED [rate_limit_final] after 4 attempts (32.0s)
  [211/288] p5_discovery       | openai_mini        | run 3 -> FAILED [rate_limit_final] after 4 attempts (32.2s)
  [212/288] p5_discovery       | openai_mini        | run 4 -> FAILED [rate_limit_final] after 4 attempts (32.4s)
  [213/288] p5_discovery       | openai_mini        | run 5 -> FAILED [rate_limit_final] after 4 attempts (31.2s)
  [214/288] p5_discovery       | openai_mini        | run 6 -> FAILED [rate_limit_final] after 4 attempts (31.8s)
  [215/288] p5_discovery       | openai_mini        | run 7 -> FAILED [rate_limit_final] after 4 attempts (32.5s)
  [216/288] p5_discovery       | openai_mini        | run 8 -> FAILED [rate_limit_final] after 4 attempts (32.5s)
  [217/288] p5_discovery       | openai_flagship    | run 1 -> FAILED [rate_limit_final] after 4 attempts (32.2s)
  [218/288] p5_discovery       | openai_flagship    | run 2 -> FAILED [rate_limit_final] after 4 attempts (33.1s)
  [219/288] p5_discovery       | openai_flagship    | run 3 -> FAILED [rate_limit_final] after 4 attempts (31.9s)
  [220/288] p5_discovery       | openai_flagship    | run 4 -> FAILED [rate_limit_final] after 4 attempts (32.6s)
  [221/288] p5_discovery       | openai_flagship    | run 5 -> FAILED [rate_limit_final] after 4 attempts (31.9s)
  [222/288] p5_discovery       | openai_flagship    | run 6 -> FAILED [rate_limit_final] after 4 attempts (31.9s)
  [223/288] p5_discovery       | openai_flagship    | run 7 -> FAILED [rate_limit_final] after 4 attempts (32.0s)
  [224/288] p5_discovery       | openai_flagship    | run 8 -> FAILED [rate_limit_final] after 4 attempts (32.2s)
  [225/288] p5_discovery       | google_flash       | run 1 -> OK (1 attempt, 21.8s)
  [226/288] p5_discovery       | google_flash       | run 2 -> OK (1 attempt, 23.5s)
  [227/288] p5_discovery       | google_flash       | run 3 -> OK (1 attempt, 17.8s)
  [228/288] p5_discovery       | google_flash       | run 4 -> OK (1 attempt, 18.5s)
  [229/288] p5_discovery       | google_flash       | run 5 -> OK (1 attempt, 17.8s)
  [230/288] p5_discovery       | google_flash       | run 6 -> OK (1 attempt, 20.8s)
  [231/288] p5_discovery       | google_flash       | run 7 -> OK (1 attempt, 19.9s)
  [232/288] p5_discovery       | google_flash       | run 8 -> OK (1 attempt, 17.1s)
  [233/288] p5_discovery       | xai_grok           | run 1 -> OK (1 attempt, 36.7s)
  [234/288] p5_discovery       | xai_grok           | run 2 -> OK (1 attempt, 35.0s)
  [235/288] p5_discovery       | xai_grok           | run 3 -> OK (1 attempt, 29.4s)
  [236/288] p5_discovery       | xai_grok           | run 4 -> OK (1 attempt, 34.8s)
  [237/288] p5_discovery       | xai_grok           | run 5 -> OK (1 attempt, 26.7s)
  [238/288] p5_discovery       | xai_grok           | run 6 -> OK (1 attempt, 28.2s)
  [239/288] p5_discovery       | xai_grok           | run 7 -> OK (1 attempt, 25.8s)
  [240/288] p5_discovery       | xai_grok           | run 8 -> OK (1 attempt, 32.3s)
  [241/288] p6_comparison      | anthropic_sonnet   | run 1 -> OK (1 attempt, 21.8s)
  [242/288] p6_comparison      | anthropic_sonnet   | run 2 -> OK (1 attempt, 22.1s)
  [243/288] p6_comparison      | anthropic_sonnet   | run 3 -> OK (1 attempt, 21.1s)
  [244/288] p6_comparison      | anthropic_sonnet   | run 4 -> OK (1 attempt, 22.7s)
  [245/288] p6_comparison      | anthropic_sonnet   | run 5 -> OK (1 attempt, 20.1s)
  [246/288] p6_comparison      | anthropic_sonnet   | run 6 -> OK (1 attempt, 21.2s)
  [247/288] p6_comparison      | anthropic_sonnet   | run 7 -> OK (1 attempt, 21.2s)
  [248/288] p6_comparison      | anthropic_sonnet   | run 8 -> OK (1 attempt, 20.9s)
  [249/288] p6_comparison      | anthropic_opus     | run 1 -> OK (1 attempt, 16.2s)
  [250/288] p6_comparison      | anthropic_opus     | run 2 -> OK (1 attempt, 16.0s)
  [251/288] p6_comparison      | anthropic_opus     | run 3 -> FAILED [transient_final] after 4 attempts (27.4s)
  [252/288] p6_comparison      | anthropic_opus     | run 4 -> FAILED [transient_final] after 4 attempts (27.4s)
  [253/288] p6_comparison      | anthropic_opus     | run 5 -> FAILED [transient_final] after 4 attempts (27.4s)
  [254/288] p6_comparison      | anthropic_opus     | run 6 -> FAILED [transient_final] after 4 attempts (27.6s)
  [255/288] p6_comparison      | anthropic_opus     | run 7 -> FAILED [transient_final] after 4 attempts (27.4s)
  [256/288] p6_comparison      | anthropic_opus     | run 8 -> FAILED [transient_final] after 4 attempts (27.4s)
  [257/288] p6_comparison      | openai_mini        | run 1 -> FAILED [transient_final] after 4 attempts (27.5s)
  [258/288] p6_comparison      | openai_mini        | run 2 -> FAILED [transient_final] after 4 attempts (27.4s)
  [259/288] p6_comparison      | openai_mini        | run 3 -> FAILED [transient_final] after 4 attempts (27.5s)
  [260/288] p6_comparison      | openai_mini        | run 4 -> FAILED [transient_final] after 4 attempts (27.5s)
  [261/288] p6_comparison      | openai_mini        | run 5 -> FAILED [transient_final] after 4 attempts (27.4s)
  [262/288] p6_comparison      | openai_mini        | run 6 -> FAILED [transient_final] after 4 attempts (27.4s)
  [263/288] p6_comparison      | openai_mini        | run 7 -> FAILED [transient_final] after 4 attempts (27.5s)
  [264/288] p6_comparison      | openai_mini        | run 8 -> FAILED [transient_final] after 4 attempts (27.2s)
  [265/288] p6_comparison      | openai_flagship    | run 1 -> FAILED [transient_final] after 4 attempts (27.5s)
  [266/288] p6_comparison      | openai_flagship    | run 2 -> FAILED [transient_final] after 4 attempts (27.5s)
  [267/288] p6_comparison      | openai_flagship    | run 3 -> FAILED [transient_final] after 4 attempts (27.5s)
  [268/288] p6_comparison      | openai_flagship    | run 4 -> FAILED [transient_final] after 4 attempts (27.7s)
  [269/288] p6_comparison      | openai_flagship    | run 5 -> FAILED [transient_final] after 4 attempts (27.4s)
  [270/288] p6_comparison      | openai_flagship    | run 6 -> FAILED [transient_final] after 4 attempts (27.6s)
  [271/288] p6_comparison      | openai_flagship    | run 7 -> FAILED [transient_final] after 4 attempts (27.3s)
  [272/288] p6_comparison      | openai_flagship    | run 8 -> FAILED [transient_final] after 4 attempts (27.3s)
  [273/288] p6_comparison      | google_flash       | run 1 -> FAILED [transient_final] after 4 attempts (22.2s)
  [274/288] p6_comparison      | google_flash       | run 2 -> FAILED [transient_final] after 4 attempts (22.2s)
  [275/288] p6_comparison      | google_flash       | run 3 -> FAILED [transient_final] after 4 attempts (22.2s)
  [276/288] p6_comparison      | google_flash       | run 4 -> FAILED [transient_final] after 4 attempts (22.2s)
  [277/288] p6_comparison      | google_flash       | run 5 -> FAILED [transient_final] after 4 attempts (22.2s)
  [278/288] p6_comparison      | google_flash       | run 6 -> FAILED [transient_final] after 4 attempts (22.2s)
  [279/288] p6_comparison      | google_flash       | run 7 -> FAILED [transient_final] after 4 attempts (22.2s)
  [280/288] p6_comparison      | google_flash       | run 8 -> FAILED [transient_final] after 4 attempts (22.2s)
  [281/288] p6_comparison      | xai_grok           | run 1 -> FAILED [transient_final] after 4 attempts (27.5s)
  [282/288] p6_comparison      | xai_grok           | run 2 -> FAILED [transient_final] after 4 attempts (27.4s)
  [283/288] p6_comparison      | xai_grok           | run 3 -> FAILED [transient_final] after 4 attempts (27.3s)
  [284/288] p6_comparison      | xai_grok           | run 4 -> FAILED [transient_final] after 4 attempts (27.4s)
  [285/288] p6_comparison      | xai_grok           | run 5 -> FAILED [transient_final] after 4 attempts (27.2s)
  [286/288] p6_comparison      | xai_grok           | run 6 -> FAILED [transient_final] after 4 attempts (27.2s)
  [287/288] p6_comparison      | xai_grok           | run 7 -> FAILED [transient_final] after 4 attempts (27.6s)
  [288/288] p6_comparison      | xai_grok           | run 8 -> FAILED [transient_final] after 4 attempts (27.6s)

==============================================================================
Run complete. Saved 288 rows to data/pm/results_v2_pm_20260507_015558.csv
  ok:                 233
  rate_limit_final:   17
  transient_final:    38
  hard_error:         0
