==============================================================================
AIAS Measurement Run v0.4
Category: finance
Started:  2026-05-07T16:47:34
Plan:     6 prompts x 6 models x 8 runs = 288 calls
Methodology: prompts=finance_v1.0, registry=finance_v1.0, temp=0.7
Registry: 16 brands
Output:   data/finance/
Models:
  - anthropic_sonnet   -> Anthropic claude-sonnet-4-6
  - anthropic_opus     -> Anthropic claude-opus-4-7 (no temp)
  - openai_mini        -> OpenAI gpt-5.4-mini
  - openai_flagship    -> OpenAI gpt-5.5 (no temp)
  - google_flash       -> Google gemini-2.5-flash
  - xai_grok           -> xAI grok-4-1-fast
==============================================================================
  [  1/288] p1_functional      | anthropic_sonnet   | run 1 -> OK (1 attempt, 9.3s)
  [ 16/288] p1_functional      | anthropic_opus     | run 8 -> OK (1 attempt, 9.8s)
  [ 17/288] p1_functional      | openai_mini        | run 1 -> OK (1 attempt, 7.0s)
  [ 18/288] p1_functional      | openai_mini        | run 2 -> OK (1 attempt, 3.2s)
  [ 19/288] p1_functional      | openai_mini        | run 3 -> OK (1 attempt, 3.8s)
  [ 20/288] p1_functional      | openai_mini        | run 4 -> OK (1 attempt, 4.1s)
  [ 21/288] p1_functional      | openai_mini        | run 5 -> OK (1 attempt, 3.4s)
  [ 22/288] p1_functional      | openai_mini        | run 6 -> OK (1 attempt, 3.9s)
  [ 23/288] p1_functional      | openai_mini        | run 7 -> OK (1 attempt, 3.4s)
  [ 24/288] p1_functional      | openai_mini        | run 8 -> OK (1 attempt, 3.3s)
  [ 25/288] p1_functional      | openai_flagship    | run 1 -> OK (1 attempt, 7.0s)
  [ 26/288] p1_functional      | openai_flagship    | run 2 -> OK (1 attempt, 7.7s)
  [ 27/288] p1_functional      | openai_flagship    | run 3 -> OK (1 attempt, 10.9s)
  [ 28/288] p1_functional      | openai_flagship    | run 4 -> OK (1 attempt, 9.4s)
  [ 29/288] p1_functional      | openai_flagship    | run 5 -> OK (1 attempt, 7.5s)
  [ 30/288] p1_functional      | openai_flagship    | run 6 -> OK (1 attempt, 7.1s)
  [ 31/288] p1_functional      | openai_flagship    | run 7 -> OK (1 attempt, 8.1s)
  [ 32/288] p1_functional      | openai_flagship    | run 8 -> OK (1 attempt, 7.9s)
  [ 33/288] p1_functional      | google_flash       | run 1 -> OK (1 attempt, 14.8s)
  [ 34/288] p1_functional      | google_flash       | run 2 -> OK (1 attempt, 16.0s)
  [ 35/288] p1_functional      | google_flash       | run 3 -> OK (1 attempt, 16.9s)
  [ 36/288] p1_functional      | google_flash       | run 4 -> OK (1 attempt, 16.1s)
  [ 37/288] p1_functional      | google_flash       | run 5 -> OK (1 attempt, 13.7s)
  [ 38/288] p1_functional      | google_flash       | run 6 -> OK (1 attempt, 16.0s)
  [ 39/288] p1_functional      | google_flash       | run 7 -> OK (1 attempt, 15.8s)
  [ 40/288] p1_functional      | google_flash       | run 8 -> OK (1 attempt, 16.2s)
  [ 41/288] p1_functional      | xai_grok           | run 1 -> OK (1 attempt, 12.9s)
  [ 42/288] p1_functional      | xai_grok           | run 2 -> OK (1 attempt, 18.4s)
  [ 43/288] p1_functional      | xai_grok           | run 3 -> OK (1 attempt, 16.4s)
  [ 44/288] p1_functional      | xai_grok           | run 4 -> OK (1 attempt, 15.6s)
  [ 45/288] p1_functional      | xai_grok           | run 5 -> OK (1 attempt, 18.7s)
  [ 46/288] p1_functional      | xai_grok           | run 6 -> OK (1 attempt, 16.6s)
  [ 47/288] p1_functional      | xai_grok           | run 7 -> OK (1 attempt, 20.4s)
  [ 48/288] p1_functional      | xai_grok           | run 8 -> OK (1 attempt, 16.4s)
  [ 49/288] p2_contextual      | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.2s)
  [ 50/288] p2_contextual      | anthropic_sonnet   | run 2 -> OK (1 attempt, 7.5s)
  [ 51/288] p2_contextual      | anthropic_sonnet   | run 3 -> OK (1 attempt, 7.9s)
  [ 52/288] p2_contextual      | anthropic_sonnet   | run 4 -> OK (1 attempt, 12.3s)
  [ 53/288] p2_contextual      | anthropic_sonnet   | run 5 -> OK (1 attempt, 9.1s)
  [ 54/288] p2_contextual      | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.1s)
  [ 55/288] p2_contextual      | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.1s)
  [ 56/288] p2_contextual      | anthropic_sonnet   | run 8 -> OK (1 attempt, 7.3s)
  [ 57/288] p2_contextual      | anthropic_opus     | run 1 -> OK (1 attempt, 15.1s)
  [ 58/288] p2_contextual      | anthropic_opus     | run 2 -> OK (1 attempt, 11.0s)
  [ 59/288] p2_contextual      | anthropic_opus     | run 3 -> OK (1 attempt, 11.7s)
  [ 60/288] p2_contextual      | anthropic_opus     | run 4 -> OK (1 attempt, 11.4s)
  [ 61/288] p2_contextual      | anthropic_opus     | run 5 -> OK (1 attempt, 10.1s)
  [ 62/288] p2_contextual      | anthropic_opus     | run 6 -> OK (1 attempt, 10.9s)
  [ 63/288] p2_contextual      | anthropic_opus     | run 7 -> OK (1 attempt, 11.6s)
  [ 64/288] p2_contextual      | anthropic_opus     | run 8 -> OK (1 attempt, 12.9s)
  [ 65/288] p2_contextual      | openai_mini        | run 1 -> OK (1 attempt, 3.6s)
  [ 66/288] p2_contextual      | openai_mini        | run 2 -> OK (1 attempt, 3.5s)
  [ 67/288] p2_contextual      | openai_mini        | run 3 -> OK (1 attempt, 4.8s)
  [ 68/288] p2_contextual      | openai_mini        | run 4 -> OK (1 attempt, 3.8s)
  [ 69/288] p2_contextual      | openai_mini        | run 5 -> OK (1 attempt, 3.7s)
  [ 70/288] p2_contextual      | openai_mini        | run 6 -> OK (1 attempt, 5.4s)
  [ 71/288] p2_contextual      | openai_mini        | run 7 -> OK (1 attempt, 4.9s)
  [ 72/288] p2_contextual      | openai_mini        | run 8 -> OK (1 attempt, 4.0s)
  [ 73/288] p2_contextual      | openai_flagship    | run 1 -> OK (1 attempt, 6.8s)
  [ 74/288] p2_contextual      | openai_flagship    | run 2 -> OK (1 attempt, 9.0s)
  [ 75/288] p2_contextual      | openai_flagship    | run 3 -> OK (1 attempt, 10.2s)
  [ 76/288] p2_contextual      | openai_flagship    | run 4 -> OK (1 attempt, 15.0s)
  [ 77/288] p2_contextual      | openai_flagship    | run 5 -> OK (1 attempt, 13.9s)
  [ 78/288] p2_contextual      | openai_flagship    | run 6 -> OK (1 attempt, 7.6s)
  [ 79/288] p2_contextual      | openai_flagship    | run 7 -> OK (1 attempt, 10.0s)
  [ 80/288] p2_contextual      | openai_flagship    | run 8 -> OK (1 attempt, 9.0s)
  [ 81/288] p2_contextual      | google_flash       | run 1 -> OK (1 attempt, 17.2s)
  [ 82/288] p2_contextual      | google_flash       | run 2 -> OK (1 attempt, 19.7s)
  [ 83/288] p2_contextual      | google_flash       | run 3 -> OK (1 attempt, 22.3s)
  [ 84/288] p2_contextual      | google_flash       | run 4 -> OK (1 attempt, 18.5s)
  [ 85/288] p2_contextual      | google_flash       | run 5 -> OK (1 attempt, 18.7s)
  [ 86/288] p2_contextual      | google_flash       | run 6 -> OK (1 attempt, 18.4s)
  [ 87/288] p2_contextual      | google_flash       | run 7 -> OK (1 attempt, 18.0s)
  [ 88/288] p2_contextual      | google_flash       | run 8 -> OK (1 attempt, 17.1s)
  [ 89/288] p2_contextual      | xai_grok           | run 1 -> OK (1 attempt, 16.6s)
  [ 90/288] p2_contextual      | xai_grok           | run 2 -> OK (1 attempt, 14.7s)
  [ 91/288] p2_contextual      | xai_grok           | run 3 -> OK (1 attempt, 15.1s)
  [ 92/288] p2_contextual      | xai_grok           | run 4 -> OK (1 attempt, 17.2s)
  [ 93/288] p2_contextual      | xai_grok           | run 5 -> OK (1 attempt, 14.1s)
  [ 94/288] p2_contextual      | xai_grok           | run 6 -> OK (1 attempt, 14.7s)
  [ 95/288] p2_contextual      | xai_grok           | run 7 -> OK (1 attempt, 16.4s)
  [ 96/288] p2_contextual      | xai_grok           | run 8 -> OK (1 attempt, 20.9s)
  [ 97/288] p3_constraint      | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.7s)
  [ 98/288] p3_constraint      | anthropic_sonnet   | run 2 -> OK (1 attempt, 8.3s)
  [ 99/288] p3_constraint      | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.6s)
  [100/288] p3_constraint      | anthropic_sonnet   | run 4 -> OK (1 attempt, 9.1s)
  [101/288] p3_constraint      | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.7s)
  [102/288] p3_constraint      | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.4s)
  [103/288] p3_constraint      | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.7s)
  [104/288] p3_constraint      | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.6s)
  [105/288] p3_constraint      | anthropic_opus     | run 1 -> OK (1 attempt, 11.8s)
  [106/288] p3_constraint      | anthropic_opus     | run 2 -> OK (1 attempt, 11.3s)
  [107/288] p3_constraint      | anthropic_opus     | run 3 -> FAILED [transient_final] after 4 attempts (23.9s)
  [108/288] p3_constraint      | anthropic_opus     | run 4 -> FAILED [transient_final] after 4 attempts (23.4s)
  [109/288] p3_constraint      | anthropic_opus     | run 5 -> FAILED [transient_final] after 4 attempts (23.2s)
  [110/288] p3_constraint      | anthropic_opus     | run 6 -> FAILED [transient_final] after 4 attempts (23.3s)
  [111/288] p3_constraint      | anthropic_opus     | run 7 -> FAILED [transient_final] after 4 attempts (23.1s)
  [112/288] p3_constraint      | anthropic_opus     | run 8 -> FAILED [transient_final] after 4 attempts (23.5s)
  [113/288] p3_constraint      | openai_mini        | run 1 -> OK (1 attempt, 4.2s)
  [114/288] p3_constraint      | openai_mini        | run 2 -> OK (1 attempt, 5.2s)
  [115/288] p3_constraint      | openai_mini        | run 3 -> OK (1 attempt, 4.9s)
  [116/288] p3_constraint      | openai_mini        | run 4 -> OK (1 attempt, 5.3s)
  [117/288] p3_constraint      | openai_mini        | run 5 -> OK (1 attempt, 4.4s)
  [118/288] p3_constraint      | openai_mini        | run 6 -> OK (1 attempt, 5.0s)
  [119/288] p3_constraint      | openai_mini        | run 7 -> OK (1 attempt, 5.8s)
  [120/288] p3_constraint      | openai_mini        | run 8 -> OK (1 attempt, 3.5s)
  [121/288] p3_constraint      | openai_flagship    | run 1 -> OK (1 attempt, 15.5s)
  [122/288] p3_constraint      | openai_flagship    | run 2 -> OK (1 attempt, 18.5s)
  [123/288] p3_constraint      | openai_flagship    | run 3 -> OK (1 attempt, 25.2s)
  [124/288] p3_constraint      | openai_flagship    | run 4 -> OK (1 attempt, 21.6s)
  [125/288] p3_constraint      | openai_flagship    | run 5 -> OK (1 attempt, 16.3s)
  [126/288] p3_constraint      | openai_flagship    | run 6 -> OK (1 attempt, 14.9s)
  [127/288] p3_constraint      | openai_flagship    | run 7 -> OK (1 attempt, 11.7s)
  [128/288] p3_constraint      | openai_flagship    | run 8 -> OK (1 attempt, 25.3s)
  [129/288] p3_constraint      | google_flash       | run 1 -> OK (1 attempt, 18.5s)
  [130/288] p3_constraint      | google_flash       | run 2 -> OK (1 attempt, 17.9s)
  [131/288] p3_constraint      | google_flash       | run 3 -> OK (1 attempt, 16.4s)
  [132/288] p3_constraint      | google_flash       | run 4 -> OK (1 attempt, 15.6s)
  [133/288] p3_constraint      | google_flash       | run 5 -> OK (1 attempt, 16.9s)
  [134/288] p3_constraint      | google_flash       | run 6 -> OK (1 attempt, 17.8s)
  [135/288] p3_constraint      | google_flash       | run 7 -> OK (1 attempt, 21.4s)
  [136/288] p3_constraint      | google_flash       | run 8 -> OK (1 attempt, 18.7s)
  [137/288] p3_constraint      | xai_grok           | run 1 -> OK (1 attempt, 18.4s)
  [138/288] p3_constraint      | xai_grok           | run 2 -> OK (1 attempt, 17.3s)
  [139/288] p3_constraint      | xai_grok           | run 3 -> OK (1 attempt, 21.1s)
  [140/288] p3_constraint      | xai_grok           | run 4 -> OK (1 attempt, 19.4s)
  [141/288] p3_constraint      | xai_grok           | run 5 -> OK (1 attempt, 16.8s)
  [142/288] p3_constraint      | xai_grok           | run 6 -> OK (1 attempt, 20.1s)
  [143/288] p3_constraint      | xai_grok           | run 7 -> OK (1 attempt, 16.5s)
  [144/288] p3_constraint      | xai_grok           | run 8 -> OK (1 attempt, 16.2s)
  [145/288] p4_identity        | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.8s)
  [146/288] p4_identity        | anthropic_sonnet   | run 2 -> OK (1 attempt, 9.0s)
  [147/288] p4_identity        | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.5s)
  [148/288] p4_identity        | anthropic_sonnet   | run 4 -> OK (1 attempt, 8.4s)
  [149/288] p4_identity        | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.5s)
  [150/288] p4_identity        | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.2s)
  [151/288] p4_identity        | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.1s)
  [152/288] p4_identity        | anthropic_sonnet   | run 8 -> OK (1 attempt, 9.8s)
  [153/288] p4_identity        | anthropic_opus     | run 1 -> OK (1 attempt, 11.8s)
  [154/288] p4_identity        | anthropic_opus     | run 2 -> OK (1 attempt, 11.1s)
  [155/288] p4_identity        | anthropic_opus     | run 3 -> OK (1 attempt, 10.6s)
  [156/288] p4_identity        | anthropic_opus     | run 4 -> OK (1 attempt, 12.1s)
  [157/288] p4_identity        | anthropic_opus     | run 5 -> OK (1 attempt, 12.3s)
  [158/288] p4_identity        | anthropic_opus     | run 6 -> OK (1 attempt, 11.9s)
  [159/288] p4_identity        | anthropic_opus     | run 7 -> OK (1 attempt, 11.5s)
  [160/288] p4_identity        | anthropic_opus     | run 8 -> OK (1 attempt, 12.6s)
  [161/288] p4_identity        | openai_mini        | run 1 -> OK (1 attempt, 6.4s)
  [162/288] p4_identity        | openai_mini        | run 2 -> OK (1 attempt, 4.6s)
  [163/288] p4_identity        | openai_mini        | run 3 -> OK (1 attempt, 8.3s)
  [164/288] p4_identity        | openai_mini        | run 4 -> OK (1 attempt, 5.7s)
  [165/288] p4_identity        | openai_mini        | run 5 -> OK (1 attempt, 5.7s)
  [166/288] p4_identity        | openai_mini        | run 6 -> OK (1 attempt, 5.5s)
  [167/288] p4_identity        | openai_mini        | run 7 -> OK (1 attempt, 5.9s)
  [168/288] p4_identity        | openai_mini        | run 8 -> OK (1 attempt, 6.4s)
  [169/288] p4_identity        | openai_flagship    | run 1 -> OK (1 attempt, 14.1s)
  [170/288] p4_identity        | openai_flagship    | run 2 -> OK (1 attempt, 17.8s)
  [171/288] p4_identity        | openai_flagship    | run 3 -> OK (1 attempt, 19.1s)
  [172/288] p4_identity        | openai_flagship    | run 4 -> OK (1 attempt, 12.7s)
  [173/288] p4_identity        | openai_flagship    | run 5 -> OK (1 attempt, 22.2s)
  [174/288] p4_identity        | openai_flagship    | run 6 -> OK (1 attempt, 14.8s)
  [175/288] p4_identity        | openai_flagship    | run 7 -> OK (1 attempt, 19.8s)
  [176/288] p4_identity        | openai_flagship    | run 8 -> OK (1 attempt, 17.0s)
  [177/288] p4_identity        | google_flash       | run 1 -> OK (1 attempt, 12.1s)
  [178/288] p4_identity        | google_flash       | run 2 -> OK (1 attempt, 15.7s)
  [179/288] p4_identity        | google_flash       | run 3 -> OK (1 attempt, 15.9s)
  [180/288] p4_identity        | google_flash       | run 4 -> OK (1 attempt, 14.6s)
  [181/288] p4_identity        | google_flash       | run 5 -> OK (1 attempt, 14.3s)
  [182/288] p4_identity        | google_flash       | run 6 -> OK (1 attempt, 16.4s)
  [183/288] p4_identity        | google_flash       | run 7 -> OK (1 attempt, 14.7s)
  [184/288] p4_identity        | google_flash       | run 8 -> OK (1 attempt, 14.5s)
  [185/288] p4_identity        | xai_grok           | run 1 -> OK (1 attempt, 20.1s)
  [186/288] p4_identity        | xai_grok           | run 2 -> OK (1 attempt, 16.9s)
  [187/288] p4_identity        | xai_grok           | run 3 -> OK (1 attempt, 17.4s)
  [188/288] p4_identity        | xai_grok           | run 4 -> OK (1 attempt, 22.3s)
  [189/288] p4_identity        | xai_grok           | run 5 -> OK (1 attempt, 17.3s)
  [190/288] p4_identity        | xai_grok           | run 6 -> OK (1 attempt, 22.3s)
  [191/288] p4_identity        | xai_grok           | run 7 -> OK (1 attempt, 17.3s)
  [192/288] p4_identity        | xai_grok           | run 8 -> OK (1 attempt, 18.3s)
  [193/288] p5_discovery       | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.7s)
  [194/288] p5_discovery       | anthropic_sonnet   | run 2 -> OK (1 attempt, 7.5s)
  [195/288] p5_discovery       | anthropic_sonnet   | run 3 -> OK (1 attempt, 7.8s)
  [196/288] p5_discovery       | anthropic_sonnet   | run 4 -> OK (1 attempt, 8.1s)
  [197/288] p5_discovery       | anthropic_sonnet   | run 5 -> OK (1 attempt, 7.8s)
  [198/288] p5_discovery       | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.3s)
  [199/288] p5_discovery       | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.3s)
  [200/288] p5_discovery       | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.2s)
  [201/288] p5_discovery       | anthropic_opus     | run 1 -> OK (1 attempt, 11.6s)
  [202/288] p5_discovery       | anthropic_opus     | run 2 -> OK (1 attempt, 11.2s)
  [203/288] p5_discovery       | anthropic_opus     | run 3 -> OK (1 attempt, 9.8s)
  [204/288] p5_discovery       | anthropic_opus     | run 4 -> OK (1 attempt, 11.4s)
  [205/288] p5_discovery       | anthropic_opus     | run 5 -> OK (1 attempt, 11.0s)
  [206/288] p5_discovery       | anthropic_opus     | run 6 -> OK (1 attempt, 11.5s)
  [207/288] p5_discovery       | anthropic_opus     | run 7 -> OK (1 attempt, 11.4s)
  [208/288] p5_discovery       | anthropic_opus     | run 8 -> OK (1 attempt, 12.2s)
  [209/288] p5_discovery       | openai_mini        | run 1 -> OK (1 attempt, 4.8s)
  [210/288] p5_discovery       | openai_mini        | run 2 -> OK (1 attempt, 5.1s)
  [211/288] p5_discovery       | openai_mini        | run 3 -> OK (1 attempt, 5.1s)
  [212/288] p5_discovery       | openai_mini        | run 4 -> OK (1 attempt, 5.1s)
  [213/288] p5_discovery       | openai_mini        | run 5 -> OK (1 attempt, 4.0s)
  [214/288] p5_discovery       | openai_mini        | run 6 -> OK (1 attempt, 5.2s)
  [215/288] p5_discovery       | openai_mini        | run 7 -> OK (1 attempt, 4.9s)
  [216/288] p5_discovery       | openai_mini        | run 8 -> OK (1 attempt, 4.7s)
  [217/288] p5_discovery       | openai_flagship    | run 1 -> OK (1 attempt, 17.5s)
  [218/288] p5_discovery       | openai_flagship    | run 2 -> OK (1 attempt, 18.2s)
  [219/288] p5_discovery       | openai_flagship    | run 3 -> OK (1 attempt, 15.9s)
  [220/288] p5_discovery       | openai_flagship    | run 4 -> OK (1 attempt, 18.4s)
  [221/288] p5_discovery       | openai_flagship    | run 5 -> OK (1 attempt, 18.1s)
  [222/288] p5_discovery       | openai_flagship    | run 6 -> OK (1 attempt, 22.6s)
  [223/288] p5_discovery       | openai_flagship    | run 7 -> OK (1 attempt, 17.2s)
  [224/288] p5_discovery       | openai_flagship    | run 8 -> OK (1 attempt, 18.7s)
  [225/288] p5_discovery       | google_flash       | run 1 -> OK (1 attempt, 16.4s)
  [226/288] p5_discovery       | google_flash       | run 2 -> OK (1 attempt, 15.8s)
  [227/288] p5_discovery       | google_flash       | run 3 -> OK (1 attempt, 18.9s)
  [228/288] p5_discovery       | google_flash       | run 4 -> OK (1 attempt, 19.4s)
  [229/288] p5_discovery       | google_flash       | run 5 -> OK (1 attempt, 20.2s)
  [230/288] p5_discovery       | google_flash       | run 6 -> OK (1 attempt, 17.9s)
  [231/288] p5_discovery       | google_flash       | run 7 -> OK (1 attempt, 19.7s)
  [232/288] p5_discovery       | google_flash       | run 8 -> OK (1 attempt, 17.9s)
  [233/288] p5_discovery       | xai_grok           | run 1 -> OK (1 attempt, 27.6s)
  [234/288] p5_discovery       | xai_grok           | run 2 -> OK (1 attempt, 25.1s)
  [235/288] p5_discovery       | xai_grok           | run 3 -> OK (1 attempt, 34.8s)
  [236/288] p5_discovery       | xai_grok           | run 4 -> OK (1 attempt, 24.9s)
  [237/288] p5_discovery       | xai_grok           | run 5 -> OK (1 attempt, 24.5s)
  [238/288] p5_discovery       | xai_grok           | run 6 -> OK (1 attempt, 19.1s)
  [239/288] p5_discovery       | xai_grok           | run 7 -> OK (1 attempt, 17.8s)
  [240/288] p5_discovery       | xai_grok           | run 8 -> OK (1 attempt, 25.6s)
  [241/288] p6_comparison      | anthropic_sonnet   | run 1 -> OK (1 attempt, 18.2s)
  [242/288] p6_comparison      | anthropic_sonnet   | run 2 -> OK (1 attempt, 18.9s)
  [243/288] p6_comparison      | anthropic_sonnet   | run 3 -> OK (1 attempt, 16.7s)
  [244/288] p6_comparison      | anthropic_sonnet   | run 4 -> OK (1 attempt, 14.8s)
  [245/288] p6_comparison      | anthropic_sonnet   | run 5 -> OK (1 attempt, 17.1s)
  [246/288] p6_comparison      | anthropic_sonnet   | run 6 -> OK (1 attempt, 10.0s)
  [247/288] p6_comparison      | anthropic_sonnet   | run 7 -> OK (1 attempt, 9.8s)
  [248/288] p6_comparison      | anthropic_sonnet   | run 8 -> OK (1 attempt, 10.0s)
  [249/288] p6_comparison      | anthropic_opus     | run 1 -> OK (1 attempt, 16.0s)
  [250/288] p6_comparison      | anthropic_opus     | run 2 -> OK (1 attempt, 16.1s)
  [251/288] p6_comparison      | anthropic_opus     | run 3 -> OK (1 attempt, 16.0s)
  [252/288] p6_comparison      | anthropic_opus     | run 4 -> OK (1 attempt, 19.7s)
  [253/288] p6_comparison      | anthropic_opus     | run 5 -> OK (1 attempt, 18.4s)
  [254/288] p6_comparison      | anthropic_opus     | run 6 -> OK (1 attempt, 16.4s)
  [255/288] p6_comparison      | anthropic_opus     | run 7 -> OK (1 attempt, 14.0s)
  [256/288] p6_comparison      | anthropic_opus     | run 8 -> OK (1 attempt, 14.7s)
  [257/288] p6_comparison      | openai_mini        | run 1 -> OK (1 attempt, 7.8s)
  [258/288] p6_comparison      | openai_mini        | run 2 -> OK (1 attempt, 6.8s)
  [259/288] p6_comparison      | openai_mini        | run 3 -> OK (1 attempt, 7.9s)
  [260/288] p6_comparison      | openai_mini        | run 4 -> OK (1 attempt, 9.2s)
  [261/288] p6_comparison      | openai_mini        | run 5 -> OK (1 attempt, 9.5s)
  [262/288] p6_comparison      | openai_mini        | run 6 -> OK (1 attempt, 10.5s)
  [263/288] p6_comparison      | openai_mini        | run 7 -> OK (1 attempt, 12.7s)
  [264/288] p6_comparison      | openai_mini        | run 8 -> OK (1 attempt, 7.7s)
  [265/288] p6_comparison      | openai_flagship    | run 1 -> OK (1 attempt, 24.2s)
  [266/288] p6_comparison      | openai_flagship    | run 2 -> OK (1 attempt, 26.2s)
  [267/288] p6_comparison      | openai_flagship    | run 3 -> OK (1 attempt, 27.0s)
  [268/288] p6_comparison      | openai_flagship    | run 4 -> OK (1 attempt, 22.3s)
  [269/288] p6_comparison      | openai_flagship    | run 5 -> OK (1 attempt, 26.7s)
  [270/288] p6_comparison      | openai_flagship    | run 6 -> OK (1 attempt, 23.2s)
  [271/288] p6_comparison      | openai_flagship    | run 7 -> OK (1 attempt, 27.9s)
  [272/288] p6_comparison      | openai_flagship    | run 8 -> OK (1 attempt, 26.6s)
  [273/288] p6_comparison      | google_flash       | run 1 -> OK (1 attempt, 25.0s)
  [274/288] p6_comparison      | google_flash       | run 2 -> OK (1 attempt, 23.4s)
  [275/288] p6_comparison      | google_flash       | run 3 -> OK (1 attempt, 25.5s)
  [276/288] p6_comparison      | google_flash       | run 4 -> OK (1 attempt, 21.0s)
  [277/288] p6_comparison      | google_flash       | run 5 -> OK (1 attempt, 23.8s)
  [278/288] p6_comparison      | google_flash       | run 6 -> OK (1 attempt, 24.7s)
  [279/288] p6_comparison      | google_flash       | run 7 -> OK (1 attempt, 25.3s)
  [280/288] p6_comparison      | google_flash       | run 8 -> OK (1 attempt, 22.2s)
  [281/288] p6_comparison      | xai_grok           | run 1 -> OK (1 attempt, 16.6s)
  [282/288] p6_comparison      | xai_grok           | run 2 -> OK (1 attempt, 19.2s)
  [283/288] p6_comparison      | xai_grok           | run 3 -> OK (1 attempt, 19.4s)
  [284/288] p6_comparison      | xai_grok           | run 4 -> OK (1 attempt, 17.5s)
  [285/288] p6_comparison      | xai_grok           | run 5 -> OK (1 attempt, 16.7s)
  [286/288] p6_comparison      | xai_grok           | run 6 -> OK (1 attempt, 18.1s)
  [287/288] p6_comparison      | xai_grok           | run 7 -> OK (1 attempt, 22.3s)
  [288/288] p6_comparison      | xai_grok           | run 8 -> OK (1 attempt, 17.9s)

==============================================================================
Run complete. Saved 288 rows to data/finance/results_v2_finance_20260507_175312.csv
  ok:                 282
  rate_limit_final:   0
  transient_final:    6
  hard_error:         0
==============================================================================
