==============================================================================
AIAS Measurement Run v0.3
Started:  2026-05-04T11:10:35
Plan:     6 prompts x 6 models x 8 runs = 288 calls
Methodology: prompts=household_v1.0, registry=household_v1.0, temp=0.7
Models:
  - anthropic_sonnet   -> Anthropic claude-sonnet-4-6
  - anthropic_opus     -> Anthropic claude-opus-4-7 (no temp)
  - openai_mini        -> OpenAI gpt-5.4-mini
  - openai_flagship    -> OpenAI gpt-5.5 (no temp)
  - google_flash       -> Google gemini-2.5-flash
  - xai_grok           -> xAI grok-4-1-fast
==============================================================================
  [  1/288] p1_functional      | anthropic_sonnet   | run 1 -> OK (1 attempt, 7.4s)
  [ 90/288] p2_contextual      | xai_grok           | run 2 -> OK (1 attempt, 16.4s)
  [ 91/288] p2_contextual      | xai_grok           | run 3 -> OK (1 attempt, 21.1s)
  [ 92/288] p2_contextual      | xai_grok           | run 4 -> OK (1 attempt, 15.6s)
  [ 93/288] p2_contextual      | xai_grok           | run 5 -> OK (1 attempt, 23.7s)
  [ 94/288] p2_contextual      | xai_grok           | run 6 -> OK (1 attempt, 17.2s)
  [ 95/288] p2_contextual      | xai_grok           | run 7 -> OK (1 attempt, 23.3s)
  [ 96/288] p2_contextual      | xai_grok           | run 8 -> OK (1 attempt, 19.0s)
  [ 97/288] p3_constraint      | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.3s)
  [ 98/288] p3_constraint      | anthropic_sonnet   | run 2 -> OK (1 attempt, 8.0s)
  [ 99/288] p3_constraint      | anthropic_sonnet   | run 3 -> OK (1 attempt, 7.9s)
  [100/288] p3_constraint      | anthropic_sonnet   | run 4 -> OK (1 attempt, 7.7s)
  [101/288] p3_constraint      | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.4s)
  [102/288] p3_constraint      | anthropic_sonnet   | run 6 -> OK (1 attempt, 9.2s)
  [103/288] p3_constraint      | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.2s)
  [104/288] p3_constraint      | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.3s)
  [105/288] p3_constraint      | anthropic_opus     | run 1 -> OK (1 attempt, 14.2s)
  [106/288] p3_constraint      | anthropic_opus     | run 2 -> OK (1 attempt, 14.0s)
  [107/288] p3_constraint      | anthropic_opus     | run 3 -> OK (1 attempt, 15.4s)
  [108/288] p3_constraint      | anthropic_opus     | run 4 -> OK (1 attempt, 13.6s)
  [109/288] p3_constraint      | anthropic_opus     | run 5 -> OK (1 attempt, 17.2s)
  [110/288] p3_constraint      | anthropic_opus     | run 6 -> OK (1 attempt, 14.1s)
  [111/288] p3_constraint      | anthropic_opus     | run 7 -> OK (1 attempt, 15.4s)
  [112/288] p3_constraint      | anthropic_opus     | run 8 -> OK (1 attempt, 14.5s)
  [113/288] p3_constraint      | openai_mini        | run 1 -> OK (1 attempt, 5.2s)
  [114/288] p3_constraint      | openai_mini        | run 2 -> OK (1 attempt, 5.8s)
  [115/288] p3_constraint      | openai_mini        | run 3 -> OK (1 attempt, 4.8s)
  [116/288] p3_constraint      | openai_mini        | run 4 -> OK (1 attempt, 4.1s)
  [117/288] p3_constraint      | openai_mini        | run 5 -> OK (1 attempt, 5.8s)
  [118/288] p3_constraint      | openai_mini        | run 6 -> OK (1 attempt, 5.5s)
  [119/288] p3_constraint      | openai_mini        | run 7 -> OK (1 attempt, 5.7s)
  [120/288] p3_constraint      | openai_mini        | run 8 -> OK (1 attempt, 2.8s)
  [121/288] p3_constraint      | openai_flagship    | run 1 -> OK (1 attempt, 17.2s)
  [122/288] p3_constraint      | openai_flagship    | run 2 -> OK (1 attempt, 16.7s)
  [123/288] p3_constraint      | openai_flagship    | run 3 -> OK (1 attempt, 16.6s)
  [124/288] p3_constraint      | openai_flagship    | run 4 -> OK (1 attempt, 18.1s)
  [125/288] p3_constraint      | openai_flagship    | run 5 -> OK (1 attempt, 14.7s)
  [126/288] p3_constraint      | openai_flagship    | run 6 -> OK (1 attempt, 16.9s)
  [127/288] p3_constraint      | openai_flagship    | run 7 -> OK (1 attempt, 14.4s)
  [128/288] p3_constraint      | openai_flagship    | run 8 -> OK (1 attempt, 17.2s)
  [129/288] p3_constraint      | google_flash       | run 1 -> FAILED [rate_limit_final] after 4 attempts (150.5s)
  [130/288] p3_constraint      | google_flash       | run 2 -> OK (2 attempts, 77.9s)
  [131/288] p3_constraint      | google_flash       | run 3 -> FAILED [rate_limit_final] after 4 attempts (162.0s)
  [132/288] p3_constraint      | google_flash       | run 4 -> FAILED [rate_limit_final] after 4 attempts (179.8s)
  [133/288] p3_constraint      | google_flash       | run 5 -> FAILED [rate_limit_final] after 4 attempts (179.9s)
  [134/288] p3_constraint      | google_flash       | run 6 -> FAILED [rate_limit_final] after 4 attempts (179.9s)
  [135/288] p3_constraint      | google_flash       | run 7 -> FAILED [rate_limit_final] after 4 attempts (180.3s)
  [136/288] p3_constraint      | google_flash       | run 8 -> FAILED [rate_limit_final] after 4 attempts (179.8s)
  [137/288] p3_constraint      | xai_grok           | run 1 -> OK (1 attempt, 25.6s)
  [138/288] p3_constraint      | xai_grok           | run 2 -> OK (1 attempt, 22.5s)
  [139/288] p3_constraint      | xai_grok           | run 3 -> OK (1 attempt, 27.0s)
  [140/288] p3_constraint      | xai_grok           | run 4 -> OK (1 attempt, 41.4s)
  [141/288] p3_constraint      | xai_grok           | run 5 -> OK (1 attempt, 19.0s)
  [142/288] p3_constraint      | xai_grok           | run 6 -> OK (1 attempt, 22.2s)
  [143/288] p3_constraint      | xai_grok           | run 7 -> OK (1 attempt, 21.0s)
  [144/288] p3_constraint      | xai_grok           | run 8 -> OK (1 attempt, 18.0s)
  [145/288] p4_identity        | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.8s)
  [146/288] p4_identity        | anthropic_sonnet   | run 2 -> OK (1 attempt, 8.5s)
  [147/288] p4_identity        | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.1s)
  [148/288] p4_identity        | anthropic_sonnet   | run 4 -> OK (1 attempt, 9.0s)
  [149/288] p4_identity        | anthropic_sonnet   | run 5 -> OK (1 attempt, 7.9s)
  [150/288] p4_identity        | anthropic_sonnet   | run 6 -> OK (1 attempt, 8.7s)
  [151/288] p4_identity        | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.0s)
  [152/288] p4_identity        | anthropic_sonnet   | run 8 -> OK (1 attempt, 8.3s)
  [153/288] p4_identity        | anthropic_opus     | run 1 -> OK (1 attempt, 17.1s)
  [154/288] p4_identity        | anthropic_opus     | run 2 -> OK (1 attempt, 17.8s)
  [155/288] p4_identity        | anthropic_opus     | run 3 -> OK (1 attempt, 14.7s)
  [156/288] p4_identity        | anthropic_opus     | run 4 -> OK (1 attempt, 14.7s)
  [157/288] p4_identity        | anthropic_opus     | run 5 -> OK (1 attempt, 14.9s)
  [158/288] p4_identity        | anthropic_opus     | run 6 -> OK (1 attempt, 17.5s)
  [159/288] p4_identity        | anthropic_opus     | run 7 -> OK (1 attempt, 14.7s)
  [160/288] p4_identity        | anthropic_opus     | run 8 -> OK (1 attempt, 13.5s)
  [161/288] p4_identity        | openai_mini        | run 1 -> OK (1 attempt, 5.1s)
  [162/288] p4_identity        | openai_mini        | run 2 -> OK (1 attempt, 5.3s)
  [163/288] p4_identity        | openai_mini        | run 3 -> OK (1 attempt, 4.1s)
  [164/288] p4_identity        | openai_mini        | run 4 -> OK (1 attempt, 6.8s)
  [165/288] p4_identity        | openai_mini        | run 5 -> OK (1 attempt, 5.5s)
  [166/288] p4_identity        | openai_mini        | run 6 -> OK (1 attempt, 5.0s)
  [167/288] p4_identity        | openai_mini        | run 7 -> OK (1 attempt, 4.8s)
  [168/288] p4_identity        | openai_mini        | run 8 -> OK (1 attempt, 4.6s)
  [169/288] p4_identity        | openai_flagship    | run 1 -> OK (1 attempt, 25.1s)
  [170/288] p4_identity        | openai_flagship    | run 2 -> OK (1 attempt, 36.6s)
  [171/288] p4_identity        | openai_flagship    | run 3 -> OK (1 attempt, 29.2s)
  [172/288] p4_identity        | openai_flagship    | run 4 -> OK (1 attempt, 30.7s)
  [173/288] p4_identity        | openai_flagship    | run 5 -> OK (1 attempt, 24.5s)
  [174/288] p4_identity        | openai_flagship    | run 6 -> OK (1 attempt, 21.2s)
  [175/288] p4_identity        | openai_flagship    | run 7 -> OK (1 attempt, 28.9s)
  [176/288] p4_identity        | openai_flagship    | run 8 -> OK (1 attempt, 30.8s)
  [177/288] p4_identity        | google_flash       | run 1 -> FAILED [rate_limit_final] after 4 attempts (122.9s)
  [178/288] p4_identity        | google_flash       | run 2 -> FAILED [hard_error] after 1 attempts (0.3s)
  [179/288] p4_identity        | google_flash       | run 3 -> FAILED [rate_limit_final] after 4 attempts (179.6s)
  [180/288] p4_identity        | google_flash       | run 4 -> FAILED [rate_limit_final] after 4 attempts (180.2s)
  [181/288] p4_identity        | google_flash       | run 5 -> FAILED [rate_limit_final] after 4 attempts (179.8s)
  [182/288] p4_identity        | google_flash       | run 6 -> FAILED [transient_final] after 4 attempts (182.3s)
  [183/288] p4_identity        | google_flash       | run 7 -> FAILED [rate_limit_final] after 4 attempts (178.1s)
  [184/288] p4_identity        | google_flash       | run 8 -> FAILED [rate_limit_final] after 4 attempts (179.6s)
  [185/288] p4_identity        | xai_grok           | run 1 -> OK (1 attempt, 26.0s)
  [186/288] p4_identity        | xai_grok           | run 2 -> OK (1 attempt, 21.5s)
  [187/288] p4_identity        | xai_grok           | run 3 -> OK (1 attempt, 21.8s)
  [188/288] p4_identity        | xai_grok           | run 4 -> OK (1 attempt, 36.9s)
  [189/288] p4_identity        | xai_grok           | run 5 -> OK (1 attempt, 22.1s)
  [190/288] p4_identity        | xai_grok           | run 6 -> OK (1 attempt, 23.1s)
  [191/288] p4_identity        | xai_grok           | run 7 -> OK (1 attempt, 17.5s)
  [192/288] p4_identity        | xai_grok           | run 8 -> OK (1 attempt, 21.8s)
  [193/288] p5_discovery       | anthropic_sonnet   | run 1 -> OK (1 attempt, 8.3s)
  [194/288] p5_discovery       | anthropic_sonnet   | run 2 -> OK (1 attempt, 7.1s)
  [195/288] p5_discovery       | anthropic_sonnet   | run 3 -> OK (1 attempt, 8.7s)
  [196/288] p5_discovery       | anthropic_sonnet   | run 4 -> OK (1 attempt, 7.9s)
  [197/288] p5_discovery       | anthropic_sonnet   | run 5 -> OK (1 attempt, 8.6s)
  [198/288] p5_discovery       | anthropic_sonnet   | run 6 -> OK (1 attempt, 7.7s)
  [199/288] p5_discovery       | anthropic_sonnet   | run 7 -> OK (1 attempt, 8.3s)
  [200/288] p5_discovery       | anthropic_sonnet   | run 8 -> OK (1 attempt, 7.7s)
  [201/288] p5_discovery       | anthropic_opus     | run 1 -> OK (1 attempt, 12.3s)
  [202/288] p5_discovery       | anthropic_opus     | run 2 -> OK (1 attempt, 14.7s)
  [203/288] p5_discovery       | anthropic_opus     | run 3 -> OK (1 attempt, 12.5s)
  [204/288] p5_discovery       | anthropic_opus     | run 4 -> OK (1 attempt, 11.2s)
  [205/288] p5_discovery       | anthropic_opus     | run 5 -> OK (1 attempt, 12.4s)
  [206/288] p5_discovery       | anthropic_opus     | run 6 -> OK (1 attempt, 15.8s)
  [207/288] p5_discovery       | anthropic_opus     | run 7 -> OK (1 attempt, 12.6s)
  [208/288] p5_discovery       | anthropic_opus     | run 8 -> OK (1 attempt, 12.3s)
  [209/288] p5_discovery       | openai_mini        | run 1 -> OK (1 attempt, 9.6s)
  [210/288] p5_discovery       | openai_mini        | run 2 -> OK (1 attempt, 11.2s)
  [211/288] p5_discovery       | openai_mini        | run 3 -> OK (1 attempt, 10.2s)
  [212/288] p5_discovery       | openai_mini        | run 4 -> OK (1 attempt, 10.7s)
  [213/288] p5_discovery       | openai_mini        | run 5 -> OK (1 attempt, 8.5s)
  [214/288] p5_discovery       | openai_mini        | run 6 -> OK (1 attempt, 8.8s)
  [215/288] p5_discovery       | openai_mini        | run 7 -> OK (1 attempt, 6.7s)
  [216/288] p5_discovery       | openai_mini        | run 8 -> FAILED [transient_final] after 4 attempts (27.4s)
  [217/288] p5_discovery       | openai_flagship    | run 1 -> FAILED [transient_final] after 4 attempts (27.5s)
  [218/288] p5_discovery       | openai_flagship    | run 2 -> FAILED [transient_final] after 4 attempts (27.2s)
  [219/288] p5_discovery       | openai_flagship    | run 3 -> FAILED [transient_final] after 4 attempts (27.6s)
  [220/288] p5_discovery       | openai_flagship    | run 4 -> FAILED [transient_final] after 4 attempts (27.3s)
  [221/288] p5_discovery       | openai_flagship    | run 5 -> FAILED [transient_final] after 4 attempts (27.4s)
  [222/288] p5_discovery       | openai_flagship    | run 6 -> FAILED [transient_final] after 4 attempts (27.5s)
  [223/288] p5_discovery       | openai_flagship    | run 7 -> FAILED [transient_final] after 4 attempts (27.1s)
  [224/288] p5_discovery       | openai_flagship    | run 8 -> FAILED [transient_final] after 4 attempts (27.4s)
  [225/288] p5_discovery       | google_flash       | run 1 -> FAILED [transient_final] after 4 attempts (22.2s)
  [226/288] p5_discovery       | google_flash       | run 2 -> FAILED [transient_final] after 4 attempts (22.2s)
  [227/288] p5_discovery       | google_flash       | run 3 -> FAILED [transient_final] after 4 attempts (22.2s)
  [228/288] p5_discovery       | google_flash       | run 4 -> FAILED [transient_final] after 4 attempts (22.2s)
  [229/288] p5_discovery       | google_flash       | run 5 -> FAILED [transient_final] after 4 attempts (22.2s)
  [230/288] p5_discovery       | google_flash       | run 6 -> FAILED [transient_final] after 4 attempts (22.2s)
  [231/288] p5_discovery       | google_flash       | run 7 -> FAILED [transient_final] after 4 attempts (22.2s)
  [232/288] p5_discovery       | google_flash       | run 8 -> FAILED [transient_final] after 4 attempts (22.2s)
  [233/288] p5_discovery       | xai_grok           | run 1 -> FAILED [transient_final] after 4 attempts (27.2s)
  [234/288] p5_discovery       | xai_grok           | run 2 -> FAILED [transient_final] after 4 attempts (27.5s)
  [235/288] p5_discovery       | xai_grok           | run 3 -> FAILED [transient_final] after 4 attempts (27.4s)
  [236/288] p5_discovery       | xai_grok           | run 4 -> FAILED [transient_final] after 4 attempts (27.5s)
  [237/288] p5_discovery       | xai_grok           | run 5 -> FAILED [transient_final] after 4 attempts (27.4s)
  [238/288] p5_discovery       | xai_grok           | run 6 -> FAILED [transient_final] after 4 attempts (27.4s)
  [239/288] p5_discovery       | xai_grok           | run 7 -> FAILED [transient_final] after 4 attempts (27.5s)
  [240/288] p5_discovery       | xai_grok           | run 8 -> FAILED [transient_final] after 4 attempts (27.3s)
  [241/288] p6_comparison      | anthropic_sonnet   | run 1 -> FAILED [transient_final] after 4 attempts (27.3s)
  [242/288] p6_comparison      | anthropic_sonnet   | run 2 -> FAILED [transient_final] after 4 attempts (27.6s)
  [243/288] p6_comparison      | anthropic_sonnet   | run 3 -> FAILED [transient_final] after 4 attempts (27.4s)
  [244/288] p6_comparison      | anthropic_sonnet   | run 4 -> FAILED [transient_final] after 4 attempts (27.7s)
  [245/288] p6_comparison      | anthropic_sonnet   | run 5 -> FAILED [transient_final] after 4 attempts (27.8s)
  [246/288] p6_comparison      | anthropic_sonnet   | run 6 -> FAILED [transient_final] after 4 attempts (27.1s)
  [247/288] p6_comparison      | anthropic_sonnet   | run 7 -> FAILED [transient_final] after 4 attempts (27.2s)
  [248/288] p6_comparison      | anthropic_sonnet   | run 8 -> FAILED [transient_final] after 4 attempts (27.2s)
  [249/288] p6_comparison      | anthropic_opus     | run 1 -> FAILED [transient_final] after 4 attempts (27.3s)
  [250/288] p6_comparison      | anthropic_opus     | run 2 -> FAILED [transient_final] after 4 attempts (27.6s)
  [251/288] p6_comparison      | anthropic_opus     | run 3 -> FAILED [transient_final] after 4 attempts (27.6s)
  [252/288] p6_comparison      | anthropic_opus     | run 4 -> FAILED [transient_final] after 4 attempts (27.2s)
  [253/288] p6_comparison      | anthropic_opus     | run 5 -> FAILED [transient_final] after 4 attempts (27.5s)
  [254/288] p6_comparison      | anthropic_opus     | run 6 -> FAILED [transient_final] after 4 attempts (27.5s)
  [255/288] p6_comparison      | anthropic_opus     | run 7 -> FAILED [transient_final] after 4 attempts (27.3s)
  [256/288] p6_comparison      | anthropic_opus     | run 8 -> FAILED [transient_final] after 4 attempts (27.3s)
  [257/288] p6_comparison      | openai_mini        | run 1 -> FAILED [transient_final] after 4 attempts (27.5s)
  [258/288] p6_comparison      | openai_mini        | run 2 -> FAILED [transient_final] after 4 attempts (27.6s)
  [259/288] p6_comparison      | openai_mini        | run 3 -> FAILED [transient_final] after 4 attempts (27.2s)
  [260/288] p6_comparison      | openai_mini        | run 4 -> FAILED [transient_final] after 4 attempts (27.6s)
  [261/288] p6_comparison      | openai_mini        | run 5 -> FAILED [transient_final] after 4 attempts (27.5s)
  [262/288] p6_comparison      | openai_mini        | run 6 -> FAILED [transient_final] after 4 attempts (27.6s)
  [263/288] p6_comparison      | openai_mini        | run 7 -> FAILED [transient_final] after 4 attempts (27.3s)
  [264/288] p6_comparison      | openai_mini        | run 8 -> FAILED [transient_final] after 4 attempts (27.6s)
  [265/288] p6_comparison      | openai_flagship    | run 1 -> FAILED [transient_final] after 4 attempts (27.3s)
  [266/288] p6_comparison      | openai_flagship    | run 2 -> FAILED [transient_final] after 4 attempts (27.6s)
  [267/288] p6_comparison      | openai_flagship    | run 3 -> FAILED [transient_final] after 4 attempts (27.6s)
  [268/288] p6_comparison      | openai_flagship    | run 4 -> FAILED [transient_final] after 4 attempts (27.2s)
  [269/288] p6_comparison      | openai_flagship    | run 5 -> FAILED [transient_final] after 4 attempts (27.1s)
  [270/288] p6_comparison      | openai_flagship    | run 6 -> FAILED [transient_final] after 4 attempts (27.5s)
  [271/288] p6_comparison      | openai_flagship    | run 7 -> FAILED [transient_final] after 4 attempts (27.6s)
  [272/288] p6_comparison      | openai_flagship    | run 8 -> FAILED [transient_final] after 4 attempts (27.5s)
  [273/288] p6_comparison      | google_flash       | run 1 -> FAILED [transient_final] after 4 attempts (22.3s)
  [274/288] p6_comparison      | google_flash       | run 2 -> FAILED [transient_final] after 4 attempts (22.2s)
  [275/288] p6_comparison      | google_flash       | run 3 -> FAILED [transient_final] after 4 attempts (22.2s)
  [276/288] p6_comparison      | google_flash       | run 4 -> FAILED [transient_final] after 4 attempts (22.2s)
  [277/288] p6_comparison      | google_flash       | run 5 -> FAILED [transient_final] after 4 attempts (22.2s)
  [278/288] p6_comparison      | google_flash       | run 6 -> FAILED [transient_final] after 4 attempts (22.2s)
  [279/288] p6_comparison      | google_flash       | run 7 -> FAILED [transient_final] after 4 attempts (22.2s)
  [280/288] p6_comparison      | google_flash       | run 8 -> FAILED [transient_final] after 4 attempts (22.2s)
  [281/288] p6_comparison      | xai_grok           | run 1 -> FAILED [transient_final] after 4 attempts (27.5s)
  [282/288] p6_comparison      | xai_grok           | run 2 -> FAILED [transient_final] after 4 attempts (27.7s)
  [283/288] p6_comparison      | xai_grok           | run 3 -> FAILED [transient_final] after 4 attempts (27.4s)
  [284/288] p6_comparison      | xai_grok           | run 4 -> FAILED [transient_final] after 4 attempts (27.4s)
