brand,category,region,bundle_id,date,wave,raw_value,pivot_raw_value,rescaled_value
Cetaphil,skincare,worldwide,1,2026-05-04,t2,3,69,4.35
Neutrogena,skincare,worldwide,1,2026-05-04,t2,4,69,5.8
La Roche-Posay,skincare,worldwide,1,2026-05-04,t2,81,69,117.39
Vanicream,skincare,worldwide,1,2026-05-04,t2,0,69,0.0
CeraVe,skincare,worldwide,1,2026-05-05,t2,67,67,100.0
Cetaphil,skincare,worldwide,1,2026-05-05,t2,3,67,4.48
Neutrogena,skincare,worldwide,1,2026-05-05,t2,4,67,5.97
La Roche-Posay,skincare,worldwide,1,2026-05-05,t2,81,67,120.9
Vanicream,skincare,worldwide,1,2026-05-05,t2,0,67,0.0
CeraVe,skincare,worldwide,1,2026-05-06,t2,95,95,100.0
Cetaphil,skincare,worldwide,1,2026-05-06,t2,3,95,3.16
Neutrogena,skincare,worldwide,1,2026-05-06,t2,28,95,29.47
La Roche-Posay,skincare,worldwide,1,2026-05-06,t2,100,95,105.26
Vanicream,skincare,worldwide,1,2026-05-06,t2,0,95,0.0
CeraVe,skincare,worldwide,1,2026-05-07,t2,69,69,100.0
Cetaphil,skincare,worldwide,1,2026-05-07,t2,3,69,4.35
Neutrogena,skincare,worldwide,1,2026-05-07,t2,5,69,7.25
La Roche-Posay,skincare,worldwide,1,2026-05-07,t2,72,69,104.35
Vanicream,skincare,worldwide,1,2026-05-07,t2,0,69,0.0
CeraVe,skincare,worldwide,1,2026-05-08,t2,66,66,100.0
Cetaphil,skincare,worldwide,1,2026-05-08,t2,3,66,4.55
Neutrogena,skincare,worldwide,1,2026-05-08,t2,5,66,7.58
La Roche-Posay,skincare,worldwide,1,2026-05-08,t2,75,66,113.64
Vanicream,skincare,worldwide,1,2026-05-08,t2,0,66,0.0
CeraVe,skincare,worldwide,1,2026-05-09,t2,71,71,100.0
Cetaphil,skincare,worldwide,1,2026-05-09,t2,3,71,4.23
Neutrogena,skincare,worldwide,1,2026-05-09,t2,5,71,7.04
La Roche-Posay,skincare,worldwide,1,2026-05-09,t2,76,71,107.04
Vanicream,skincare,worldwide,1,2026-05-09,t2,0,71,0.0
CeraVe,skincare,worldwide,1,2026-05-10,t2,65,65,100.0
Cetaphil,skincare,worldwide,1,2026-05-10,t2,3,65,4.62
Neutrogena,skincare,worldwide,1,2026-05-10,t2,5,65,7.69
La Roche-Posay,skincare,worldwide,1,2026-05-10,t2,71,65,109.23
Vanicream,skincare,worldwide,1,2026-05-10,t2,0,65,0.0
Skinceuticals,skincare,worldwide,2,2026-04-27,t1,10,76,13.16
Eucerin,skincare,worldwide,2,2026-04-27,t1,15,76,19.74
Paula's Choice,skincare,worldwide,2,2026-04-27,t1,8,76,10.53
Drunk Elephant,skincare,worldwide,2,2026-04-27,t1,3,76,3.95
Skinceuticals,skincare,worldwide,2,2026-04-28,t1,10,71,14.08
Eucerin,skincare,worldwide,2,2026-04-28,t1,14,71,19.72
Paula's Choice,skincare,worldwide,2,2026-04-28,t1,7,71,9.86
Drunk Elephant,skincare,worldwide,2,2026-04-28,t1,3,71,4.23
Skinceuticals,skincare,worldwide,2,2026-04-29,t1,10,72,13.89
Eucerin,skincare,worldwide,2,2026-04-29,t1,15,72,20.83
Paula's Choice,skincare,worldwide,2,2026-04-29,t1,7,72,9.72
Drunk Elephant,skincare,worldwide,2,2026-04-29,t1,3,72,4.17
Skinceuticals,skincare,worldwide,2,2026-04-30,t1,11,71,15.49
Eucerin,skincare,worldwide,2,2026-04-30,t1,14,71,19.72
Paula's Choice,skincare,worldwide,2,2026-04-30,t1,7,71,9.86
Drunk Elephant,skincare,worldwide,2,2026-04-30,t1,3,71,4.23
Skinceuticals,skincare,worldwide,2,2026-05-01,t1,11,76,14.47
Eucerin,skincare,worldwide,2,2026-05-01,t1,14,76,18.42
Paula's Choice,skincare,worldwide,2,2026-05-01,t1,8,76,10.53
Drunk Elephant,skincare,worldwide,2,2026-05-01,t1,3,76,3.95
Skinceuticals,skincare,worldwide,2,2026-05-02,t1,11,86,12.79
Eucerin,skincare,worldwide,2,2026-05-02,t1,14,86,16.28
Paula's Choice,skincare,worldwide,2,2026-05-02,t1,8,86,9.3
Drunk Elephant,skincare,worldwide,2,2026-05-02,t1,3,86,3.49
Skinceuticals,skincare,worldwide,2,2026-05-03,t1,11,80,13.75
Eucerin,skincare,worldwide,2,2026-05-03,t1,15,80,18.75
Paula's Choice,skincare,worldwide,2,2026-05-03,t1,9,80,11.25
Drunk Elephant,skincare,worldwide,2,2026-05-03,t1,4,80,5.0
Skinceuticals,skincare,worldwide,2,2026-05-04,t2,10,79,12.66
Eucerin,skincare,worldwide,2,2026-05-04,t2,15,79,18.99
Paula's Choice,skincare,worldwide,2,2026-05-04,t2,7,79,8.86
Drunk Elephant,skincare,worldwide,2,2026-05-04,t2,3,79,3.8
Skinceuticals,skincare,worldwide,2,2026-05-05,t2,10,74,13.51
Eucerin,skincare,worldwide,2,2026-05-05,t2,14,74,18.92
Paula's Choice,skincare,worldwide,2,2026-05-05,t2,7,74,9.46
Drunk Elephant,skincare,worldwide,2,2026-05-05,t2,3,74,4.05
Skinceuticals,skincare,worldwide,2,2026-05-06,t2,10,100,10.0
Eucerin,skincare,worldwide,2,2026-05-06,t2,14,100,14.0
Paula's Choice,skincare,worldwide,2,2026-05-06,t2,8,100,8.0
Drunk Elephant,skincare,worldwide,2,2026-05-06,t2,3,100,3.0
Skinceuticals,skincare,worldwide,2,2026-05-07,t2,11,77,14.29
Eucerin,skincare,worldwide,2,2026-05-07,t2,14,77,18.18
Paula's Choice,skincare,worldwide,2,2026-05-07,t2,7,77,9.09
Drunk Elephant,skincare,worldwide,2,2026-05-07,t2,3,77,3.9
Skinceuticals,skincare,worldwide,2,2026-05-08,t2,10,75,13.33
Eucerin,skincare,worldwide,2,2026-05-08,t2,14,75,18.67
Paula's Choice,skincare,worldwide,2,2026-05-08,t2,7,75,9.33
Drunk Elephant,skincare,worldwide,2,2026-05-08,t2,3,75,4.0
Skinceuticals,skincare,worldwide,2,2026-05-09,t2,11,80,13.75
Eucerin,skincare,worldwide,2,2026-05-09,t2,13,80,16.25
Paula's Choice,skincare,worldwide,2,2026-05-09,t2,8,80,10.0
Drunk Elephant,skincare,worldwide,2,2026-05-09,t2,3,80,3.75
Skinceuticals,skincare,worldwide,2,2026-05-10,t2,10,72,13.89
Eucerin,skincare,worldwide,2,2026-05-10,t2,13,72,18.06
Paula's Choice,skincare,worldwide,2,2026-05-10,t2,7,72,9.72
Drunk Elephant,skincare,worldwide,2,2026-05-10,t2,3,72,4.17
Tatcha,skincare,worldwide,3,2026-04-27,t1,4,76,5.26
The Ordinary,skincare,worldwide,3,2026-04-27,t1,55,76,72.37
EltaMD,skincare,worldwide,3,2026-04-27,t1,4,76,5.26
Bioderma,skincare,worldwide,3,2026-04-27,t1,33,76,43.42
Tatcha,skincare,worldwide,3,2026-04-28,t1,4,71,5.63
The Ordinary,skincare,worldwide,3,2026-04-28,t1,57,71,80.28
EltaMD,skincare,worldwide,3,2026-04-28,t1,4,71,5.63
Bioderma,skincare,worldwide,3,2026-04-28,t1,34,71,47.89
Tatcha,skincare,worldwide,3,2026-04-29,t1,4,72,5.56
The Ordinary,skincare,worldwide,3,2026-04-29,t1,59,72,81.94
EltaMD,skincare,worldwide,3,2026-04-29,t1,3,72,4.17
Bioderma,skincare,worldwide,3,2026-04-29,t1,32,72,44.44
Tatcha,skincare,worldwide,3,2026-04-30,t1,5,71,7.04
The Ordinary,skincare,worldwide,3,2026-04-30,t1,54,71,76.06
EltaMD,skincare,worldwide,3,2026-04-30,t1,4,71,5.63
Bioderma,skincare,worldwide,3,2026-04-30,t1,33,71,46.48
Tatcha,skincare,worldwide,3,2026-05-01,t1,4,76,5.26
The Ordinary,skincare,worldwide,3,2026-05-01,t1,57,76,75.0
EltaMD,skincare,worldwide,3,2026-05-01,t1,4,76,5.26
Bioderma,skincare,worldwide,3,2026-05-01,t1,30,76,39.47
Tatcha,skincare,worldwide,3,2026-05-02,t1,5,86,5.81
The Ordinary,skincare,worldwide,3,2026-05-02,t1,59,86,68.6
EltaMD,skincare,worldwide,3,2026-05-02,t1,3,86,3.49
Bioderma,skincare,worldwide,3,2026-05-02,t1,33,86,38.37
Tatcha,skincare,worldwide,3,2026-05-03,t1,4,80,5.0
The Ordinary,skincare,worldwide,3,2026-05-03,t1,63,80,78.75
EltaMD,skincare,worldwide,3,2026-05-03,t1,4,80,5.0
Bioderma,skincare,worldwide,3,2026-05-03,t1,32,80,40.0
Tatcha,skincare,worldwide,3,2026-05-04,t2,4,79,5.06
The Ordinary,skincare,worldwide,3,2026-05-04,t2,52,79,65.82
EltaMD,skincare,worldwide,3,2026-05-04,t2,4,79,5.06
Bioderma,skincare,worldwide,3,2026-05-04,t2,33,79,41.77
Tatcha,skincare,worldwide,3,2026-05-05,t2,4,74,5.41
The Ordinary,skincare,worldwide,3,2026-05-05,t2,53,74,71.62
EltaMD,skincare,worldwide,3,2026-05-05,t2,4,74,5.41
Bioderma,skincare,worldwide,3,2026-05-05,t2,36,74,48.65
Tatcha,skincare,worldwide,3,2026-05-06,t2,4,100,4.0
The Ordinary,skincare,worldwide,3,2026-05-06,t2,53,100,53.0
EltaMD,skincare,worldwide,3,2026-05-06,t2,3,100,3.0
Bioderma,skincare,worldwide,3,2026-05-06,t2,33,100,33.0
Tatcha,skincare,worldwide,3,2026-05-07,t2,4,77,5.19
The Ordinary,skincare,worldwide,3,2026-05-07,t2,51,77,66.23
EltaMD,skincare,worldwide,3,2026-05-07,t2,3,77,3.9
Bioderma,skincare,worldwide,3,2026-05-07,t2,32,77,41.56
Tatcha,skincare,worldwide,3,2026-05-08,t2,4,75,5.33
The Ordinary,skincare,worldwide,3,2026-05-08,t2,53,75,70.67
EltaMD,skincare,worldwide,3,2026-05-08,t2,3,75,4.0
Bioderma,skincare,worldwide,3,2026-05-08,t2,31,75,41.33
Tatcha,skincare,worldwide,3,2026-05-09,t2,5,80,6.25
The Ordinary,skincare,worldwide,3,2026-05-09,t2,56,80,70.0
EltaMD,skincare,worldwide,3,2026-05-09,t2,4,80,5.0
Bioderma,skincare,worldwide,3,2026-05-09,t2,32,80,40.0
Tatcha,skincare,worldwide,3,2026-05-10,t2,5,72,6.94
The Ordinary,skincare,worldwide,3,2026-05-10,t2,57,72,79.17
EltaMD,skincare,worldwide,3,2026-05-10,t2,3,72,4.17
Bioderma,skincare,worldwide,3,2026-05-10,t2,30,72,41.67
Avène,skincare,worldwide,4,2026-04-27,t1,32,74,43.24
Aveeno,skincare,worldwide,4,2026-04-27,t1,13,74,17.57
First Aid Beauty,skincare,worldwide,4,2026-04-27,t1,1,74,1.35
Augustinus Bader,skincare,worldwide,4,2026-04-27,t1,1,74,1.35
Avène,skincare,worldwide,4,2026-04-28,t1,32,71,45.07
Aveeno,skincare,worldwide,4,2026-04-28,t1,13,71,18.31
First Aid Beauty,skincare,worldwide,4,2026-04-28,t1,1,71,1.41
Augustinus Bader,skincare,worldwide,4,2026-04-28,t1,1,71,1.41
Avène,skincare,worldwide,4,2026-04-29,t1,33,71,46.48
Aveeno,skincare,worldwide,4,2026-04-29,t1,12,71,16.9
First Aid Beauty,skincare,worldwide,4,2026-04-29,t1,1,71,1.41
Augustinus Bader,skincare,worldwide,4,2026-04-29,t1,1,71,1.41
Avène,skincare,worldwide,4,2026-04-30,t1,31,71,43.66
Aveeno,skincare,worldwide,4,2026-04-30,t1,13,71,18.31
First Aid Beauty,skincare,worldwide,4,2026-04-30,t1,1,71,1.41
Augustinus Bader,skincare,worldwide,4,2026-04-30,t1,1,71,1.41
Avène,skincare,worldwide,4,2026-05-01,t1,31,74,41.89
Aveeno,skincare,worldwide,4,2026-05-01,t1,14,74,18.92
First Aid Beauty,skincare,worldwide,4,2026-05-01,t1,2,74,2.7
Augustinus Bader,skincare,worldwide,4,2026-05-01,t1,1,74,1.35
Avène,skincare,worldwide,4,2026-05-02,t1,33,83,39.76
Aveeno,skincare,worldwide,4,2026-05-02,t1,13,83,15.66
First Aid Beauty,skincare,worldwide,4,2026-05-02,t1,2,83,2.41
Augustinus Bader,skincare,worldwide,4,2026-05-02,t1,1,83,1.2
Avène,skincare,worldwide,4,2026-05-03,t1,30,80,37.5
Aveeno,skincare,worldwide,4,2026-05-03,t1,14,80,17.5
First Aid Beauty,skincare,worldwide,4,2026-05-03,t1,2,80,2.5
Augustinus Bader,skincare,worldwide,4,2026-05-03,t1,2,80,2.5
Avène,skincare,worldwide,4,2026-05-04,t2,35,77,45.45
Aveeno,skincare,worldwide,4,2026-05-04,t2,12,77,15.58
First Aid Beauty,skincare,worldwide,4,2026-05-04,t2,2,77,2.6
Augustinus Bader,skincare,worldwide,4,2026-05-04,t2,1,77,1.3
Avène,skincare,worldwide,4,2026-05-05,t2,33,77,42.86
Aveeno,skincare,worldwide,4,2026-05-05,t2,12,77,15.58
First Aid Beauty,skincare,worldwide,4,2026-05-05,t2,2,77,2.6
Augustinus Bader,skincare,worldwide,4,2026-05-05,t2,1,77,1.3
Avène,skincare,worldwide,4,2026-05-06,t2,33,100,33.0
Aveeno,skincare,worldwide,4,2026-05-06,t2,34,100,34.0
First Aid Beauty,skincare,worldwide,4,2026-05-06,t2,1,100,1.0
Augustinus Bader,skincare,worldwide,4,2026-05-06,t2,1,100,1.0
Avène,skincare,worldwide,4,2026-05-07,t2,31,76,40.79
Aveeno,skincare,worldwide,4,2026-05-07,t2,12,76,15.79
First Aid Beauty,skincare,worldwide,4,2026-05-07,t2,1,76,1.32
Augustinus Bader,skincare,worldwide,4,2026-05-07,t2,1,76,1.32
Avène,skincare,worldwide,4,2026-05-08,t2,30,76,39.47
Aveeno,skincare,worldwide,4,2026-05-08,t2,12,76,15.79
First Aid Beauty,skincare,worldwide,4,2026-05-08,t2,1,76,1.32
Augustinus Bader,skincare,worldwide,4,2026-05-08,t2,1,76,1.32
Avène,skincare,worldwide,4,2026-05-09,t2,31,79,39.24
Aveeno,skincare,worldwide,4,2026-05-09,t2,13,79,16.46
First Aid Beauty,skincare,worldwide,4,2026-05-09,t2,2,79,2.53
Augustinus Bader,skincare,worldwide,4,2026-05-09,t2,1,79,1.27
Avène,skincare,worldwide,4,2026-05-10,t2,26,71,36.62
Aveeno,skincare,worldwide,4,2026-05-10,t2,12,71,16.9
First Aid Beauty,skincare,worldwide,4,2026-05-10,t2,1,71,1.41
Augustinus Bader,skincare,worldwide,4,2026-05-10,t2,1,71,1.41
Youth to the People,skincare,worldwide,5,2026-04-27,t1,0,76,0.0
La Mer,skincare,worldwide,5,2026-04-27,t1,6,76,7.89
Estée Lauder,skincare,worldwide,5,2026-04-27,t1,4,76,5.26
Lancôme,skincare,worldwide,5,2026-04-27,t1,3,76,3.95
Youth to the People,skincare,worldwide,5,2026-04-28,t1,0,71,0.0
La Mer,skincare,worldwide,5,2026-04-28,t1,6,71,8.45
Estée Lauder,skincare,worldwide,5,2026-04-28,t1,4,71,5.63
Lancôme,skincare,worldwide,5,2026-04-28,t1,3,71,4.23
Youth to the People,skincare,worldwide,5,2026-04-29,t1,0,72,0.0
La Mer,skincare,worldwide,5,2026-04-29,t1,6,72,8.33
Estée Lauder,skincare,worldwide,5,2026-04-29,t1,5,72,6.94
Lancôme,skincare,worldwide,5,2026-04-29,t1,3,72,4.17
Youth to the People,skincare,worldwide,5,2026-04-30,t1,0,71,0.0
La Mer,skincare,worldwide,5,2026-04-30,t1,7,71,9.86
Estée Lauder,skincare,worldwide,5,2026-04-30,t1,6,71,8.45
Lancôme,skincare,worldwide,5,2026-04-30,t1,3,71,4.23
Youth to the People,skincare,worldwide,5,2026-05-01,t1,0,76,0.0
La Mer,skincare,worldwide,5,2026-05-01,t1,7,76,9.21
Estée Lauder,skincare,worldwide,5,2026-05-01,t1,8,76,10.53
Lancôme,skincare,worldwide,5,2026-05-01,t1,4,76,5.26
Youth to the People,skincare,worldwide,5,2026-05-02,t1,0,86,0.0
La Mer,skincare,worldwide,5,2026-05-02,t1,7,86,8.14
Estée Lauder,skincare,worldwide,5,2026-05-02,t1,7,86,8.14
Lancôme,skincare,worldwide,5,2026-05-02,t1,4,86,4.65
Youth to the People,skincare,worldwide,5,2026-05-03,t1,0,80,0.0
La Mer,skincare,worldwide,5,2026-05-03,t1,7,80,8.75
Estée Lauder,skincare,worldwide,5,2026-05-03,t1,5,80,6.25
Lancôme,skincare,worldwide,5,2026-05-03,t1,4,80,5.0
Youth to the People,skincare,worldwide,5,2026-05-04,t2,0,79,0.0
La Mer,skincare,worldwide,5,2026-05-04,t2,6,79,7.59
Estée Lauder,skincare,worldwide,5,2026-05-04,t2,5,79,6.33
Lancôme,skincare,worldwide,5,2026-05-04,t2,4,79,5.06
Youth to the People,skincare,worldwide,5,2026-05-05,t2,0,74,0.0
La Mer,skincare,worldwide,5,2026-05-05,t2,6,74,8.11
Estée Lauder,skincare,worldwide,5,2026-05-05,t2,5,74,6.76
Lancôme,skincare,worldwide,5,2026-05-05,t2,4,74,5.41
Youth to the People,skincare,worldwide,5,2026-05-06,t2,0,100,0.0
La Mer,skincare,worldwide,5,2026-05-06,t2,7,100,7.0
Estée Lauder,skincare,worldwide,5,2026-05-06,t2,5,100,5.0
Lancôme,skincare,worldwide,5,2026-05-06,t2,4,100,4.0
Youth to the People,skincare,worldwide,5,2026-05-07,t2,0,77,0.0
La Mer,skincare,worldwide,5,2026-05-07,t2,6,77,7.79
Estée Lauder,skincare,worldwide,5,2026-05-07,t2,5,77,6.49
Lancôme,skincare,worldwide,5,2026-05-07,t2,3,77,3.9
Youth to the People,skincare,worldwide,5,2026-05-08,t2,0,75,0.0
La Mer,skincare,worldwide,5,2026-05-08,t2,6,75,8.0
Estée Lauder,skincare,worldwide,5,2026-05-08,t2,5,75,6.67
Lancôme,skincare,worldwide,5,2026-05-08,t2,3,75,4.0
Youth to the People,skincare,worldwide,5,2026-05-09,t2,0,80,0.0
La Mer,skincare,worldwide,5,2026-05-09,t2,7,80,8.75
Estée Lauder,skincare,worldwide,5,2026-05-09,t2,4,80,5.0
Lancôme,skincare,worldwide,5,2026-05-09,t2,3,80,3.75
Youth to the People,skincare,worldwide,5,2026-05-10,t2,0,72,0.0
La Mer,skincare,worldwide,5,2026-05-10,t2,7,72,9.72
Estée Lauder,skincare,worldwide,5,2026-05-10,t2,4,72,5.56
Lancôme,skincare,worldwide,5,2026-05-10,t2,3,72,4.17
Clinique,skincare,worldwide,6,2026-04-27,t1,27,76,35.53
Kiehl's,skincare,worldwide,6,2026-04-27,t1,1,76,1.32
Sunday Riley,skincare,worldwide,6,2026-04-27,t1,1,76,1.32
SK-II,skincare,worldwide,6,2026-04-27,t1,0,76,0.0
Clinique,skincare,worldwide,6,2026-04-28,t1,28,71,39.44
Kiehl's,skincare,worldwide,6,2026-04-28,t1,2,71,2.82
Sunday Riley,skincare,worldwide,6,2026-04-28,t1,1,71,1.41
SK-II,skincare,worldwide,6,2026-04-28,t1,0,71,0.0
Clinique,skincare,worldwide,6,2026-04-29,t1,27,72,37.5
Kiehl's,skincare,worldwide,6,2026-04-29,t1,2,72,2.78
Sunday Riley,skincare,worldwide,6,2026-04-29,t1,1,72,1.39
SK-II,skincare,worldwide,6,2026-04-29,t1,0,72,0.0
Clinique,skincare,worldwide,6,2026-04-30,t1,28,71,39.44
Kiehl's,skincare,worldwide,6,2026-04-30,t1,2,71,2.82
Sunday Riley,skincare,worldwide,6,2026-04-30,t1,1,71,1.41
SK-II,skincare,worldwide,6,2026-04-30,t1,0,71,0.0
Clinique,skincare,worldwide,6,2026-05-01,t1,30,76,39.47
Kiehl's,skincare,worldwide,6,2026-05-01,t1,3,76,3.95
Sunday Riley,skincare,worldwide,6,2026-05-01,t1,1,76,1.32
SK-II,skincare,worldwide,6,2026-05-01,t1,0,76,0.0
Clinique,skincare,worldwide,6,2026-05-02,t1,33,86,38.37
Kiehl's,skincare,worldwide,6,2026-05-02,t1,3,86,3.49
Sunday Riley,skincare,worldwide,6,2026-05-02,t1,1,86,1.16
SK-II,skincare,worldwide,6,2026-05-02,t1,0,86,0.0
Clinique,skincare,worldwide,6,2026-05-03,t1,33,80,41.25
Kiehl's,skincare,worldwide,6,2026-05-03,t1,3,80,3.75
Sunday Riley,skincare,worldwide,6,2026-05-03,t1,1,80,1.25
SK-II,skincare,worldwide,6,2026-05-03,t1,0,80,0.0
Clinique,skincare,worldwide,6,2026-05-04,t2,29,79,36.71
Kiehl's,skincare,worldwide,6,2026-05-04,t2,3,79,3.8
Sunday Riley,skincare,worldwide,6,2026-05-04,t2,1,79,1.27
SK-II,skincare,worldwide,6,2026-05-04,t2,0,79,0.0
Clinique,skincare,worldwide,6,2026-05-05,t2,27,74,36.49
Kiehl's,skincare,worldwide,6,2026-05-05,t2,2,74,2.7
Sunday Riley,skincare,worldwide,6,2026-05-05,t2,1,74,1.35
SK-II,skincare,worldwide,6,2026-05-05,t2,0,74,0.0
Clinique,skincare,worldwide,6,2026-05-06,t2,29,100,29.0
Kiehl's,skincare,worldwide,6,2026-05-06,t2,2,100,2.0
Sunday Riley,skincare,worldwide,6,2026-05-06,t2,1,100,1.0
SK-II,skincare,worldwide,6,2026-05-06,t2,0,100,0.0
Clinique,skincare,worldwide,6,2026-05-07,t2,28,77,36.36
Kiehl's,skincare,worldwide,6,2026-05-07,t2,2,77,2.6
Sunday Riley,skincare,worldwide,6,2026-05-07,t2,1,77,1.3
SK-II,skincare,worldwide,6,2026-05-07,t2,0,77,0.0
Clinique,skincare,worldwide,6,2026-05-08,t2,29,75,38.67
Kiehl's,skincare,worldwide,6,2026-05-08,t2,1,75,1.33
Sunday Riley,skincare,worldwide,6,2026-05-08,t2,1,75,1.33
SK-II,skincare,worldwide,6,2026-05-08,t2,0,75,0.0
Clinique,skincare,worldwide,6,2026-05-09,t2,32,80,40.0
Kiehl's,skincare,worldwide,6,2026-05-09,t2,2,80,2.5
Sunday Riley,skincare,worldwide,6,2026-05-09,t2,1,80,1.25
SK-II,skincare,worldwide,6,2026-05-09,t2,0,80,0.0
Clinique,skincare,worldwide,6,2026-05-10,t2,30,72,41.67
Kiehl's,skincare,worldwide,6,2026-05-10,t2,2,72,2.78
Sunday Riley,skincare,worldwide,6,2026-05-10,t2,1,72,1.39
SK-II,skincare,worldwide,6,2026-05-10,t2,0,72,0.0
Olay,skincare,worldwide,7,2026-04-27,t1,13,76,17.11
Origins,skincare,worldwide,7,2026-04-27,t1,3,76,3.95
Dermalogica,skincare,worldwide,7,2026-04-27,t1,6,76,7.89
Murad,skincare,worldwide,7,2026-04-27,t1,3,76,3.95
Olay,skincare,worldwide,7,2026-04-28,t1,12,71,16.9
Origins,skincare,worldwide,7,2026-04-28,t1,2,71,2.82
Dermalogica,skincare,worldwide,7,2026-04-28,t1,6,71,8.45
Murad,skincare,worldwide,7,2026-04-28,t1,3,71,4.23
Olay,skincare,worldwide,7,2026-04-29,t1,12,72,16.67
Origins,skincare,worldwide,7,2026-04-29,t1,2,72,2.78
Dermalogica,skincare,worldwide,7,2026-04-29,t1,6,72,8.33
Murad,skincare,worldwide,7,2026-04-29,t1,2,72,2.78
Olay,skincare,worldwide,7,2026-04-30,t1,13,71,18.31
Origins,skincare,worldwide,7,2026-04-30,t1,2,71,2.82
Dermalogica,skincare,worldwide,7,2026-04-30,t1,6,71,8.45
Murad,skincare,worldwide,7,2026-04-30,t1,3,71,4.23
Olay,skincare,worldwide,7,2026-05-01,t1,13,76,17.11
Origins,skincare,worldwide,7,2026-05-01,t1,3,76,3.95
Dermalogica,skincare,worldwide,7,2026-05-01,t1,6,76,7.89
Murad,skincare,worldwide,7,2026-05-01,t1,3,76,3.95
Olay,skincare,worldwide,7,2026-05-02,t1,14,86,16.28
Origins,skincare,worldwide,7,2026-05-02,t1,3,86,3.49
Dermalogica,skincare,worldwide,7,2026-05-02,t1,6,86,6.98
Murad,skincare,worldwide,7,2026-05-02,t1,3,86,3.49
Olay,skincare,worldwide,7,2026-05-03,t1,14,80,17.5
Origins,skincare,worldwide,7,2026-05-03,t1,3,80,3.75
Dermalogica,skincare,worldwide,7,2026-05-03,t1,7,80,8.75
Murad,skincare,worldwide,7,2026-05-03,t1,3,80,3.75
Olay,skincare,worldwide,7,2026-05-04,t2,12,79,15.19
Origins,skincare,worldwide,7,2026-05-04,t2,2,79,2.53
Dermalogica,skincare,worldwide,7,2026-05-04,t2,6,79,7.59
Murad,skincare,worldwide,7,2026-05-04,t2,3,79,3.8
Olay,skincare,worldwide,7,2026-05-05,t2,14,74,18.92
Origins,skincare,worldwide,7,2026-05-05,t2,3,74,4.05
Dermalogica,skincare,worldwide,7,2026-05-05,t2,6,74,8.11
Murad,skincare,worldwide,7,2026-05-05,t2,3,74,4.05
Olay,skincare,worldwide,7,2026-05-06,t2,37,100,37.0
Origins,skincare,worldwide,7,2026-05-06,t2,2,100,2.0
Dermalogica,skincare,worldwide,7,2026-05-06,t2,7,100,7.0
Murad,skincare,worldwide,7,2026-05-06,t2,3,100,3.0
Olay,skincare,worldwide,7,2026-05-07,t2,13,77,16.88
