brand,category,region,bundle_id,date,wave,raw_value,pivot_raw_value,rescaled_value
Ito En,premium_tea,worldwide,2,2026-05-04,t2,24,82,29.27
Fortnum & Mason,premium_tea,worldwide,2,2026-05-04,t2,17,82,20.73
Marukyu Koyamaen,premium_tea,worldwide,2,2026-05-05,t2,18,83,21.69
Lupicia,premium_tea,worldwide,2,2026-05-05,t2,6,83,7.23
Ito En,premium_tea,worldwide,2,2026-05-05,t2,23,83,27.71
Fortnum & Mason,premium_tea,worldwide,2,2026-05-05,t2,17,83,20.48
Marukyu Koyamaen,premium_tea,worldwide,2,2026-05-06,t2,20,86,23.26
Lupicia,premium_tea,worldwide,2,2026-05-06,t2,6,86,6.98
Ito En,premium_tea,worldwide,2,2026-05-06,t2,23,86,26.74
Fortnum & Mason,premium_tea,worldwide,2,2026-05-06,t2,16,86,18.6
Marukyu Koyamaen,premium_tea,worldwide,2,2026-05-07,t2,22,85,25.88
Lupicia,premium_tea,worldwide,2,2026-05-07,t2,6,85,7.06
Ito En,premium_tea,worldwide,2,2026-05-07,t2,24,85,28.24
Fortnum & Mason,premium_tea,worldwide,2,2026-05-07,t2,21,85,24.71
Marukyu Koyamaen,premium_tea,worldwide,2,2026-05-08,t2,21,83,25.3
Lupicia,premium_tea,worldwide,2,2026-05-08,t2,7,83,8.43
Ito En,premium_tea,worldwide,2,2026-05-08,t2,21,83,25.3
Fortnum & Mason,premium_tea,worldwide,2,2026-05-08,t2,20,83,24.1
Marukyu Koyamaen,premium_tea,worldwide,2,2026-05-09,t2,22,96,22.92
Lupicia,premium_tea,worldwide,2,2026-05-09,t2,10,96,10.42
Ito En,premium_tea,worldwide,2,2026-05-09,t2,21,96,21.88
Fortnum & Mason,premium_tea,worldwide,2,2026-05-09,t2,30,96,31.25
Marukyu Koyamaen,premium_tea,worldwide,2,2026-05-10,t2,21,91,23.08
Lupicia,premium_tea,worldwide,2,2026-05-10,t2,10,91,10.99
Ito En,premium_tea,worldwide,2,2026-05-10,t2,22,91,24.18
Fortnum & Mason,premium_tea,worldwide,2,2026-05-10,t2,20,91,21.98
Whittard of Chelsea,premium_tea,worldwide,3,2026-04-27,t1,3,35,8.57
Tea Pigs,premium_tea,worldwide,3,2026-04-27,t1,0,35,0.0
Tea Box,premium_tea,worldwide,3,2026-04-27,t1,100,35,285.71
Harney & Sons,premium_tea,worldwide,3,2026-04-27,t1,19,35,54.29
Whittard of Chelsea,premium_tea,worldwide,3,2026-04-28,t1,1,31,3.23
Tea Pigs,premium_tea,worldwide,3,2026-04-28,t1,1,31,3.23
Tea Box,premium_tea,worldwide,3,2026-04-28,t1,45,31,145.16
Harney & Sons,premium_tea,worldwide,3,2026-04-28,t1,8,31,25.81
Whittard of Chelsea,premium_tea,worldwide,3,2026-04-29,t1,1,29,3.45
Tea Pigs,premium_tea,worldwide,3,2026-04-29,t1,1,29,3.45
Tea Box,premium_tea,worldwide,3,2026-04-29,t1,37,29,127.59
Harney & Sons,premium_tea,worldwide,3,2026-04-29,t1,8,29,27.59
Whittard of Chelsea,premium_tea,worldwide,3,2026-04-30,t1,1,28,3.57
Tea Pigs,premium_tea,worldwide,3,2026-04-30,t1,1,28,3.57
Tea Box,premium_tea,worldwide,3,2026-04-30,t1,44,28,157.14
Harney & Sons,premium_tea,worldwide,3,2026-04-30,t1,8,28,28.57
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-01,t1,1,29,3.45
Tea Pigs,premium_tea,worldwide,3,2026-05-01,t1,1,29,3.45
Tea Box,premium_tea,worldwide,3,2026-05-01,t1,43,29,148.28
Harney & Sons,premium_tea,worldwide,3,2026-05-01,t1,6,29,20.69
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-02,t1,1,30,3.33
Tea Pigs,premium_tea,worldwide,3,2026-05-02,t1,1,30,3.33
Tea Box,premium_tea,worldwide,3,2026-05-02,t1,49,30,163.33
Harney & Sons,premium_tea,worldwide,3,2026-05-02,t1,7,30,23.33
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-03,t1,2,30,6.67
Tea Pigs,premium_tea,worldwide,3,2026-05-03,t1,2,30,6.67
Tea Box,premium_tea,worldwide,3,2026-05-03,t1,42,30,140.0
Harney & Sons,premium_tea,worldwide,3,2026-05-03,t1,6,30,20.0
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-04,t2,1,29,3.45
Tea Pigs,premium_tea,worldwide,3,2026-05-04,t2,1,29,3.45
Tea Box,premium_tea,worldwide,3,2026-05-04,t2,43,29,148.28
Harney & Sons,premium_tea,worldwide,3,2026-05-04,t2,7,29,24.14
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-05,t2,1,28,3.57
Tea Pigs,premium_tea,worldwide,3,2026-05-05,t2,2,28,7.14
Tea Box,premium_tea,worldwide,3,2026-05-05,t2,39,28,139.29
Harney & Sons,premium_tea,worldwide,3,2026-05-05,t2,7,28,25.0
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-06,t2,2,30,6.67
Tea Pigs,premium_tea,worldwide,3,2026-05-06,t2,1,30,3.33
Tea Box,premium_tea,worldwide,3,2026-05-06,t2,50,30,166.67
Harney & Sons,premium_tea,worldwide,3,2026-05-06,t2,8,30,26.67
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-07,t2,2,30,6.67
Tea Pigs,premium_tea,worldwide,3,2026-05-07,t2,1,30,3.33
Tea Box,premium_tea,worldwide,3,2026-05-07,t2,58,30,193.33
Harney & Sons,premium_tea,worldwide,3,2026-05-07,t2,10,30,33.33
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-08,t2,2,29,6.9
Tea Pigs,premium_tea,worldwide,3,2026-05-08,t2,1,29,3.45
Tea Box,premium_tea,worldwide,3,2026-05-08,t2,56,29,193.1
Harney & Sons,premium_tea,worldwide,3,2026-05-08,t2,10,29,34.48
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-09,t2,2,35,5.71
Tea Pigs,premium_tea,worldwide,3,2026-05-09,t2,2,35,5.71
Tea Box,premium_tea,worldwide,3,2026-05-09,t2,60,35,171.43
Harney & Sons,premium_tea,worldwide,3,2026-05-09,t2,12,35,34.29
Whittard of Chelsea,premium_tea,worldwide,3,2026-05-10,t2,2,30,6.67
Tea Pigs,premium_tea,worldwide,3,2026-05-10,t2,2,30,6.67
Tea Box,premium_tea,worldwide,3,2026-05-10,t2,52,30,173.33
Harney & Sons,premium_tea,worldwide,3,2026-05-10,t2,10,30,33.33
Rishi Tea,premium_tea,worldwide,4,2026-04-27,t1,21,100,21.0
Numi Organic Tea,premium_tea,worldwide,4,2026-04-27,t1,9,100,9.0
Smith Teamaker,premium_tea,worldwide,4,2026-04-27,t1,0,100,0.0
Republic of Tea,premium_tea,worldwide,4,2026-04-27,t1,42,100,42.0
Rishi Tea,premium_tea,worldwide,4,2026-04-28,t1,14,86,16.28
Numi Organic Tea,premium_tea,worldwide,4,2026-04-28,t1,4,86,4.65
Smith Teamaker,premium_tea,worldwide,4,2026-04-28,t1,3,86,3.49
Republic of Tea,premium_tea,worldwide,4,2026-04-28,t1,20,86,23.26
Rishi Tea,premium_tea,worldwide,4,2026-04-29,t1,12,84,14.29
Numi Organic Tea,premium_tea,worldwide,4,2026-04-29,t1,3,84,3.57
Smith Teamaker,premium_tea,worldwide,4,2026-04-29,t1,2,84,2.38
Republic of Tea,premium_tea,worldwide,4,2026-04-29,t1,21,84,25.0
Rishi Tea,premium_tea,worldwide,4,2026-04-30,t1,14,80,17.5
Numi Organic Tea,premium_tea,worldwide,4,2026-04-30,t1,2,80,2.5
Smith Teamaker,premium_tea,worldwide,4,2026-04-30,t1,3,80,3.75
Republic of Tea,premium_tea,worldwide,4,2026-04-30,t1,23,80,28.75
Rishi Tea,premium_tea,worldwide,4,2026-05-01,t1,13,78,16.67
Numi Organic Tea,premium_tea,worldwide,4,2026-05-01,t1,2,78,2.56
Smith Teamaker,premium_tea,worldwide,4,2026-05-01,t1,2,78,2.56
Republic of Tea,premium_tea,worldwide,4,2026-05-01,t1,19,78,24.36
Rishi Tea,premium_tea,worldwide,4,2026-05-02,t1,13,79,16.46
Numi Organic Tea,premium_tea,worldwide,4,2026-05-02,t1,3,79,3.8
Smith Teamaker,premium_tea,worldwide,4,2026-05-02,t1,2,79,2.53
Republic of Tea,premium_tea,worldwide,4,2026-05-02,t1,19,79,24.05
Rishi Tea,premium_tea,worldwide,4,2026-05-03,t1,15,85,17.65
Numi Organic Tea,premium_tea,worldwide,4,2026-05-03,t1,3,85,3.53
Smith Teamaker,premium_tea,worldwide,4,2026-05-03,t1,2,85,2.35
Republic of Tea,premium_tea,worldwide,4,2026-05-03,t1,19,85,22.35
Rishi Tea,premium_tea,worldwide,4,2026-05-04,t2,13,82,15.85
Numi Organic Tea,premium_tea,worldwide,4,2026-05-04,t2,4,82,4.88
Smith Teamaker,premium_tea,worldwide,4,2026-05-04,t2,3,82,3.66
Republic of Tea,premium_tea,worldwide,4,2026-05-04,t2,22,82,26.83
Rishi Tea,premium_tea,worldwide,4,2026-05-05,t2,13,83,15.66
Numi Organic Tea,premium_tea,worldwide,4,2026-05-05,t2,3,83,3.61
Smith Teamaker,premium_tea,worldwide,4,2026-05-05,t2,3,83,3.61
Republic of Tea,premium_tea,worldwide,4,2026-05-05,t2,20,83,24.1
Rishi Tea,premium_tea,worldwide,4,2026-05-06,t2,14,86,16.28
Numi Organic Tea,premium_tea,worldwide,4,2026-05-06,t2,3,86,3.49
Smith Teamaker,premium_tea,worldwide,4,2026-05-06,t2,2,86,2.33
Republic of Tea,premium_tea,worldwide,4,2026-05-06,t2,22,86,25.58
Rishi Tea,premium_tea,worldwide,4,2026-05-07,t2,15,85,17.65
Numi Organic Tea,premium_tea,worldwide,4,2026-05-07,t2,4,85,4.71
Smith Teamaker,premium_tea,worldwide,4,2026-05-07,t2,2,85,2.35
Republic of Tea,premium_tea,worldwide,4,2026-05-07,t2,27,85,31.76
Rishi Tea,premium_tea,worldwide,4,2026-05-08,t2,16,83,19.28
Numi Organic Tea,premium_tea,worldwide,4,2026-05-08,t2,4,83,4.82
Smith Teamaker,premium_tea,worldwide,4,2026-05-08,t2,2,83,2.41
Republic of Tea,premium_tea,worldwide,4,2026-05-08,t2,24,83,28.92
Rishi Tea,premium_tea,worldwide,4,2026-05-09,t2,18,96,18.75
Numi Organic Tea,premium_tea,worldwide,4,2026-05-09,t2,4,96,4.17
Smith Teamaker,premium_tea,worldwide,4,2026-05-09,t2,3,96,3.12
Republic of Tea,premium_tea,worldwide,4,2026-05-09,t2,27,96,28.12
Rishi Tea,premium_tea,worldwide,4,2026-05-10,t2,17,91,18.68
Numi Organic Tea,premium_tea,worldwide,4,2026-05-10,t2,4,91,4.4
Smith Teamaker,premium_tea,worldwide,4,2026-05-10,t2,3,91,3.3
Republic of Tea,premium_tea,worldwide,4,2026-05-10,t2,23,91,25.27
Twinings,premium_tea,US,1,2026-04-27,t1,100,100,100.0
TWG Tea,premium_tea,US,1,2026-04-27,t1,0,100,0.0
Jing Tea,premium_tea,US,1,2026-04-27,t1,0,100,0.0
Yunnan Sourcing,premium_tea,US,1,2026-04-27,t1,0,100,0.0
Ippodo Tea,premium_tea,US,1,2026-04-27,t1,0,100,0.0
Twinings,premium_tea,US,1,2026-04-28,t1,85,85,100.0
TWG Tea,premium_tea,US,1,2026-04-28,t1,9,85,10.59
Jing Tea,premium_tea,US,1,2026-04-28,t1,6,85,7.06
Yunnan Sourcing,premium_tea,US,1,2026-04-28,t1,7,85,8.24
Ippodo Tea,premium_tea,US,1,2026-04-28,t1,11,85,12.94
Twinings,premium_tea,US,1,2026-04-29,t1,67,67,100.0
TWG Tea,premium_tea,US,1,2026-04-29,t1,8,67,11.94
Jing Tea,premium_tea,US,1,2026-04-29,t1,4,67,5.97
Yunnan Sourcing,premium_tea,US,1,2026-04-29,t1,7,67,10.45
Ippodo Tea,premium_tea,US,1,2026-04-29,t1,9,67,13.43
Twinings,premium_tea,US,1,2026-04-30,t1,65,65,100.0
TWG Tea,premium_tea,US,1,2026-04-30,t1,7,65,10.77
Jing Tea,premium_tea,US,1,2026-04-30,t1,2,65,3.08
Yunnan Sourcing,premium_tea,US,1,2026-04-30,t1,9,65,13.85
Ippodo Tea,premium_tea,US,1,2026-04-30,t1,11,65,16.92
Twinings,premium_tea,US,1,2026-05-01,t1,58,58,100.0
TWG Tea,premium_tea,US,1,2026-05-01,t1,8,58,13.79
Jing Tea,premium_tea,US,1,2026-05-01,t1,3,58,5.17
Yunnan Sourcing,premium_tea,US,1,2026-05-01,t1,8,58,13.79
Ippodo Tea,premium_tea,US,1,2026-05-01,t1,11,58,18.97
Twinings,premium_tea,US,1,2026-05-02,t1,65,65,100.0
TWG Tea,premium_tea,US,1,2026-05-02,t1,8,65,12.31
Jing Tea,premium_tea,US,1,2026-05-02,t1,4,65,6.15
Yunnan Sourcing,premium_tea,US,1,2026-05-02,t1,10,65,15.38
Ippodo Tea,premium_tea,US,1,2026-05-02,t1,12,65,18.46
Twinings,premium_tea,US,1,2026-05-03,t1,75,75,100.0
TWG Tea,premium_tea,US,1,2026-05-03,t1,9,75,12.0
Jing Tea,premium_tea,US,1,2026-05-03,t1,7,75,9.33
Yunnan Sourcing,premium_tea,US,1,2026-05-03,t1,6,75,8.0
Ippodo Tea,premium_tea,US,1,2026-05-03,t1,11,75,14.67
Twinings,premium_tea,US,1,2026-05-04,t2,68,68,100.0
TWG Tea,premium_tea,US,1,2026-05-04,t2,6,68,8.82
Jing Tea,premium_tea,US,1,2026-05-04,t2,5,68,7.35
Yunnan Sourcing,premium_tea,US,1,2026-05-04,t2,9,68,13.24
Ippodo Tea,premium_tea,US,1,2026-05-04,t2,12,68,17.65
Twinings,premium_tea,US,1,2026-05-05,t2,58,58,100.0
TWG Tea,premium_tea,US,1,2026-05-05,t2,8,58,13.79
Jing Tea,premium_tea,US,1,2026-05-05,t2,4,58,6.9
Yunnan Sourcing,premium_tea,US,1,2026-05-05,t2,8,58,13.79
Ippodo Tea,premium_tea,US,1,2026-05-05,t2,11,58,18.97
Twinings,premium_tea,US,1,2026-05-06,t2,64,64,100.0
TWG Tea,premium_tea,US,1,2026-05-06,t2,8,64,12.5
Jing Tea,premium_tea,US,1,2026-05-06,t2,3,64,4.69
Yunnan Sourcing,premium_tea,US,1,2026-05-06,t2,8,64,12.5
Ippodo Tea,premium_tea,US,1,2026-05-06,t2,10,64,15.62
Twinings,premium_tea,US,1,2026-05-07,t2,70,70,100.0
TWG Tea,premium_tea,US,1,2026-05-07,t2,6,70,8.57
Jing Tea,premium_tea,US,1,2026-05-07,t2,4,70,5.71
Yunnan Sourcing,premium_tea,US,1,2026-05-07,t2,7,70,10.0
Ippodo Tea,premium_tea,US,1,2026-05-07,t2,11,70,15.71
Twinings,premium_tea,US,1,2026-05-08,t2,74,74,100.0
TWG Tea,premium_tea,US,1,2026-05-08,t2,7,74,9.46
Jing Tea,premium_tea,US,1,2026-05-08,t2,2,74,2.7
Yunnan Sourcing,premium_tea,US,1,2026-05-08,t2,8,74,10.81
Ippodo Tea,premium_tea,US,1,2026-05-08,t2,11,74,14.86
Twinings,premium_tea,US,1,2026-05-09,t2,99,99,100.0
TWG Tea,premium_tea,US,1,2026-05-09,t2,9,99,9.09
Jing Tea,premium_tea,US,1,2026-05-09,t2,4,99,4.04
Yunnan Sourcing,premium_tea,US,1,2026-05-09,t2,9,99,9.09
Ippodo Tea,premium_tea,US,1,2026-05-09,t2,13,99,13.13
Twinings,premium_tea,US,1,2026-05-10,t2,68,68,100.0
TWG Tea,premium_tea,US,1,2026-05-10,t2,9,68,13.24
Jing Tea,premium_tea,US,1,2026-05-10,t2,4,68,5.88
Yunnan Sourcing,premium_tea,US,1,2026-05-10,t2,9,68,13.24
Ippodo Tea,premium_tea,US,1,2026-05-10,t2,14,68,20.59
Marukyu Koyamaen,premium_tea,US,2,2026-04-27,t1,62,100,62.0
Lupicia,premium_tea,US,2,2026-04-27,t1,0,100,0.0
Ito En,premium_tea,US,2,2026-04-27,t1,57,100,57.0
Fortnum & Mason,premium_tea,US,2,2026-04-27,t1,68,100,68.0
Marukyu Koyamaen,premium_tea,US,2,2026-04-28,t1,31,85,36.47
Lupicia,premium_tea,US,2,2026-04-28,t1,4,85,4.71
Ito En,premium_tea,US,2,2026-04-28,t1,36,85,42.35
Fortnum & Mason,premium_tea,US,2,2026-04-28,t1,41,85,48.24
Marukyu Koyamaen,premium_tea,US,2,2026-04-29,t1,30,67,44.78
Lupicia,premium_tea,US,2,2026-04-29,t1,4,67,5.97
Ito En,premium_tea,US,2,2026-04-29,t1,36,67,53.73
Fortnum & Mason,premium_tea,US,2,2026-04-29,t1,19,67,28.36
Marukyu Koyamaen,premium_tea,US,2,2026-04-30,t1,32,65,49.23
Lupicia,premium_tea,US,2,2026-04-30,t1,4,65,6.15
Ito En,premium_tea,US,2,2026-04-30,t1,32,65,49.23
Fortnum & Mason,premium_tea,US,2,2026-04-30,t1,20,65,30.77
Marukyu Koyamaen,premium_tea,US,2,2026-05-01,t1,34,58,58.62
Lupicia,premium_tea,US,2,2026-05-01,t1,3,58,5.17
Ito En,premium_tea,US,2,2026-05-01,t1,31,58,53.45
Fortnum & Mason,premium_tea,US,2,2026-05-01,t1,19,58,32.76
Marukyu Koyamaen,premium_tea,US,2,2026-05-02,t1,28,65,43.08
Lupicia,premium_tea,US,2,2026-05-02,t1,4,65,6.15
Ito En,premium_tea,US,2,2026-05-02,t1,31,65,47.69
Fortnum & Mason,premium_tea,US,2,2026-05-02,t1,21,65,32.31
Marukyu Koyamaen,premium_tea,US,2,2026-05-03,t1,37,75,49.33
Lupicia,premium_tea,US,2,2026-05-03,t1,4,75,5.33
Ito En,premium_tea,US,2,2026-05-03,t1,35,75,46.67
Fortnum & Mason,premium_tea,US,2,2026-05-03,t1,21,75,28.0
Marukyu Koyamaen,premium_tea,US,2,2026-05-04,t2,31,68,45.59
Lupicia,premium_tea,US,2,2026-05-04,t2,4,68,5.88
Ito En,premium_tea,US,2,2026-05-04,t2,34,68,50.0
Fortnum & Mason,premium_tea,US,2,2026-05-04,t2,26,68,38.24
Marukyu Koyamaen,premium_tea,US,2,2026-05-05,t2,29,58,50.0
Lupicia,premium_tea,US,2,2026-05-05,t2,3,58,5.17
Ito En,premium_tea,US,2,2026-05-05,t2,37,58,63.79
Fortnum & Mason,premium_tea,US,2,2026-05-05,t2,20,58,34.48
Marukyu Koyamaen,premium_tea,US,2,2026-05-06,t2,33,64,51.56
Lupicia,premium_tea,US,2,2026-05-06,t2,4,64,6.25
Ito En,premium_tea,US,2,2026-05-06,t2,31,64,48.44
Fortnum & Mason,premium_tea,US,2,2026-05-06,t2,20,64,31.25
Marukyu Koyamaen,premium_tea,US,2,2026-05-07,t2,32,70,45.71
Lupicia,premium_tea,US,2,2026-05-07,t2,5,70,7.14
Ito En,premium_tea,US,2,2026-05-07,t2,36,70,51.43
Fortnum & Mason,premium_tea,US,2,2026-05-07,t2,33,70,47.14
Marukyu Koyamaen,premium_tea,US,2,2026-05-08,t2,34,74,45.95
Lupicia,premium_tea,US,2,2026-05-08,t2,4,74,5.41
Ito En,premium_tea,US,2,2026-05-08,t2,38,74,51.35
Fortnum & Mason,premium_tea,US,2,2026-05-08,t2,30,74,40.54
Marukyu Koyamaen,premium_tea,US,2,2026-05-09,t2,39,99,39.39
Lupicia,premium_tea,US,2,2026-05-09,t2,4,99,4.04
Ito En,premium_tea,US,2,2026-05-09,t2,38,99,38.38
Fortnum & Mason,premium_tea,US,2,2026-05-09,t2,51,99,51.52
Marukyu Koyamaen,premium_tea,US,2,2026-05-10,t2,37,68,54.41
Lupicia,premium_tea,US,2,2026-05-10,t2,5,68,7.35
Ito En,premium_tea,US,2,2026-05-10,t2,35,68,51.47
Fortnum & Mason,premium_tea,US,2,2026-05-10,t2,26,68,38.24
Whittard of Chelsea,premium_tea,US,3,2026-04-27,t1,0,12,0.0
